"Step","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"3383","","","","0.869","0.869","0.869","0.453","0.453","0.453"
"3384","","","","0.886","0.886","0.886","0.4545","0.4545","0.4545"
"3385","","","","0.8845","0.8845","0.8845","0.455","0.455","0.455"
"3386","","","","0.8985","0.8985","0.8985","0.4595","0.4595","0.4595"
"3387","","","","0.8875","0.8875","0.8875","0.4535","0.4535","0.4535"
"3388","","","","0.8985","0.8985","0.8985","0.454","0.454","0.454"
"3389","","","","0.899","0.899","0.899","0.459","0.459","0.459"
"3390","","","","0.888","0.888","0.888","0.4575","0.4575","0.4575"
"3391","","","","0.91","0.91","0.91","0.4585","0.4585","0.4585"
"3392","","","","0.872","0.872","0.872","0.4575","0.4575","0.4575"
"3393","","","","0.894","0.894","0.894","0.4595","0.4595","0.4595"
"3394","","","","0.8935","0.8935","0.8935","0.4625","0.4625","0.4625"
"3395","","","","0.8595","0.8595","0.8595","0.4585","0.4585","0.4585"
"3396","","","","0.912","0.912","0.912","0.46","0.46","0.46"
"3397","","","","0.913","0.913","0.913","0.468","0.468","0.468"
"3398","","","","0.9015","0.9015","0.9015","0.4615","0.4615","0.4615"
"3399","","","","0.8715","0.8715","0.8715","0.466","0.466","0.466"
"3400","","","","0","0","0","0.1745","0.1745","0.1745"
"3401","","","","0.8655","0.8655","0.8655","0.3595","0.3595","0.3595"
"3402","","","","0.895","0.895","0.895","0.4265","0.4265","0.4265"
"3403","","","","0.8935","0.8935","0.8935","0.472","0.472","0.472"
"3404","","","","0.9195","0.9195","0.9195","0.494","0.494","0.494"
"3405","","","","0.8985","0.8985","0.8985","0.5105","0.5105","0.5105"
"3406","","","","0.9035","0.9035","0.9035","0.5215","0.5215","0.5215"
"3407","","","","0.9025","0.9025","0.9025","0.5255","0.5255","0.5255"
"3408","","","","0.921","0.921","0.921","0.531","0.531","0.531"
"3409","","","","0.9195","0.9195","0.9195","0.528","0.528","0.528"
"3410","","","","0.912","0.912","0.912","0.533","0.533","0.533"
"3411","","","","0.898","0.898","0.898","0.534","0.534","0.534"
"3412","","","","0.9285","0.9285","0.9285","0.5395","0.5395","0.5395"
"3413","","","","0.9095","0.9095","0.9095","0.542","0.542","0.542"
"3414","","","","0.914","0.914","0.914","0.5385","0.5385","0.5385"
"3415","","","","0.901","0.901","0.901","0.5405","0.5405","0.5405"
"3416","","","","0.928","0.928","0.928","0.541","0.541","0.541"
"3417","","","","0.9225","0.9225","0.9225","0.543","0.543","0.543"
"3418","","","","0.9285","0.9285","0.9285","0.5475","0.5475","0.5475"
"3419","","","","0.901","0.901","0.901","0.5505","0.5505","0.5505"
"3420","","","","0.9225","0.9225","0.9225","0.5465","0.5465","0.5465"
"3421","","","","0.914","0.914","0.914","0.5445","0.5445","0.5445"
"3422","","","","0.8925","0.8925","0.8925","0.548","0.548","0.548"
"3423","","","","0.93","0.93","0.93","0.5465","0.5465","0.5465"
"3424","","","","0.9305","0.9305","0.9305","0.547","0.547","0.547"
"3425","","","","0","0","0","0.154","0.154","0.154"
"3426","","","","0.864","0.864","0.864","0.2415","0.2415","0.2415"
"3427","","","","0.887","0.887","0.887","0.3025","0.3025","0.3025"
"3428","","","","0.9015","0.9015","0.9015","0.352","0.352","0.352"
"3429","","","","0.865","0.865","0.865","0.3775","0.3775","0.3775"
"3430","","","","0.8565","0.8565","0.8565","0.3955","0.3955","0.3955"
"3431","","","","0.9135","0.9135","0.9135","0.402","0.402","0.402"
"3432","","","","0.8885","0.8885","0.8885","0.409","0.409","0.409"
"3433","","","","0.92","0.92","0.92","0.4165","0.4165","0.4165"
"3434","","","","0.871","0.871","0.871","0.4275","0.4275","0.4275"
"3435","","","","0.903","0.903","0.903","0.4255","0.4255","0.4255"
"3436","","","","0.893","0.893","0.893","0.426","0.426","0.426"
"3437","","","","0.91","0.91","0.91","0.4285","0.4285","0.4285"
"3438","","","","0.902","0.902","0.902","0.4315","0.4315","0.4315"
"3439","","","","0.912","0.912","0.912","0.429","0.429","0.429"
"3440","","","","0.916","0.916","0.916","0.433","0.433","0.433"
"3441","","","","0.9025","0.9025","0.9025","0.434","0.434","0.434"
"3442","","","","0.8925","0.8925","0.8925","0.4355","0.4355","0.4355"
"3443","","","","0.9245","0.9245","0.9245","0.4365","0.4365","0.4365"
"3444","","","","0.9255","0.9255","0.9255","0.4385","0.4385","0.4385"
"3445","","","","0.9025","0.9025","0.9025","0.44","0.44","0.44"
"3446","","","","0.894","0.894","0.894","0.4385","0.4385","0.4385"
"3447","","","","0.9145","0.9145","0.9145","0.4385","0.4385","0.4385"
"3448","","","","0.924","0.924","0.924","0.439","0.439","0.439"
"3449","","","","0.9135","0.9135","0.9135","0.4415","0.4415","0.4415"
"3450","","","","0","0","0","0.109","0.109","0.109"
"3451","","","","0.817","0.817","0.817","0.2805","0.2805","0.2805"
"3452","","","","0.8185","0.8185","0.8185","0.3555","0.3555","0.3555"
"3453","","","","0.863","0.863","0.863","0.3995","0.3995","0.3995"
"3454","","","","0.8065","0.8065","0.8065","0.4235","0.4235","0.4235"
"3455","","","","0.8545","0.8545","0.8545","0.431","0.431","0.431"
"3456","","","","0.8595","0.8595","0.8595","0.4435","0.4435","0.4435"
"3457","","","","0.8475","0.8475","0.8475","0.441","0.441","0.441"
"3458","","","","0.845","0.845","0.845","0.4495","0.4495","0.4495"
"3459","","","","0.8855","0.8855","0.8855","0.4515","0.4515","0.4515"
"3460","","","","0.871","0.871","0.871","0.4535","0.4535","0.4535"
"3461","","","","0.8975","0.8975","0.8975","0.454","0.454","0.454"
"3462","","","","0.864","0.864","0.864","0.4605","0.4605","0.4605"
"3463","","","","0.8985","0.8985","0.8985","0.462","0.462","0.462"
"3464","","","","0.8635","0.8635","0.8635","0.4655","0.4655","0.4655"
"3465","","","","0.8895","0.8895","0.8895","0.466","0.466","0.466"
"3466","","","","0.875","0.875","0.875","0.462","0.462","0.462"
"3467","","","","0.864","0.864","0.864","0.4665","0.4665","0.4665"
"3468","","","","0.8845","0.8845","0.8845","0.467","0.467","0.467"
"3469","","","","0.883","0.883","0.883","0.463","0.463","0.463"
"3470","","","","0.893","0.893","0.893","0.4665","0.4665","0.4665"
"3471","","","","0.897","0.897","0.897","0.4645","0.4645","0.4645"
"3472","","","","0.87","0.87","0.87","0.466","0.466","0.466"
"3473","","","","0.899","0.899","0.899","0.4705","0.4705","0.4705"
"3474","","","","0.8525","0.8525","0.8525","0.4675","0.4675","0.4675"
"3475","","","","0","0","0","0.067","0.067","0.067"
"3476","","","","0.8165","0.8165","0.8165","0.3235","0.3235","0.3235"
"3477","","","","0.8465","0.8465","0.8465","0.41","0.41","0.41"
"3478","","","","0.861","0.861","0.861","0.4525","0.4525","0.4525"
"3479","","","","0.8595","0.8595","0.8595","0.481","0.481","0.481"
"3480","","","","0.8975","0.8975","0.8975","0.4965","0.4965","0.4965"
"3481","","","","0.8805","0.8805","0.8805","0.499","0.499","0.499"
"3482","","","","0.8975","0.8975","0.8975","0.4985","0.4985","0.4985"
"3483","","","","0.8785","0.8785","0.8785","0.5015","0.5015","0.5015"
"3484","","","","0.887","0.887","0.887","0.501","0.501","0.501"
"3485","","","","0.904","0.904","0.904","0.51","0.51","0.51"
"3486","","","","0.8815","0.8815","0.8815","0.5085","0.5085","0.5085"
"3487","","","","0.8945","0.8945","0.8945","0.5115","0.5115","0.5115"
"3488","","","","0.8985","0.8985","0.8985","0.511","0.511","0.511"
"3489","","","","0.8915","0.8915","0.8915","0.5175","0.5175","0.5175"
"3490","","","","0.8935","0.8935","0.8935","0.514","0.514","0.514"
"3491","","","","0.8915","0.8915","0.8915","0.5125","0.5125","0.5125"
"3492","","","","0.884","0.884","0.884","0.513","0.513","0.513"
"3493","","","","0.8885","0.8885","0.8885","0.514","0.514","0.514"
"3494","","","","0.897","0.897","0.897","0.5155","0.5155","0.5155"
"3495","","","","0.9045","0.9045","0.9045","0.514","0.514","0.514"
"3496","","","","0.9025","0.9025","0.9025","0.517","0.517","0.517"
"3497","","","","0.9015","0.9015","0.9015","0.518","0.518","0.518"
"3498","","","","0.912","0.912","0.912","0.5175","0.5175","0.5175"
"3499","","","","0.882","0.882","0.882","0.519","0.519","0.519"
"3500","","","","0","0","0","0.0755","0.0755","0.0755"
"3501","","","","0.8645","0.8645","0.8645","0.3075","0.3075","0.3075"
"3502","","","","0.896","0.896","0.896","0.391","0.391","0.391"
"3503","","","","0.9035","0.9035","0.9035","0.428","0.428","0.428"
"3504","","","","0.89","0.89","0.89","0.453","0.453","0.453"
"3505","","","","0.874","0.874","0.874","0.4685","0.4685","0.4685"
"3506","","","","0.88","0.88","0.88","0.477","0.477","0.477"
"3507","","","","0.922","0.922","0.922","0.48","0.48","0.48"
"3508","","","","0.903","0.903","0.903","0.4835","0.4835","0.4835"
"3509","","","","0.8795","0.8795","0.8795","0.4915","0.4915","0.4915"
"3510","","","","0.925","0.925","0.925","0.491","0.491","0.491"
"3511","","","","0.9255","0.9255","0.9255","0.4875","0.4875","0.4875"
"3512","","","","0.921","0.921","0.921","0.491","0.491","0.491"
"3513","","","","0.9275","0.9275","0.9275","0.4915","0.4915","0.4915"
"3514","","","","0.928","0.928","0.928","0.493","0.493","0.493"
"3515","","","","0.924","0.924","0.924","0.494","0.494","0.494"
"3516","","","","0.932","0.932","0.932","0.4945","0.4945","0.4945"
"3517","","","","0.9175","0.9175","0.9175","0.49","0.49","0.49"
"3518","","","","0.929","0.929","0.929","0.4965","0.4965","0.4965"
"3519","","","","0.9065","0.9065","0.9065","0.4985","0.4985","0.4985"
"3520","","","","0.931","0.931","0.931","0.4965","0.4965","0.4965"
"3521","","","","0.9155","0.9155","0.9155","0.4975","0.4975","0.4975"
"3522","","","","0.918","0.918","0.918","0.4985","0.4985","0.4985"
"3523","","","","0.938","0.938","0.938","0.496","0.496","0.496"
"3524","","","","0.9225","0.9225","0.9225","0.498","0.498","0.498"
"3525","","","","0","0","0","0.011","0.011","0.011"
"3526","","","","0.7595","0.7595","0.7595","0.204","0.204","0.204"
"3527","","","","0.831","0.831","0.831","0.3155","0.3155","0.3155"
"3528","","","","0.853","0.853","0.853","0.359","0.359","0.359"
"3529","","","","0.846","0.846","0.846","0.387","0.387","0.387"
"3530","","","","0.8905","0.8905","0.8905","0.396","0.396","0.396"
"3531","","","","0.8655","0.8655","0.8655","0.4035","0.4035","0.4035"
"3532","","","","0.881","0.881","0.881","0.4115","0.4115","0.4115"
"3533","","","","0.8835","0.8835","0.8835","0.4125","0.4125","0.4125"
"3534","","","","0.8765","0.8765","0.8765","0.4155","0.4155","0.4155"
"3535","","","","0.8845","0.8845","0.8845","0.418","0.418","0.418"
"3536","","","","0.878","0.878","0.878","0.4155","0.4155","0.4155"
"3537","","","","0.8935","0.8935","0.8935","0.4135","0.4135","0.4135"
"3538","","","","0.905","0.905","0.905","0.42","0.42","0.42"
"3539","","","","0.892","0.892","0.892","0.4205","0.4205","0.4205"
"3540","","","","0.887","0.887","0.887","0.4195","0.4195","0.4195"
"3541","","","","0.854","0.854","0.854","0.4245","0.4245","0.4245"
"3542","","","","0.8965","0.8965","0.8965","0.4215","0.4215","0.4215"
"3543","","","","0.9015","0.9015","0.9015","0.4205","0.4205","0.4205"
"3544","","","","0.896","0.896","0.896","0.425","0.425","0.425"
"3545","","","","0.8875","0.8875","0.8875","0.424","0.424","0.424"
"3546","","","","0.9075","0.9075","0.9075","0.418","0.418","0.418"
"3547","","","","0.8995","0.8995","0.8995","0.4265","0.4265","0.4265"
"3548","","","","0.896","0.896","0.896","0.4235","0.4235","0.4235"
"3549","","","","0.8945","0.8945","0.8945","0.4235","0.4235","0.4235"
"3550","","","","0","0","0","0.071","0.071","0.071"
"3551","","","","0.7395","0.7395","0.7395","0.261","0.261","0.261"
"3552","","","","0.8125","0.8125","0.8125","0.346","0.346","0.346"
"3553","","","","0.8145","0.8145","0.8145","0.3745","0.3745","0.3745"
"3554","","","","0.8195","0.8195","0.8195","0.3905","0.3905","0.3905"
"3555","","","","0.814","0.814","0.814","0.398","0.398","0.398"
"3556","","","","0.8415","0.8415","0.8415","0.409","0.409","0.409"
"3557","","","","0.826","0.826","0.826","0.4115","0.4115","0.4115"
"3558","","","","0.8435","0.8435","0.8435","0.4155","0.4155","0.4155"
"3559","","","","0.8675","0.8675","0.8675","0.4195","0.4195","0.4195"
"3560","","","","0.842","0.842","0.842","0.421","0.421","0.421"
"3561","","","","0.848","0.848","0.848","0.4205","0.4205","0.4205"
"3562","","","","0.8625","0.8625","0.8625","0.4205","0.4205","0.4205"
"3563","","","","0.8325","0.8325","0.8325","0.422","0.422","0.422"
"3564","","","","0.8235","0.8235","0.8235","0.423","0.423","0.423"
"3565","","","","0.8435","0.8435","0.8435","0.423","0.423","0.423"
"3566","","","","0.8575","0.8575","0.8575","0.4295","0.4295","0.4295"
"3567","","","","0.869","0.869","0.869","0.4285","0.4285","0.4285"
"3568","","","","0.8255","0.8255","0.8255","0.4275","0.4275","0.4275"
"3569","","","","0.839","0.839","0.839","0.4345","0.4345","0.4345"
"3570","","","","0.8615","0.8615","0.8615","0.431","0.431","0.431"
"3571","","","","0.8605","0.8605","0.8605","0.4295","0.4295","0.4295"
"3572","","","","0.866","0.866","0.866","0.4285","0.4285","0.4285"
"3573","","","","0.882","0.882","0.882","0.435","0.435","0.435"
"3574","","","","0.8605","0.8605","0.8605","0.4345","0.4345","0.4345"
"3575","","","","0","0","0","0.145","0.145","0.145"
"3576","","","","0.87","0.87","0.87","0.3125","0.3125","0.3125"
"3577","","","","0.861","0.861","0.861","0.397","0.397","0.397"
"3578","","","","0.8555","0.8555","0.8555","0.434","0.434","0.434"
"3579","","","","0.875","0.875","0.875","0.455","0.455","0.455"
"3580","","","","0.9005","0.9005","0.9005","0.4715","0.4715","0.4715"
"3581","","","","0.9155","0.9155","0.9155","0.473","0.473","0.473"
"3582","","","","0.915","0.915","0.915","0.477","0.477","0.477"
"3583","","","","0.929","0.929","0.929","0.48","0.48","0.48"
"3584","","","","0.9185","0.9185","0.9185","0.4865","0.4865","0.4865"
"3585","","","","0.9175","0.9175","0.9175","0.4855","0.4855","0.4855"
"3586","","","","0.921","0.921","0.921","0.4895","0.4895","0.4895"
"3587","","","","0.9195","0.9195","0.9195","0.491","0.491","0.491"
"3588","","","","0.9085","0.9085","0.9085","0.495","0.495","0.495"
"3589","","","","0.9055","0.9055","0.9055","0.4965","0.4965","0.4965"
"3590","","","","0.9245","0.9245","0.9245","0.499","0.499","0.499"
"3591","","","","0.93","0.93","0.93","0.498","0.498","0.498"
"3592","","","","0.891","0.891","0.891","0.496","0.496","0.496"
"3593","","","","0.917","0.917","0.917","0.4945","0.4945","0.4945"
"3594","","","","0.9295","0.9295","0.9295","0.496","0.496","0.496"
"3595","","","","0.921","0.921","0.921","0.498","0.498","0.498"
"3596","","","","0.9335","0.9335","0.9335","0.5","0.5","0.5"
"3597","","","","0.922","0.922","0.922","0.497","0.497","0.497"
"3598","","","","0.926","0.926","0.926","0.496","0.496","0.496"
"3599","","","","0.9085","0.9085","0.9085","0.4995","0.4995","0.4995"
"3600","","","","0","0","0","0.0785","0.0785","0.0785"
"3601","","","","0.7265","0.7265","0.7265","0.266","0.266","0.266"
"3602","","","","0.742","0.742","0.742","0.3555","0.3555","0.3555"
"3603","","","","0.735","0.735","0.735","0.3845","0.3845","0.3845"
"3604","","","","0.7615","0.7615","0.7615","0.403","0.403","0.403"
"3605","","","","0.823","0.823","0.823","0.4085","0.4085","0.4085"
"3606","","","","0.7935","0.7935","0.7935","0.41","0.41","0.41"
"3607","","","","0.8225","0.8225","0.8225","0.417","0.417","0.417"
"3608","","","","0.7875","0.7875","0.7875","0.42","0.42","0.42"
"3609","","","","0.796","0.796","0.796","0.4235","0.4235","0.4235"
"3610","","","","0.8375","0.8375","0.8375","0.427","0.427","0.427"
"3611","","","","0.8395","0.8395","0.8395","0.423","0.423","0.423"
"3612","","","","0.812","0.812","0.812","0.4265","0.4265","0.4265"
"3613","","","","0.806","0.806","0.806","0.427","0.427","0.427"
"3614","","","","0.858","0.858","0.858","0.4315","0.4315","0.4315"
"3615","","","","0.848","0.848","0.848","0.4305","0.4305","0.4305"
"3616","","","","0.814","0.814","0.814","0.427","0.427","0.427"
"3617","","","","0.846","0.846","0.846","0.432","0.432","0.432"
"3618","","","","0.8535","0.8535","0.8535","0.432","0.432","0.432"
"3619","","","","0.872","0.872","0.872","0.435","0.435","0.435"
"3620","","","","0.8435","0.8435","0.8435","0.437","0.437","0.437"
"3621","","","","0.868","0.868","0.868","0.438","0.438","0.438"
"3622","","","","0.8525","0.8525","0.8525","0.438","0.438","0.438"
"3623","","","","0.8575","0.8575","0.8575","0.4365","0.4365","0.4365"
"3624","","","","0.819","0.819","0.819","0.4385","0.4385","0.4385"
"3625","","","","0","0","0","0.088","0.088","0.088"
"3626","","","","0.867","0.867","0.867","0.2935","0.2935","0.2935"
"3627","","","","0.931","0.931","0.931","0.3975","0.3975","0.3975"
"3628","","","","0.915","0.915","0.915","0.4395","0.4395","0.4395"
"3629","","","","0.9225","0.9225","0.9225","0.4615","0.4615","0.4615"
"3630","","","","0.919","0.919","0.919","0.479","0.479","0.479"
"3631","","","","0.932","0.932","0.932","0.4805","0.4805","0.4805"
"3632","","","","0.935","0.935","0.935","0.4905","0.4905","0.4905"
"3633","","","","0.943","0.943","0.943","0.492","0.492","0.492"
"3634","","","","0.9255","0.9255","0.9255","0.4965","0.4965","0.4965"
"3635","","","","0.907","0.907","0.907","0.4995","0.4995","0.4995"
"3636","","","","0.929","0.929","0.929","0.4975","0.4975","0.4975"
"3637","","","","0.938","0.938","0.938","0.5075","0.5075","0.5075"
"3638","","","","0.9405","0.9405","0.9405","0.511","0.511","0.511"
"3639","","","","0.928","0.928","0.928","0.512","0.512","0.512"
"3640","","","","0.923","0.923","0.923","0.511","0.511","0.511"
"3641","","","","0.9305","0.9305","0.9305","0.518","0.518","0.518"
"3642","","","","0.9285","0.9285","0.9285","0.515","0.515","0.515"
"3643","","","","0.929","0.929","0.929","0.5145","0.5145","0.5145"
"3644","","","","0.9315","0.9315","0.9315","0.52","0.52","0.52"
"3645","","","","0.9305","0.9305","0.9305","0.5185","0.5185","0.5185"
"3646","","","","0.94","0.94","0.94","0.5235","0.5235","0.5235"
"3647","","","","0.9405","0.9405","0.9405","0.523","0.523","0.523"
"3648","","","","0.9235","0.9235","0.9235","0.5255","0.5255","0.5255"
"3649","","","","0.9465","0.9465","0.9465","0.5225","0.5225","0.5225"
"3650","","","","0","0","0","0.133","0.133","0.133"
"3651","","","","0.7905","0.7905","0.7905","0.275","0.275","0.275"
"3652","","","","0.807","0.807","0.807","0.3535","0.3535","0.3535"
"3653","","","","0.829","0.829","0.829","0.381","0.381","0.381"
"3654","","","","0.819","0.819","0.819","0.404","0.404","0.404"
"3655","","","","0.7985","0.7985","0.7985","0.4155","0.4155","0.4155"
"3656","","","","0.8425","0.8425","0.8425","0.419","0.419","0.419"
"3657","","","","0.843","0.843","0.843","0.432","0.432","0.432"
"3658","","","","0.8635","0.8635","0.8635","0.4315","0.4315","0.4315"
"3659","","","","0.8475","0.8475","0.8475","0.431","0.431","0.431"
"3660","","","","0.893","0.893","0.893","0.4365","0.4365","0.4365"
"3661","","","","0.8565","0.8565","0.8565","0.4355","0.4355","0.4355"
"3662","","","","0.8445","0.8445","0.8445","0.4375","0.4375","0.4375"
"3663","","","","0.874","0.874","0.874","0.4365","0.4365","0.4365"
"3664","","","","0.89","0.89","0.89","0.4305","0.4305","0.4305"
"3665","","","","0.856","0.856","0.856","0.437","0.437","0.437"
"3666","","","","0.874","0.874","0.874","0.434","0.434","0.434"
"3667","","","","0.844","0.844","0.844","0.4325","0.4325","0.4325"
"3668","","","","0.8685","0.8685","0.8685","0.425","0.425","0.425"
"3669","","","","0.8785","0.8785","0.8785","0.4295","0.4295","0.4295"
"3670","","","","0.8855","0.8855","0.8855","0.43","0.43","0.43"
"3671","","","","0.8505","0.8505","0.8505","0.4365","0.4365","0.4365"
"3672","","","","0.865","0.865","0.865","0.4335","0.4335","0.4335"
