"Step","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"29224","","","","","","","0.4955","0.4955","0.4955"
"29225","","","","0.0095","0.0095","0.0095","","",""
"29227","","","","0.2205","0.2205","0.2205","","",""
"29228","0.315","0.315","0.315","0.295","0.295","0.295","","",""
"29234","0.402","0.402","0.402","","","","","",""
"29237","","","","","","","0.454","0.454","0.454"
"29243","0.4275","0.4275","0.4275","","","","","",""
"29256","","","","0.3195","0.3195","0.3195","","",""
"29258","0.3385","0.3385","0.3385","","","","","",""
"29260","","","","0.3425","0.3425","0.3425","","",""
"29263","0.3645","0.3645","0.3645","","","","","",""
"29264","","","","","","","0.405","0.405","0.405"
"29267","0.372","0.372","0.372","","","","0.403","0.403","0.403"
"29269","","","","","","","0.407","0.407","0.407"
"29272","","","","0.362","0.362","0.362","","",""
"29273","","","","","","","0.402","0.402","0.402"
"29281","","","","","","","0.4735","0.4735","0.4735"
"29282","","","","0.4345","0.4345","0.4345","","",""
"29284","0.456","0.456","0.456","","","","","",""
"29285","","","","0.456","0.456","0.456","","",""
"29286","0.4615","0.4615","0.4615","","","","","",""
"29289","0.473","0.473","0.473","","","","","",""
"29291","","","","","","","0.5065","0.5065","0.5065"
"29296","","","","0.4725","0.4725","0.4725","","",""
"29297","0.4805","0.4805","0.4805","","","","","",""
"29299","","","","","","","0.5155","0.5155","0.5155"
"29303","","","","","","","0.3425","0.3425","0.3425"
"29306","","","","0.343","0.343","0.343","","",""
"29311","","","","","","","0.4085","0.4085","0.4085"
"29317","","","","0.3865","0.3865","0.3865","","",""
"29319","","","","","","","0.425","0.425","0.425"
"29320","","","","0.3865","0.3865","0.3865","0.425","0.425","0.425"
"29322","0.3745","0.3745","0.3745","","","","","",""
"29323","","","","0.388","0.388","0.388","","",""
"29324","","","","","","","0.426","0.426","0.426"
"29327","0.1965","0.1965","0.1965","","","","","",""
"29328","","","","0.298","0.298","0.298","","",""
"29330","","","","0.362","0.362","0.362","","",""
"29336","0.404","0.404","0.404","","","","","",""
"29339","0.4025","0.4025","0.4025","","","","","",""
"29340","0.4025","0.4025","0.4025","","","","","",""
"29341","","","","0.4125","0.4125","0.4125","","",""
"29342","","","","0.4195","0.4195","0.4195","","",""
"29343","0.413","0.413","0.413","","","","","",""
"29344","","","","0.4205","0.4205","0.4205","0.451","0.451","0.451"
"29346","","","","0.42","0.42","0.42","","",""
"29347","0.4165","0.4165","0.4165","","","","","",""
"29348","","","","0.4165","0.4165","0.4165","","",""
"29351","","","","","","","0.3175","0.3175","0.3175"
"29353","0.347","0.347","0.347","","","","","",""
"29356","0.452","0.452","0.452","","","","0.4655","0.4655","0.4655"
"29357","","","","","","","0.4775","0.4775","0.4775"
"29358","0.4615","0.4615","0.4615","","","","0.4825","0.4825","0.4825"
"29359","","","","","","","0.4875","0.4875","0.4875"
"29362","","","","0.4655","0.4655","0.4655","","",""
"29369","0.487","0.487","0.487","","","","","",""
"29370","","","","","","","0.5105","0.5105","0.5105"
"29371","","","","0.469","0.469","0.469","","",""
"29372","0.4935","0.4935","0.4935","0.4695","0.4695","0.4695","","",""
"29373","","","","","","","0.5095","0.5095","0.5095"
"29374","0.4905","0.4905","0.4905","","","","","",""
"29377","","","","0.215","0.215","0.215","0.325","0.325","0.325"
"29378","","","","","","","0.3585","0.3585","0.3585"
"29379","0.3395","0.3395","0.3395","","","","","",""
"29381","","","","","","","0.4115","0.4115","0.4115"
"29382","0.3805","0.3805","0.3805","0.379","0.379","0.379","","",""
"29383","0.3895","0.3895","0.3895","","","","","",""
"29384","","","","","","","0.433","0.433","0.433"
"29385","0.398","0.398","0.398","","","","","",""
"29386","","","","","","","0.439","0.439","0.439"
"29392","","","","0.413","0.413","0.413","","",""
"29393","","","","0.4125","0.4125","0.4125","","",""
"29398","","","","","","","0.453","0.453","0.453"
"29401","","","","0.0865","0.0865","0.0865","","",""
"29405","0.375","0.375","0.375","","","","","",""
"29406","","","","0.386","0.386","0.386","","",""
"29408","","","","0.4085","0.4085","0.4085","","",""
"29409","","","","","","","0.487","0.487","0.487"
"29413","","","","","","","0.4995","0.4995","0.4995"
"29415","0.4475","0.4475","0.4475","","","","","",""
"29416","","","","","","","0.503","0.503","0.503"
"29417","","","","0.44","0.44","0.44","","",""
"29418","0.456","0.456","0.456","0.4435","0.4435","0.4435","","",""
"29421","0.4595","0.4595","0.4595","","","","0.511","0.511","0.511"
"29423","","","","0.447","0.447","0.447","","",""
"29425","0.012","0.012","0.012","","","","","",""
"29426","0.1055","0.1055","0.1055","","","","","",""
"29431","","","","","","","0.481","0.481","0.481"
"29433","","","","","","","0.4985","0.4985","0.4985"
"29436","","","","0.457","0.457","0.457","","",""
"29437","","","","0.4605","0.4605","0.4605","","",""
"29438","","","","0.461","0.461","0.461","","",""
"29439","0.462","0.462","0.462","0.4625","0.4625","0.4625","","",""
"29444","","","","0.4695","0.4695","0.4695","","",""
"29445","","","","0.4765","0.4765","0.4765","0.533","0.533","0.533"
"29455","0.2975","0.2975","0.2975","","","","0.3735","0.3735","0.3735"
"29458","","","","0.3335","0.3335","0.3335","","",""
"29459","","","","","","","0.3985","0.3985","0.3985"
"29460","0.344","0.344","0.344","","","","","",""
"29461","","","","0.3485","0.3485","0.3485","","",""
"29462","","","","0.3505","0.3505","0.3505","","",""
"29463","","","","","","","0.396","0.396","0.396"
"29464","0.3545","0.3545","0.3545","","","","0.4","0.4","0.4"
"29465","","","","","","","0.405","0.405","0.405"
"29470","0.3595","0.3595","0.3595","","","","0.404","0.404","0.404"
"29472","","","","","","","0.405","0.405","0.405"
"29474","","","","0.366","0.366","0.366","","",""
"29475","0.0045","0.0045","0.0045","0.0055","0.0055","0.0055","","",""
"29477","","","","0.2405","0.2405","0.2405","","",""
"29481","0.457","0.457","0.457","0.448","0.448","0.448","","",""
"29486","0.492","0.492","0.492","","","","","",""
"29487","0.4955","0.4955","0.4955","","","","","",""
"29488","","","","","","","0.5295","0.5295","0.5295"
"29491","","","","","","","0.5375","0.5375","0.5375"
"29492","","","","","","","0.5365","0.5365","0.5365"
"29496","","","","0.506","0.506","0.506","","",""
"29499","","","","","","","0.545","0.545","0.545"
"29500","","","","0.0085","0.0085","0.0085","","",""
"29502","0.2325","0.2325","0.2325","","","","","",""
"29503","0.3155","0.3155","0.3155","","","","","",""
"29511","0.3985","0.3985","0.3985","","","","","",""
"29512","0.4055","0.4055","0.4055","","","","","",""
"29513","0.4075","0.4075","0.4075","","","","","",""
"29517","","","","","","","0.463","0.463","0.463"
"29522","","","","","","","0.465","0.465","0.465"
"29524","0.421","0.421","0.421","","","","","",""
"29525","","","","","","","0.0035","0.0035","0.0035"
"29526","0.0705","0.0705","0.0705","","","","","",""
"29530","","","","0.3","0.3","0.3","","",""
"29532","0.3265","0.3265","0.3265","","","","","",""
"29536","0.3555","0.3555","0.3555","","","","","",""
"29538","0.366","0.366","0.366","","","","","",""
"29541","","","","","","","0.38","0.38","0.38"
"29547","","","","0.369","0.369","0.369","","",""
"29550","0.0015","0.0015","0.0015","","","","","",""
"29552","","","","","","","0.29","0.29","0.29"
"29554","","","","","","","0.356","0.356","0.356"
"29555","0.3135","0.3135","0.3135","","","","0.374","0.374","0.374"
"29556","","","","","","","0.374","0.374","0.374"
"29557","0.34","0.34","0.34","0.339","0.339","0.339","","",""
"29560","","","","0.355","0.355","0.355","0.397","0.397","0.397"
"29562","0.362","0.362","0.362","0.36","0.36","0.36","","",""
"29563","0.3665","0.3665","0.3665","","","","","",""
"29564","","","","","","","0.4075","0.4075","0.4075"
"29565","","","","","","","0.411","0.411","0.411"
"29566","","","","0.3695","0.3695","0.3695","0.41","0.41","0.41"
"29568","0.3705","0.3705","0.3705","","","","","",""
"29569","0.371","0.371","0.371","0.374","0.374","0.374","","",""
"29570","0.3715","0.3715","0.3715","0.373","0.373","0.373","","",""
"29571","0.372","0.372","0.372","","","","","",""
"29574","","","","0.375","0.375","0.375","","",""
"29579","0.438","0.438","0.438","0.4265","0.4265","0.4265","","",""
"29581","0.469","0.469","0.469","","","","0.504","0.504","0.504"
"29584","0.4925","0.4925","0.4925","","","","","",""
"29586","0.4975","0.4975","0.4975","","","","","",""
"29587","0.502","0.502","0.502","","","","","",""
"29588","","","","","","","0.549","0.549","0.549"
"29592","0.516","0.516","0.516","","","","","",""
"29593","0.52","0.52","0.52","","","","","",""
"29596","","","","","","","0.561","0.561","0.561"
"29597","0.5235","0.5235","0.5235","","","","0.56","0.56","0.56"
"29598","0.522","0.522","0.522","","","","","",""
"29600","","","","","","","0.026","0.026","0.026"
"29601","0.106","0.106","0.106","","","","","",""
"29605","","","","","","","0.4545","0.4545","0.4545"
"29613","0.442","0.442","0.442","","","","","",""
"29614","","","","","","","0.4825","0.4825","0.4825"
"29616","","","","0.4505","0.4505","0.4505","","",""
"29620","","","","0.4585","0.4585","0.4585","","",""
"29625","","","","0.06","0.06","0.06","0.0545","0.0545","0.0545"
"29631","","","","","","","0.447","0.447","0.447"
"29632","","","","","","","0.4575","0.4575","0.4575"
"29633","0.4355","0.4355","0.4355","","","","0.4575","0.4575","0.4575"
"29634","","","","0.4225","0.4225","0.4225","","",""
"29636","","","","","","","0.4695","0.4695","0.4695"
"29637","","","","","","","0.468","0.468","0.468"
"29642","0.4535","0.4535","0.4535","0.442","0.442","0.442","","",""
"29645","","","","","","","0.4805","0.4805","0.4805"
"29646","0.456","0.456","0.456","","","","","",""
"29647","0.4555","0.4555","0.4555","0.4475","0.4475","0.4475","0.483","0.483","0.483"
"29652","","","","","","","0.3035","0.3035","0.3035"
"29661","","","","","","","0.432","0.432","0.432"
"29662","","","","","","","0.437","0.437","0.437"
"29663","","","","0.3875","0.3875","0.3875","0.438","0.438","0.438"
"29667","0.411","0.411","0.411","","","","","",""
"29668","0.4095","0.4095","0.4095","","","","0.438","0.438","0.438"
"29669","0.413","0.413","0.413","","","","0.4375","0.4375","0.4375"
"29670","","","","","","","0.4425","0.4425","0.4425"
"29671","0.416","0.416","0.416","","","","","",""
"29673","0.4185","0.4185","0.4185","","","","","",""
"29680","","","","","","","0.484","0.484","0.484"
"29682","","","","0.454","0.454","0.454","","",""
"29684","","","","0.462","0.462","0.462","","",""
"29688","","","","","","","0.522","0.522","0.522"
"29689","","","","0.475","0.475","0.475","","",""
"29692","","","","0.478","0.478","0.478","","",""
"29694","0.4815","0.4815","0.4815","","","","0.5335","0.5335","0.5335"
"29695","","","","","","","0.532","0.532","0.532"
"29698","0.4845","0.4845","0.4845","0.48","0.48","0.48","0.54","0.54","0.54"
"29701","0.0975","0.0975","0.0975","","","","","",""
"29705","","","","","","","0.3865","0.3865","0.3865"
"29706","","","","0.3535","0.3535","0.3535","","",""
"29707","","","","","","","0.409","0.409","0.409"
"29708","","","","0.375","0.375","0.375","","",""
"29711","","","","0.385","0.385","0.385","","",""
"29714","","","","","","","0.4275","0.4275","0.4275"
"29715","","","","0.396","0.396","0.396","0.4265","0.4265","0.4265"
"29717","0.3935","0.3935","0.3935","","","","","",""
"29721","0.3955","0.3955","0.3955","","","","","",""
"29722","0.4005","0.4005","0.4005","","","","","",""
"29732","","","","0.3715","0.3715","0.3715","","",""
"29735","0.396","0.396","0.396","","","","","",""
"29736","0.397","0.397","0.397","","","","","",""
"29738","","","","","","","0.4435","0.4435","0.4435"
"29739","","","","0.3995","0.3995","0.3995","","",""
"29740","0.411","0.411","0.411","","","","","",""
"29745","0.4175","0.4175","0.4175","","","","","",""
"29746","","","","0.4065","0.4065","0.4065","","",""
"29748","","","","0.409","0.409","0.409","","",""
"29749","0.422","0.422","0.422","","","","","",""
"29750","","","","","","","0.0195","0.0195","0.0195"
"29751","","","","","","","0.3035","0.3035","0.3035"
"29754","","","","","","","0.418","0.418","0.418"
"29755","0.3885","0.3885","0.3885","","","","","",""
"29757","","","","","","","0.4465","0.4465","0.4465"
"29760","0.4315","0.4315","0.4315","","","","","",""
"29762","","","","","","","0.4615","0.4615","0.4615"
"29764","","","","0.4195","0.4195","0.4195","","",""
"29765","0.4395","0.4395","0.4395","","","","","",""
"29767","0.441","0.441","0.441","","","","","",""
"29771","","","","","","","0.476","0.476","0.476"
"29772","","","","0.426","0.426","0.426","","",""
"29775","","","","0.0015","0.0015","0.0015","","",""
"29782","","","","","","","0.4655","0.4655","0.4655"
"29783","0.4475","0.4475","0.4475","0.441","0.441","0.441","","",""
"29785","0.464","0.464","0.464","","","","","",""
"29787","","","","","","","0.489","0.489","0.489"
"29789","0.482","0.482","0.482","","","","","",""
"29799","","","","","","","0.5015","0.5015","0.5015"
"29806","0.397","0.397","0.397","","","","","",""
"29807","","","","0.3765","0.3765","0.3765","","",""
"29809","","","","0.396","0.396","0.396","0.4435","0.4435","0.4435"
"29812","","","","","","","0.448","0.448","0.448"
"29813","0.4265","0.4265","0.4265","","","","","",""
"29815","0.4255","0.4255","0.4255","","","","","",""
"29816","0.427","0.427","0.427","","","","0.4535","0.4535","0.4535"
"29818","0.431","0.431","0.431","","","","","",""
"29819","","","","","","","0.454","0.454","0.454"
"29820","","","","0.418","0.418","0.418","0.4565","0.4565","0.4565"
"29822","","","","0.421","0.421","0.421","","",""
"29823","0.434","0.434","0.434","0.4265","0.4265","0.4265","","",""
"29824","","","","0.4265","0.4265","0.4265","","",""
"29825","","","","0.033","0.033","0.033","","",""
"29826","","","","0.1135","0.1135","0.1135","","",""
"29828","","","","0.336","0.336","0.336","0.41","0.41","0.41"
"29832","0.449","0.449","0.449","","","","","",""
"29833","","","","","","","0.4875","0.4875","0.4875"
"29835","","","","0.4735","0.4735","0.4735","0.507","0.507","0.507"
"29838","","","","","","","0.5085","0.5085","0.5085"
"29840","","","","0.4835","0.4835","0.4835","","",""
"29843","0.4865","0.4865","0.4865","","","","","",""
"29846","0.492","0.492","0.492","0.494","0.494","0.494","","",""
"29847","0.495","0.495","0.495","","","","","",""
"29853","","","","0.3225","0.3225","0.3225","","",""
"29856","","","","","","","0.476","0.476","0.476"
"29857","","","","0.4245","0.4245","0.4245","","",""
"29860","","","","0.4435","0.4435","0.4435","","",""
"29862","","","","","","","0.4985","0.4985","0.4985"
"29864","","","","0.443","0.443","0.443","","",""
"29870","0.47","0.47","0.47","","","","","",""
"29872","","","","0.4565","0.4565","0.4565","","",""
"29874","","","","0.457","0.457","0.457","","",""
"29879","","","","","","","0.443","0.443","0.443"
"29880","0.3985","0.3985","0.3985","","","","","",""
"29881","0.416","0.416","0.416","","","","","",""
"29883","","","","0.441","0.441","0.441","","",""
"29885","","","","","","","0.4855","0.4855","0.4855"
"29886","0.44","0.44","0.44","","","","","",""
"29887","","","","","","","0.492","0.492","0.492"
"29889","0.448","0.448","0.448","","","","","",""
"29892","","","","0.4675","0.4675","0.4675","","",""
"29893","","","","","","","0.496","0.496","0.496"
"29896","","","","","","","0.5005","0.5005","0.5005"
"29898","0.4605","0.4605","0.4605","","","","","",""
"29901","0.0855","0.0855","0.0855","","","","","",""
"29903","","","","","","","0.3825","0.3825","0.3825"
"29904","","","","0.318","0.318","0.318","","",""
"29909","0.378","0.378","0.378","","","","","",""
"29910","","","","0.3785","0.3785","0.3785","","",""
"29912","0.3965","0.3965","0.3965","","","","0.429","0.429","0.429"
"29913","0.3955","0.3955","0.3955","","","","0.4305","0.4305","0.4305"
"29916","","","","0.391","0.391","0.391","","",""
"29918","","","","","","","0.434","0.434","0.434"
"29919","0.413","0.413","0.413","","","","","",""
"29924","","","","0.3985","0.3985","0.3985","0.4335","0.4335","0.4335"
"29930","0.345","0.345","0.345","","","","","",""
"29933","","","","","","","0.4015","0.4015","0.4015"
"29940","","","","0.3965","0.3965","0.3965","","",""
"29947","0.403","0.403","0.403","","","","","",""
"29948","","","","0.4","0.4","0.4","","",""
"29954","0.3535","0.3535","0.3535","","","","","",""
"29956","","","","0.422","0.422","0.422","","",""
"29957","","","","","","","0.4895","0.4895","0.4895"
"29961","","","","0.4615","0.4615","0.4615","","",""
"29964","0.4575","0.4575","0.4575","","","","","",""
"29966","0.46","0.46","0.46","","","","","",""
"29967","0.4645","0.4645","0.4645","","","","","",""
"29975","0.025","0.025","0.025","","","","","",""
"29976","0.097","0.097","0.097","","","","0.3135","0.3135","0.3135"
"29981","0.392","0.392","0.392","","","","","",""
"29982","","","","0.4235","0.4235","0.4235","","",""
"29984","","","","","","","0.4655","0.4655","0.4655"
"29985","","","","0.437","0.437","0.437","","",""
"29987","0.436","0.436","0.436","","","","","",""
"29990","0.4445","0.4445","0.4445","","","","","",""
"29992","","","","0.4485","0.4485","0.4485","","",""
"29997","0.451","0.451","0.451","","","","","",""
"30000","0.003","0.003","0.003","0.0035","0.0035","0.0035","","",""
"30009","0.441","0.441","0.441","","","","","",""
