"Step","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy__MIN","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy__MAX"
"1536","0.602","0.602","0.602"
"1537","0.5635","0.5635","0.5635"
"1538","0.556","0.556","0.556"
"1539","0.544","0.544","0.544"
"1540","0.078","0.078","0.078"
"1541","0.501","0.501","0.501"
"1542","0.54","0.54","0.54"
"1543","0.5635","0.5635","0.5635"
"1544","0.5775","0.5775","0.5775"
"1545","0.5435","0.5435","0.5435"
"1546","0.5095","0.5095","0.5095"
"1547","0.4735","0.4735","0.4735"
"1548","0.526","0.526","0.526"
"1549","0.604","0.604","0.604"
"1550","0.037","0.037","0.037"
"1551","0.5","0.5","0.5"
"1552","0.5","0.5","0.5"
"1553","0.4855","0.4855","0.4855"
"1554","0.5","0.5","0.5"
"1555","0.498","0.498","0.498"
"1556","0.467","0.467","0.467"
"1557","0.4595","0.4595","0.4595"
"1558","0.471","0.471","0.471"
"1559","0.448","0.448","0.448"
"1560","0.1","0.1","0.1"
"1561","0.451","0.451","0.451"
"1562","0.3505","0.3505","0.3505"
"1563","0.5","0.5","0.5"
"1564","0.501","0.501","0.501"
"1565","0.511","0.511","0.511"
"1566","0.45","0.45","0.45"
"1567","0.4","0.4","0.4"
"1568","0.45","0.45","0.45"
"1569","0.4395","0.4395","0.4395"
"1570","0","0","0"
"1571","0.45","0.45","0.45"
"1572","0.5","0.5","0.5"
"1573","0.5145","0.5145","0.5145"
"1574","0.505","0.505","0.505"
"1575","0.5125","0.5125","0.5125"
"1576","0.523","0.523","0.523"
"1577","0.562","0.562","0.562"
"1578","0.5","0.5","0.5"
"1579","0.523","0.523","0.523"
"1580","0.062","0.062","0.062"
"1581","0.5015","0.5015","0.5015"
"1582","0.5245","0.5245","0.5245"
"1583","0.528","0.528","0.528"
"1584","0.5175","0.5175","0.5175"
"1585","0.502","0.502","0.502"
"1586","0.514","0.514","0.514"
"1587","0.5265","0.5265","0.5265"
"1588","0.481","0.481","0.481"
"1589","0.594","0.594","0.594"
"1590","0.0985","0.0985","0.0985"
"1591","0.5025","0.5025","0.5025"
"1592","0.574","0.574","0.574"
"1593","0.587","0.587","0.587"
"1594","0.5575","0.5575","0.5575"
"1595","0.59","0.59","0.59"
"1596","0.5975","0.5975","0.5975"
"1597","0.5755","0.5755","0.5755"
"1598","0.592","0.592","0.592"
"1599","0.5845","0.5845","0.5845"
"1600","0.0025","0.0025","0.0025"
"1601","0.536","0.536","0.536"
"1602","0.5605","0.5605","0.5605"
"1603","0.5685","0.5685","0.5685"
"1604","0.535","0.535","0.535"
"1605","0.5595","0.5595","0.5595"
"1606","0.5465","0.5465","0.5465"
"1607","0.5685","0.5685","0.5685"
"1608","0.601","0.601","0.601"
"1609","0.5675","0.5675","0.5675"
"1610","0.0575","0.0575","0.0575"
"1611","0.521","0.521","0.521"
"1612","0.548","0.548","0.548"
"1613","0.543","0.543","0.543"
"1614","0.5885","0.5885","0.5885"
"1615","0.622","0.622","0.622"
"1616","0.576","0.576","0.576"
"1617","0.5685","0.5685","0.5685"
"1618","0.622","0.622","0.622"
"1619","0.4825","0.4825","0.4825"
"1620","0.112","0.112","0.112"
"1621","0.509","0.509","0.509"
"1622","0.513","0.513","0.513"
"1623","0.5085","0.5085","0.5085"
"1624","0.562","0.562","0.562"
"1625","0.564","0.564","0.564"
"1626","0.5295","0.5295","0.5295"
"1627","0.616","0.616","0.616"
"1628","0.7035","0.7035","0.7035"
"1629","0.6185","0.6185","0.6185"
"1630","0.109","0.109","0.109"
"1631","0.5375","0.5375","0.5375"
"1632","0.5185","0.5185","0.5185"
"1633","0.5725","0.5725","0.5725"
"1634","0.558","0.558","0.558"
"1635","0.5505","0.5505","0.5505"
"1636","0.5875","0.5875","0.5875"
"1637","0.6205","0.6205","0.6205"
"1638","0.607","0.607","0.607"
"1639","0.651","0.651","0.651"
"1640","0.0265","0.0265","0.0265"
"1641","0.4405","0.4405","0.4405"
"1642","0.5245","0.5245","0.5245"
"1643","0.637","0.637","0.637"
"1644","0.551","0.551","0.551"
"1645","0.6605","0.6605","0.6605"
"1646","0.655","0.655","0.655"
"1647","0.662","0.662","0.662"
"1648","0.6545","0.6545","0.6545"
"1649","0.6625","0.6625","0.6625"
"1650","0.0505","0.0505","0.0505"
"1651","0.514","0.514","0.514"
"1652","0.515","0.515","0.515"
"1653","0.515","0.515","0.515"
"1654","0.52","0.52","0.52"
"1655","0.518","0.518","0.518"
"1656","0.528","0.528","0.528"
"1657","0.526","0.526","0.526"
"1658","0.57","0.57","0.57"
"1659","0.5465","0.5465","0.5465"
"1660","0.164","0.164","0.164"
"1661","0.507","0.507","0.507"
"1662","0.5","0.5","0.5"
"1663","0.554","0.554","0.554"
"1664","0.542","0.542","0.542"
"1665","0.5365","0.5365","0.5365"
"1666","0.5545","0.5545","0.5545"
"1667","0.586","0.586","0.586"
"1668","0.5315","0.5315","0.5315"
"1669","0.617","0.617","0.617"
"1670","0.0295","0.0295","0.0295"
"1671","0.617","0.617","0.617"
"1672","0.6525","0.6525","0.6525"
"1673","0.6315","0.6315","0.6315"
"1674","0.6665","0.6665","0.6665"
"1675","0.59","0.59","0.59"
"1676","0.6375","0.6375","0.6375"
"1677","0.6755","0.6755","0.6755"
"1678","0.672","0.672","0.672"
"1679","0.682","0.682","0.682"
"1680","0.01","0.01","0.01"
"1681","0.406","0.406","0.406"
"1682","0.5345","0.5345","0.5345"
"1683","0.55","0.55","0.55"
"1684","0.5205","0.5205","0.5205"
"1685","0.5095","0.5095","0.5095"
"1686","0.575","0.575","0.575"
"1687","0.5695","0.5695","0.5695"
"1688","0.572","0.572","0.572"
"1689","0.5155","0.5155","0.5155"
"1690","0.1","0.1","0.1"
"1691","0.57","0.57","0.57"
"1692","0.6285","0.6285","0.6285"
"1693","0.605","0.605","0.605"
"1694","0.6005","0.6005","0.6005"
"1695","0.6155","0.6155","0.6155"
"1696","0.6585","0.6585","0.6585"
"1697","0.6585","0.6585","0.6585"
"1698","0.588","0.588","0.588"
"1699","0.632","0.632","0.632"
"1700","0.107","0.107","0.107"
"1701","0.5405","0.5405","0.5405"
"1702","0.5565","0.5565","0.5565"
"1703","0.513","0.513","0.513"
"1704","0.5565","0.5565","0.5565"
"1705","0.487","0.487","0.487"
"1706","0.5395","0.5395","0.5395"
"1707","0.5865","0.5865","0.5865"
"1708","0.5365","0.5365","0.5365"
"1709","0.6325","0.6325","0.6325"
"1710","0.111","0.111","0.111"
"1711","0.422","0.422","0.422"
"1712","0.533","0.533","0.533"
"1713","0.506","0.506","0.506"
"1714","0.577","0.577","0.577"
"1715","0.531","0.531","0.531"
"1716","0.528","0.528","0.528"
"1717","0.6175","0.6175","0.6175"
"1718","0.5205","0.5205","0.5205"
"1719","0.5295","0.5295","0.5295"
"1720","0.05","0.05","0.05"
"1721","0.54","0.54","0.54"
"1722","0.5615","0.5615","0.5615"
"1723","0.5655","0.5655","0.5655"
"1724","0.5515","0.5515","0.5515"
"1725","0.523","0.523","0.523"
"1726","0.543","0.543","0.543"
"1727","0.584","0.584","0.584"
"1728","0.5025","0.5025","0.5025"
"1729","0.506","0.506","0.506"
"1730","0.004","0.004","0.004"
"1731","0.367","0.367","0.367"
"1732","0.542","0.542","0.542"
"1733","0.5465","0.5465","0.5465"
"1734","0.58","0.58","0.58"
"1735","0.592","0.592","0.592"
"1736","0.556","0.556","0.556"
"1737","0.586","0.586","0.586"
"1738","0.6015","0.6015","0.6015"
"1739","0.6055","0.6055","0.6055"
"1740","0.1215","0.1215","0.1215"
"1741","0.5145","0.5145","0.5145"
"1742","0.532","0.532","0.532"
"1743","0.5705","0.5705","0.5705"
"1744","0.5875","0.5875","0.5875"
"1745","0.5655","0.5655","0.5655"
"1746","0.562","0.562","0.562"
"1747","0.534","0.534","0.534"
"1748","0.568","0.568","0.568"
"1749","0.543","0.543","0.543"
"1750","0.1","0.1","0.1"
"1751","0.479","0.479","0.479"
"1752","0.5345","0.5345","0.5345"
"1753","0.611","0.611","0.611"
"1754","0.5635","0.5635","0.5635"
"1755","0.562","0.562","0.562"
"1756","0.5875","0.5875","0.5875"
"1757","0.576","0.576","0.576"
"1758","0.59","0.59","0.59"
"1759","0.5645","0.5645","0.5645"
"1760","0.05","0.05","0.05"
"1761","0.494","0.494","0.494"
"1762","0.4835","0.4835","0.4835"
"1763","0.5645","0.5645","0.5645"
"1764","0.5445","0.5445","0.5445"
"1765","0.513","0.513","0.513"
"1766","0.531","0.531","0.531"
"1767","0.558","0.558","0.558"
"1768","0.5425","0.5425","0.5425"
"1769","0.579","0.579","0.579"
"1770","0.1665","0.1665","0.1665"
"1771","0.5095","0.5095","0.5095"
"1772","0.617","0.617","0.617"
"1773","0.662","0.662","0.662"
"1774","0.6195","0.6195","0.6195"
"1775","0.6575","0.6575","0.6575"
"1776","0.5695","0.5695","0.5695"
"1777","0.5985","0.5985","0.5985"
"1778","0.6315","0.6315","0.6315"
"1779","0.619","0.619","0.619"
"1780","0.0595","0.0595","0.0595"
"1781","0.453","0.453","0.453"
"1782","0.582","0.582","0.582"
"1783","0.561","0.561","0.561"
"1784","0.528","0.528","0.528"
"1785","0.594","0.594","0.594"
"1786","0.5795","0.5795","0.5795"
"1787","0.5425","0.5425","0.5425"
"1788","0.6375","0.6375","0.6375"
"1789","0.6025","0.6025","0.6025"
"1790","0.09","0.09","0.09"
"1791","0.5","0.5","0.5"
"1792","0.4995","0.4995","0.4995"
"1793","0.5425","0.5425","0.5425"
"1794","0.5725","0.5725","0.5725"
"1795","0.5585","0.5585","0.5585"
"1796","0.5515","0.5515","0.5515"
"1797","0.591","0.591","0.591"
"1798","0.626","0.626","0.626"
"1799","0.6015","0.6015","0.6015"
"1800","0.202","0.202","0.202"
"1801","0.5105","0.5105","0.5105"
"1802","0.531","0.531","0.531"
"1803","0.6105","0.6105","0.6105"
"1804","0.6665","0.6665","0.6665"
"1805","0.618","0.618","0.618"
"1806","0.5765","0.5765","0.5765"
"1807","0.6205","0.6205","0.6205"
"1808","0.616","0.616","0.616"
"1809","0.612","0.612","0.612"
"1810","0.141","0.141","0.141"
"1811","0.4565","0.4565","0.4565"
"1812","0.551","0.551","0.551"
"1813","0.5135","0.5135","0.5135"
"1814","0.5915","0.5915","0.5915"
"1815","0.5815","0.5815","0.5815"
"1816","0.527","0.527","0.527"
"1817","0.5365","0.5365","0.5365"
"1818","0.5905","0.5905","0.5905"
"1819","0.591","0.591","0.591"
"1820","0.0655","0.0655","0.0655"
"1821","0.459","0.459","0.459"
"1822","0.5385","0.5385","0.5385"
"1823","0.5415","0.5415","0.5415"
"1824","0.549","0.549","0.549"
"1825","0.5425","0.5425","0.5425"
"1826","0.533","0.533","0.533"
"1827","0.5425","0.5425","0.5425"
"1828","0.5385","0.5385","0.5385"
"1829","0.507","0.507","0.507"
"1830","0.061","0.061","0.061"
"1831","0.4995","0.4995","0.4995"
"1832","0.5415","0.5415","0.5415"
"1833","0.509","0.509","0.509"
"1834","0.552","0.552","0.552"
"1835","0.5335","0.5335","0.5335"
"1836","0.5865","0.5865","0.5865"
"1837","0.601","0.601","0.601"
"1838","0.621","0.621","0.621"
"1839","0.625","0.625","0.625"
"1840","0.1295","0.1295","0.1295"
"1841","0.5255","0.5255","0.5255"
"1842","0.6055","0.6055","0.6055"
"1843","0.604","0.604","0.604"
"1844","0.5845","0.5845","0.5845"
"1845","0.6095","0.6095","0.6095"
"1846","0.6575","0.6575","0.6575"
"1847","0.592","0.592","0.592"
"1848","0.6365","0.6365","0.6365"
"1849","0.6225","0.6225","0.6225"
"1850","0.1715","0.1715","0.1715"
"1851","0.567","0.567","0.567"
"1852","0.61","0.61","0.61"
"1853","0.6615","0.6615","0.6615"
"1854","0.7065","0.7065","0.7065"
"1855","0.6565","0.6565","0.6565"
"1856","0.644","0.644","0.644"
"1857","0.667","0.667","0.667"
"1858","0.664","0.664","0.664"
"1859","0.6855","0.6855","0.6855"
"1860","0.181","0.181","0.181"
"1861","0.5055","0.5055","0.5055"
"1862","0.5025","0.5025","0.5025"
"1863","0.404","0.404","0.404"
"1864","0.5165","0.5165","0.5165"
"1865","0.5285","0.5285","0.5285"
"1866","0.5045","0.5045","0.5045"
"1867","0.5095","0.5095","0.5095"
"1868","0.524","0.524","0.524"
"1869","0.5015","0.5015","0.5015"
"1870","0.148","0.148","0.148"
"1871","0.4985","0.4985","0.4985"
"1872","0.596","0.596","0.596"
"1873","0.5605","0.5605","0.5605"
"1874","0.597","0.597","0.597"
"1875","0.613","0.613","0.613"
"1876","0.5635","0.5635","0.5635"
"1877","0.648","0.648","0.648"
"1878","0.6675","0.6675","0.6675"
"1879","0.6935","0.6935","0.6935"
"1880","0.1165","0.1165","0.1165"
"1881","0.5235","0.5235","0.5235"
"1882","0.569","0.569","0.569"
"1883","0.5725","0.5725","0.5725"
"1884","0.588","0.588","0.588"
"1885","0.591","0.591","0.591"
"1886","0.6085","0.6085","0.6085"
"1887","0.6165","0.6165","0.6165"
"1888","0.6015","0.6015","0.6015"
"1889","0.593","0.593","0.593"
"1890","0.1185","0.1185","0.1185"
"1891","0.5105","0.5105","0.5105"
"1892","0.544","0.544","0.544"
"1893","0.5525","0.5525","0.5525"
"1894","0.561","0.561","0.561"
"1895","0.581","0.581","0.581"
"1896","0.5555","0.5555","0.5555"
"1897","0.603","0.603","0.603"
"1898","0.546","0.546","0.546"
"1899","0.582","0.582","0.582"
"1900","0.2535","0.2535","0.2535"
"1901","0.4625","0.4625","0.4625"
"1902","0.549","0.549","0.549"
"1903","0.573","0.573","0.573"
"1904","0.576","0.576","0.576"
"1905","0.4415","0.4415","0.4415"
"1906","0.5675","0.5675","0.5675"
"1907","0.418","0.418","0.418"
"1908","0.5925","0.5925","0.5925"
"1909","0.5725","0.5725","0.5725"
"1910","0","0","0"
"1911","0.4655","0.4655","0.4655"
"1912","0.5195","0.5195","0.5195"
"1913","0.5395","0.5395","0.5395"
"1914","0.5875","0.5875","0.5875"
"1915","0.585","0.585","0.585"
"1916","0.619","0.619","0.619"
"1917","0.6795","0.6795","0.6795"
"1918","0.681","0.681","0.681"
"1919","0.6945","0.6945","0.6945"
"1920","0.0425","0.0425","0.0425"
"1921","0.5935","0.5935","0.5935"
"1922","0.6335","0.6335","0.6335"
"1923","0.654","0.654","0.654"
"1924","0.676","0.676","0.676"
"1925","0.6855","0.6855","0.6855"
"1926","0.6525","0.6525","0.6525"
"1927","0.6735","0.6735","0.6735"
"1928","0.672","0.672","0.672"
"1929","0.6885","0.6885","0.6885"
"1930","0.14","0.14","0.14"
"1931","0.528","0.528","0.528"
"1932","0.5445","0.5445","0.5445"
"1933","0.566","0.566","0.566"
"1934","0.599","0.599","0.599"
"1935","0.5865","0.5865","0.5865"
"1936","0.486","0.486","0.486"
"1937","0.562","0.562","0.562"
"1938","0.5385","0.5385","0.5385"
"1939","0.5445","0.5445","0.5445"
"1940","0.121","0.121","0.121"
"1941","0.588","0.588","0.588"
"1942","0.652","0.652","0.652"
"1943","0.538","0.538","0.538"
"1944","0.582","0.582","0.582"
"1945","0.6285","0.6285","0.6285"
"1946","0.534","0.534","0.534"
"1947","0.6745","0.6745","0.6745"
"1948","0.6575","0.6575","0.6575"
"1949","0.588","0.588","0.588"
"1950","0.0635","0.0635","0.0635"
"1951","0.54","0.54","0.54"
"1952","0.5775","0.5775","0.5775"
"1953","0.627","0.627","0.627"
"1954","0.6165","0.6165","0.6165"
"1955","0.585","0.585","0.585"
"1956","0.588","0.588","0.588"
"1957","0.6165","0.6165","0.6165"
"1958","0.6265","0.6265","0.6265"
"1959","0.5605","0.5605","0.5605"
"1960","0.22","0.22","0.22"
"1961","0.2955","0.2955","0.2955"
"1962","0.478","0.478","0.478"
"1963","0.4735","0.4735","0.4735"
"1964","0.4845","0.4845","0.4845"
"1965","0.477","0.477","0.477"
"1966","0.404","0.404","0.404"
"1967","0.4595","0.4595","0.4595"
"1968","0.5155","0.5155","0.5155"
"1969","0.481","0.481","0.481"
"1970","0.022","0.022","0.022"
"1971","0.5265","0.5265","0.5265"
"1972","0.5","0.5","0.5"
"1973","0.547","0.547","0.547"
"1974","0.5645","0.5645","0.5645"
"1975","0.5865","0.5865","0.5865"
"1976","0.6075","0.6075","0.6075"
"1977","0.6005","0.6005","0.6005"
"1978","0.635","0.635","0.635"
"1979","0.6295","0.6295","0.6295"
"1980","0.2415","0.2415","0.2415"
"1981","0.535","0.535","0.535"
"1982","0.5505","0.5505","0.5505"
"1983","0.547","0.547","0.547"
"1984","0.545","0.545","0.545"
"1985","0.568","0.568","0.568"
"1986","0.5825","0.5825","0.5825"
"1987","0.5755","0.5755","0.5755"
"1988","0.569","0.569","0.569"
"1989","0.574","0.574","0.574"
"1990","0.1015","0.1015","0.1015"
"1991","0.453","0.453","0.453"
"1992","0.5395","0.5395","0.5395"
"1993","0.4785","0.4785","0.4785"
"1994","0.4685","0.4685","0.4685"
"1995","0.4365","0.4365","0.4365"
"1996","0.4415","0.4415","0.4415"
"1997","0.5115","0.5115","0.5115"
"1998","0.4405","0.4405","0.4405"
"1999","0.509","0.509","0.509"
"2000","0.0605","0.0605","0.0605"
"2001","0.543","0.543","0.543"
"2002","0.5155","0.5155","0.5155"
"2003","0.5","0.5","0.5"
"2004","0.5875","0.5875","0.5875"
"2005","0.631","0.631","0.631"
"2006","0.5855","0.5855","0.5855"
"2007","0.575","0.575","0.575"
"2008","0.568","0.568","0.568"
"2009","0.6175","0.6175","0.6175"
"2010","0.0905","0.0905","0.0905"
"2011","0.4445","0.4445","0.4445"
"2012","0.5555","0.5555","0.5555"
"2013","0.5705","0.5705","0.5705"
"2014","0.5275","0.5275","0.5275"
"2015","0.5625","0.5625","0.5625"
"2016","0.5915","0.5915","0.5915"
"2017","0.551","0.551","0.551"
"2018","0.4495","0.4495","0.4495"
"2019","0.498","0.498","0.498"
"2020","0.1585","0.1585","0.1585"
"2021","0.484","0.484","0.484"
"2022","0.5215","0.5215","0.5215"
"2023","0.453","0.453","0.453"
"2024","0.525","0.525","0.525"
"2025","0.5005","0.5005","0.5005"
"2026","0.4565","0.4565","0.4565"
"2027","0.5575","0.5575","0.5575"
"2028","0.5205","0.5205","0.5205"
"2029","0.449","0.449","0.449"
"2030","0.111","0.111","0.111"
"2031","0.4835","0.4835","0.4835"
"2032","0.5865","0.5865","0.5865"
"2033","0.6025","0.6025","0.6025"
"2034","0.5705","0.5705","0.5705"
"2035","0.5095","0.5095","0.5095"
"2036","0.624","0.624","0.624"
"2037","0.5675","0.5675","0.5675"
"2038","0.371","0.371","0.371"
"2039","0.5925","0.5925","0.5925"
"2040","0.0095","0.0095","0.0095"
"2041","0.421","0.421","0.421"
"2042","0.5","0.5","0.5"
"2043","0.5145","0.5145","0.5145"
"2044","0.545","0.545","0.545"
"2045","0.513","0.513","0.513"
"2046","0.562","0.562","0.562"
"2047","0.543","0.543","0.543"
"2048","0.5305","0.5305","0.5305"
"2049","0.5","0.5","0.5"
"2050","0.15","0.15","0.15"
"2051","0.4745","0.4745","0.4745"
"2052","0.5045","0.5045","0.5045"
"2053","0.4535","0.4535","0.4535"
"2054","0.508","0.508","0.508"
"2055","0.4645","0.4645","0.4645"
"2056","0.33","0.33","0.33"
"2057","0.3655","0.3655","0.3655"
"2058","0.351","0.351","0.351"
"2059","0.4535","0.4535","0.4535"
"2060","0.05","0.05","0.05"
"2061","0.4","0.4","0.4"
"2062","0.374","0.374","0.374"
"2063","0.5","0.5","0.5"
"2064","0.342","0.342","0.342"
"2065","0.568","0.568","0.568"
"2066","0.502","0.502","0.502"
"2067","0.5135","0.5135","0.5135"
"2068","0.523","0.523","0.523"
"2069","0.308","0.308","0.308"
"2070","0.063","0.063","0.063"
"2071","0.5","0.5","0.5"
"2072","0.5415","0.5415","0.5415"
"2073","0.4925","0.4925","0.4925"
"2074","0.519","0.519","0.519"
"2075","0.381","0.381","0.381"
"2076","0.527","0.527","0.527"
"2077","0.457","0.457","0.457"
"2078","0.527","0.527","0.527"
"2079","0.45","0.45","0.45"
"2080","0.0235","0.0235","0.0235"
"2081","0.4875","0.4875","0.4875"
"2082","0.483","0.483","0.483"
"2083","0.505","0.505","0.505"
"2084","0.518","0.518","0.518"
"2085","0.5255","0.5255","0.5255"
"2086","0.5365","0.5365","0.5365"
"2087","0.525","0.525","0.525"
"2088","0.505","0.505","0.505"
"2089","0.526","0.526","0.526"
"2090","0.05","0.05","0.05"
"2091","0.4505","0.4505","0.4505"
"2092","0.551","0.551","0.551"
"2093","0.5495","0.5495","0.5495"
"2094","0.521","0.521","0.521"
"2095","0.5575","0.5575","0.5575"
"2096","0.562","0.562","0.562"
"2097","0.592","0.592","0.592"
"2098","0.58","0.58","0.58"
"2099","0.54","0.54","0.54"
"2100","0.1525","0.1525","0.1525"
"2101","0.453","0.453","0.453"
"2102","0.5","0.5","0.5"
"2103","0.487","0.487","0.487"
"2104","0.524","0.524","0.524"
"2105","0.4725","0.4725","0.4725"
"2106","0.512","0.512","0.512"
"2107","0.506","0.506","0.506"
"2108","0.5335","0.5335","0.5335"
"2109","0.531","0.531","0.531"
"2110","0.0625","0.0625","0.0625"
"2111","0.4215","0.4215","0.4215"
"2112","0.5125","0.5125","0.5125"
"2113","0.5","0.5","0.5"
"2114","0.5005","0.5005","0.5005"
"2115","0.5","0.5","0.5"
"2116","0.5125","0.5125","0.5125"
"2117","0.5245","0.5245","0.5245"
"2118","0.5195","0.5195","0.5195"
"2119","0.527","0.527","0.527"
"2120","0.15","0.15","0.15"
"2121","0.508","0.508","0.508"
"2122","0.501","0.501","0.501"
"2123","0.509","0.509","0.509"
"2124","0.4695","0.4695","0.4695"
"2125","0.4885","0.4885","0.4885"
"2126","0.2725","0.2725","0.2725"
"2127","0.51","0.51","0.51"
"2128","0.3415","0.3415","0.3415"
"2129","0.492","0.492","0.492"
"2130","0.0005","0.0005","0.0005"
"2131","0.4965","0.4965","0.4965"
"2132","0.51","0.51","0.51"
"2133","0.548","0.548","0.548"
"2134","0.5545","0.5545","0.5545"
"2135","0.556","0.556","0.556"
"2136","0.5895","0.5895","0.5895"
"2137","0.565","0.565","0.565"
"2138","0.5955","0.5955","0.5955"
"2139","0.513","0.513","0.513"
"2140","0.097","0.097","0.097"
"2141","0.4205","0.4205","0.4205"
"2142","0.5385","0.5385","0.5385"
"2143","0.489","0.489","0.489"
"2144","0.523","0.523","0.523"
"2145","0.5195","0.5195","0.5195"
"2146","0.524","0.524","0.524"
"2147","0.521","0.521","0.521"
"2148","0.5","0.5","0.5"
"2149","0.4705","0.4705","0.4705"
"2150","0.001","0.001","0.001"
"2151","0.363","0.363","0.363"
"2152","0.475","0.475","0.475"
"2153","0.5185","0.5185","0.5185"
"2154","0.5255","0.5255","0.5255"
"2155","0.5665","0.5665","0.5665"
"2156","0.57","0.57","0.57"
"2157","0.5385","0.5385","0.5385"
"2158","0.5375","0.5375","0.5375"
"2159","0.579","0.579","0.579"
"2160","0.053","0.053","0.053"
"2161","0.4495","0.4495","0.4495"
"2162","0.5035","0.5035","0.5035"
"2163","0.5015","0.5015","0.5015"
"2164","0.5045","0.5045","0.5045"
"2165","0.421","0.421","0.421"
"2166","0.5215","0.5215","0.5215"
"2167","0.5135","0.5135","0.5135"
"2168","0.451","0.451","0.451"
"2169","0.4685","0.4685","0.4685"
"2170","0.05","0.05","0.05"
"2171","0.5065","0.5065","0.5065"
"2172","0.521","0.521","0.521"
"2173","0.5","0.5","0.5"
"2174","0.5","0.5","0.5"
"2175","0.515","0.515","0.515"
"2176","0.5035","0.5035","0.5035"
"2177","0.5005","0.5005","0.5005"
"2178","0.4965","0.4965","0.4965"
"2179","0.5825","0.5825","0.5825"
"2180","0.15","0.15","0.15"
"2181","0.349","0.349","0.349"
"2182","0.5","0.5","0.5"
"2183","0.5","0.5","0.5"
"2184","0.538","0.538","0.538"
"2185","0.5075","0.5075","0.5075"
"2186","0.5065","0.5065","0.5065"
"2187","0.5395","0.5395","0.5395"
"2188","0.5535","0.5535","0.5535"
"2189","0.513","0.513","0.513"
"2190","0.0905","0.0905","0.0905"
"2191","0.4585","0.4585","0.4585"
"2192","0.5055","0.5055","0.5055"
"2193","0.5065","0.5065","0.5065"
"2194","0.5505","0.5505","0.5505"
"2195","0.5325","0.5325","0.5325"
"2196","0.573","0.573","0.573"
"2197","0.5625","0.5625","0.5625"
"2198","0.567","0.567","0.567"
"2199","0.575","0.575","0.575"
"2200","0.153","0.153","0.153"
"2201","0.4875","0.4875","0.4875"
"2202","0.5395","0.5395","0.5395"
"2203","0.533","0.533","0.533"
"2204","0.534","0.534","0.534"
"2205","0.46","0.46","0.46"
"2206","0.483","0.483","0.483"
"2207","0.547","0.547","0.547"
"2208","0.5485","0.5485","0.5485"
"2209","0.533","0.533","0.533"
"2210","0","0","0"
"2211","0.478","0.478","0.478"
"2212","0.5085","0.5085","0.5085"
"2213","0.5625","0.5625","0.5625"
"2214","0.59","0.59","0.59"
"2215","0.564","0.564","0.564"
"2216","0.6065","0.6065","0.6065"
"2217","0.605","0.605","0.605"
"2218","0.635","0.635","0.635"
"2219","0.6065","0.6065","0.6065"
"2220","0.1505","0.1505","0.1505"
"2221","0.5585","0.5585","0.5585"
"2222","0.566","0.566","0.566"
"2223","0.5475","0.5475","0.5475"
"2224","0.555","0.555","0.555"
"2225","0.6015","0.6015","0.6015"
"2226","0.5825","0.5825","0.5825"
"2227","0.552","0.552","0.552"
"2228","0.597","0.597","0.597"
"2229","0.563","0.563","0.563"
"2230","0.0595","0.0595","0.0595"
"2231","0.4135","0.4135","0.4135"
"2232","0.4585","0.4585","0.4585"
"2233","0.495","0.495","0.495"
"2234","0.5505","0.5505","0.5505"
"2235","0.408","0.408","0.408"
"2236","0.4145","0.4145","0.4145"
"2237","0.4405","0.4405","0.4405"
"2238","0.4645","0.4645","0.4645"
"2239","0.366","0.366","0.366"
"2240","0.1","0.1","0.1"
"2241","0.3985","0.3985","0.3985"
"2242","0.5","0.5","0.5"
"2243","0.471","0.471","0.471"
"2244","0.456","0.456","0.456"
"2245","0.477","0.477","0.477"
"2246","0.4555","0.4555","0.4555"
"2247","0.5385","0.5385","0.5385"
"2248","0.5035","0.5035","0.5035"
"2249","0.5365","0.5365","0.5365"
"2250","0.0525","0.0525","0.0525"
"2251","0.499","0.499","0.499"
"2252","0.5365","0.5365","0.5365"
"2253","0.539","0.539","0.539"
"2254","0.537","0.537","0.537"
"2255","0.4985","0.4985","0.4985"
"2256","0.536","0.536","0.536"
"2257","0.597","0.597","0.597"
"2258","0.6425","0.6425","0.6425"
"2259","0.6065","0.6065","0.6065"
"2260","0.144","0.144","0.144"
"2261","0.535","0.535","0.535"
"2262","0.532","0.532","0.532"
"2263","0.521","0.521","0.521"
"2264","0.5185","0.5185","0.5185"
"2265","0.5655","0.5655","0.5655"
"2266","0.5","0.5","0.5"
"2267","0.486","0.486","0.486"
"2268","0.5615","0.5615","0.5615"
"2269","0.547","0.547","0.547"
"2270","0.048","0.048","0.048"
"2271","0.4535","0.4535","0.4535"
"2272","0.542","0.542","0.542"
"2273","0.5355","0.5355","0.5355"
"2274","0.4825","0.4825","0.4825"
"2275","0.5615","0.5615","0.5615"
"2276","0.5365","0.5365","0.5365"
"2277","0.51","0.51","0.51"
"2278","0.492","0.492","0.492"
"2279","0.479","0.479","0.479"
"2280","0.0605","0.0605","0.0605"
"2281","0.5295","0.5295","0.5295"
"2282","0.5505","0.5505","0.5505"
"2283","0.5885","0.5885","0.5885"
"2284","0.581","0.581","0.581"
