"Step","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy__MIN","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy__MAX"
"3788","0.5465","0.5465","0.5465"
"3789","0.4455","0.4455","0.4455"
"3790","0.05","0.05","0.05"
"3791","0.5275","0.5275","0.5275"
"3792","0.566","0.566","0.566"
"3793","0.514","0.514","0.514"
"3794","0.574","0.574","0.574"
"3795","0.5715","0.5715","0.5715"
"3796","0.556","0.556","0.556"
"3797","0.4405","0.4405","0.4405"
"3798","0.589","0.589","0.589"
"3799","0.5165","0.5165","0.5165"
"3800","0.083","0.083","0.083"
"3801","0.5015","0.5015","0.5015"
"3802","0.5225","0.5225","0.5225"
"3803","0.501","0.501","0.501"
"3804","0.516","0.516","0.516"
"3805","0.5055","0.5055","0.5055"
"3806","0.5495","0.5495","0.5495"
"3807","0.523","0.523","0.523"
"3808","0.551","0.551","0.551"
"3809","0.5365","0.5365","0.5365"
"3810","0.0795","0.0795","0.0795"
"3811","0.496","0.496","0.496"
"3812","0.5635","0.5635","0.5635"
"3813","0.5325","0.5325","0.5325"
"3814","0.5065","0.5065","0.5065"
"3815","0.5805","0.5805","0.5805"
"3816","0.6325","0.6325","0.6325"
"3817","0.6095","0.6095","0.6095"
"3818","0.6685","0.6685","0.6685"
"3819","0.6485","0.6485","0.6485"
"3820","0.127","0.127","0.127"
"3821","0.4035","0.4035","0.4035"
"3822","0.449","0.449","0.449"
"3823","0.4175","0.4175","0.4175"
"3824","0.5175","0.5175","0.5175"
"3825","0.4035","0.4035","0.4035"
"3826","0.4645","0.4645","0.4645"
"3827","0.399","0.399","0.399"
"3828","0.3645","0.3645","0.3645"
"3829","0.411","0.411","0.411"
"3830","0.0465","0.0465","0.0465"
"3831","0.394","0.394","0.394"
"3832","0.505","0.505","0.505"
"3833","0.579","0.579","0.579"
"3834","0.564","0.564","0.564"
"3835","0.57","0.57","0.57"
"3836","0.5515","0.5515","0.5515"
"3837","0.4645","0.4645","0.4645"
"3838","0.5445","0.5445","0.5445"
"3839","0.525","0.525","0.525"
"3840","0.094","0.094","0.094"
"3841","0.4795","0.4795","0.4795"
"3842","0.436","0.436","0.436"
"3843","0.475","0.475","0.475"
"3844","0.4855","0.4855","0.4855"
"3845","0.468","0.468","0.468"
"3846","0.554","0.554","0.554"
"3847","0.5405","0.5405","0.5405"
"3848","0.5525","0.5525","0.5525"
"3849","0.5855","0.5855","0.5855"
"3850","0.1325","0.1325","0.1325"
"3851","0.535","0.535","0.535"
"3852","0.5315","0.5315","0.5315"
"3853","0.453","0.453","0.453"
"3854","0.5295","0.5295","0.5295"
"3855","0.5075","0.5075","0.5075"
"3856","0.519","0.519","0.519"
"3857","0.5205","0.5205","0.5205"
"3858","0.5265","0.5265","0.5265"
"3859","0.521","0.521","0.521"
"3860","0.2305","0.2305","0.2305"
"3861","0.481","0.481","0.481"
"3862","0.589","0.589","0.589"
"3863","0.615","0.615","0.615"
"3864","0.618","0.618","0.618"
"3865","0.598","0.598","0.598"
"3866","0.6225","0.6225","0.6225"
"3867","0.6525","0.6525","0.6525"
"3868","0.688","0.688","0.688"
"3869","0.674","0.674","0.674"
"3870","0.0285","0.0285","0.0285"
"3871","0.5185","0.5185","0.5185"
"3872","0.557","0.557","0.557"
"3873","0.6205","0.6205","0.6205"
"3874","0.6195","0.6195","0.6195"
"3875","0.638","0.638","0.638"
"3876","0.5705","0.5705","0.5705"
"3877","0.562","0.562","0.562"
"3878","0.5995","0.5995","0.5995"
"3879","0.55","0.55","0.55"
"3880","0.085","0.085","0.085"
"3881","0.4045","0.4045","0.4045"
"3882","0.611","0.611","0.611"
"3883","0.6265","0.6265","0.6265"
"3884","0.6075","0.6075","0.6075"
"3885","0.4195","0.4195","0.4195"
"3886","0.602","0.602","0.602"
"3887","0.46","0.46","0.46"
"3888","0.5805","0.5805","0.5805"
"3889","0.531","0.531","0.531"
"3890","0.098","0.098","0.098"
"3891","0.447","0.447","0.447"
"3892","0.4505","0.4505","0.4505"
"3893","0.4925","0.4925","0.4925"
"3894","0.4845","0.4845","0.4845"
"3895","0.464","0.464","0.464"
"3896","0.4235","0.4235","0.4235"
"3897","0.446","0.446","0.446"
"3898","0.407","0.407","0.407"
"3899","0.428","0.428","0.428"
"3900","0.0015","0.0015","0.0015"
"3901","0.313","0.313","0.313"
"3902","0.3935","0.3935","0.3935"
"3903","0.5025","0.5025","0.5025"
"3904","0.5015","0.5015","0.5015"
"3905","0.3505","0.3505","0.3505"
"3906","0.5","0.5","0.5"
"3907","0.5145","0.5145","0.5145"
"3908","0.3915","0.3915","0.3915"
"3909","0.501","0.501","0.501"
"3910","0.0735","0.0735","0.0735"
"3911","0.3455","0.3455","0.3455"
"3912","0.5","0.5","0.5"
"3913","0.5105","0.5105","0.5105"
"3914","0.4075","0.4075","0.4075"
"3915","0.473","0.473","0.473"
"3916","0.426","0.426","0.426"
"3917","0.4205","0.4205","0.4205"
"3918","0.443","0.443","0.443"
"3919","0.4865","0.4865","0.4865"
"3920","0.1515","0.1515","0.1515"
"3921","0.434","0.434","0.434"
"3922","0.5135","0.5135","0.5135"
"3923","0.5175","0.5175","0.5175"
"3924","0.524","0.524","0.524"
"3925","0.536","0.536","0.536"
"3926","0.563","0.563","0.563"
"3927","0.5305","0.5305","0.5305"
"3928","0.606","0.606","0.606"
"3929","0.608","0.608","0.608"
"3930","0.05","0.05","0.05"
"3931","0.545","0.545","0.545"
"3932","0.572","0.572","0.572"
"3933","0.5505","0.5505","0.5505"
"3934","0.5695","0.5695","0.5695"
"3935","0.512","0.512","0.512"
"3936","0.5915","0.5915","0.5915"
"3937","0.611","0.611","0.611"
"3938","0.605","0.605","0.605"
"3939","0.4215","0.4215","0.4215"
"3940","0.1505","0.1505","0.1505"
"3941","0.5305","0.5305","0.5305"
"3942","0.619","0.619","0.619"
"3943","0.5675","0.5675","0.5675"
"3944","0.6035","0.6035","0.6035"
"3945","0.668","0.668","0.668"
"3946","0.6555","0.6555","0.6555"
"3947","0.6605","0.6605","0.6605"
"3948","0.6705","0.6705","0.6705"
"3949","0.635","0.635","0.635"
"3950","0.066","0.066","0.066"
"3951","0.4945","0.4945","0.4945"
"3952","0.533","0.533","0.533"
"3953","0.575","0.575","0.575"
"3954","0.5215","0.5215","0.5215"
"3955","0.5275","0.5275","0.5275"
"3956","0.5265","0.5265","0.5265"
"3957","0.5555","0.5555","0.5555"
"3958","0.468","0.468","0.468"
"3959","0.5455","0.5455","0.5455"
"3960","0.033","0.033","0.033"
"3961","0.495","0.495","0.495"
"3962","0.5345","0.5345","0.5345"
"3963","0.4835","0.4835","0.4835"
"3964","0.609","0.609","0.609"
"3965","0.557","0.557","0.557"
"3966","0.4795","0.4795","0.4795"
"3967","0.571","0.571","0.571"
"3968","0.565","0.565","0.565"
"3969","0.5665","0.5665","0.5665"
"3970","0.014","0.014","0.014"
"3971","0.47","0.47","0.47"
"3972","0.5045","0.5045","0.5045"
"3973","0.538","0.538","0.538"
"3974","0.5275","0.5275","0.5275"
"3975","0.5445","0.5445","0.5445"
"3976","0.5525","0.5525","0.5525"
"3977","0.5295","0.5295","0.5295"
"3978","0.4705","0.4705","0.4705"
"3979","0.5","0.5","0.5"
"3980","0.146","0.146","0.146"
"3981","0.217","0.217","0.217"
"3982","0.45","0.45","0.45"
"3983","0.4285","0.4285","0.4285"
"3984","0.4985","0.4985","0.4985"
"3985","0.521","0.521","0.521"
"3986","0.5465","0.5465","0.5465"
"3987","0.501","0.501","0.501"
"3988","0.5","0.5","0.5"
"3989","0.514","0.514","0.514"
"3990","0.0545","0.0545","0.0545"
"3991","0.5315","0.5315","0.5315"
"3992","0.5795","0.5795","0.5795"
"3993","0.571","0.571","0.571"
"3994","0.5535","0.5535","0.5535"
"3995","0.5085","0.5085","0.5085"
"3996","0.5935","0.5935","0.5935"
"3997","0.5315","0.5315","0.5315"
"3998","0.4655","0.4655","0.4655"
"3999","0.5245","0.5245","0.5245"
"4000","0.05","0.05","0.05"
"4001","0.5","0.5","0.5"
"4002","0.5215","0.5215","0.5215"
"4003","0.5425","0.5425","0.5425"
"4004","0.544","0.544","0.544"
"4005","0.54","0.54","0.54"
"4006","0.6035","0.6035","0.6035"
"4007","0.594","0.594","0.594"
"4008","0.5795","0.5795","0.5795"
"4009","0.5905","0.5905","0.5905"
"4010","0.068","0.068","0.068"
"4011","0.463","0.463","0.463"
"4012","0.5605","0.5605","0.5605"
"4013","0.6045","0.6045","0.6045"
"4014","0.532","0.532","0.532"
"4015","0.5605","0.5605","0.5605"
"4016","0.5865","0.5865","0.5865"
"4017","0.6215","0.6215","0.6215"
"4018","0.6025","0.6025","0.6025"
"4019","0.6085","0.6085","0.6085"
"4020","0","0","0"
"4021","0.5015","0.5015","0.5015"
"4022","0.5325","0.5325","0.5325"
"4023","0.484","0.484","0.484"
"4024","0.5535","0.5535","0.5535"
"4025","0.574","0.574","0.574"
"4026","0.5385","0.5385","0.5385"
"4027","0.511","0.511","0.511"
"4028","0.546","0.546","0.546"
"4029","0.555","0.555","0.555"
"4030","0.1345","0.1345","0.1345"
"4031","0.451","0.451","0.451"
"4032","0.5095","0.5095","0.5095"
"4033","0.535","0.535","0.535"
"4034","0.5135","0.5135","0.5135"
"4035","0.5345","0.5345","0.5345"
"4036","0.4645","0.4645","0.4645"
"4037","0.574","0.574","0.574"
"4038","0.477","0.477","0.477"
"4039","0.575","0.575","0.575"
"4040","0.036","0.036","0.036"
"4041","0.516","0.516","0.516"
"4042","0.539","0.539","0.539"
"4043","0.565","0.565","0.565"
"4044","0.583","0.583","0.583"
"4045","0.552","0.552","0.552"
"4046","0.604","0.604","0.604"
"4047","0.5565","0.5565","0.5565"
"4048","0.5705","0.5705","0.5705"
"4049","0.569","0.569","0.569"
"4050","0.031","0.031","0.031"
"4051","0.475","0.475","0.475"
"4052","0.5075","0.5075","0.5075"
"4053","0.5315","0.5315","0.5315"
"4054","0.567","0.567","0.567"
"4055","0.5535","0.5535","0.5535"
"4056","0.5335","0.5335","0.5335"
"4057","0.4455","0.4455","0.4455"
"4058","0.45","0.45","0.45"
"4059","0.4765","0.4765","0.4765"
"4060","0.1805","0.1805","0.1805"
"4061","0.3085","0.3085","0.3085"
"4062","0.536","0.536","0.536"
"4063","0.5055","0.5055","0.5055"
"4064","0.3925","0.3925","0.3925"
"4065","0.5855","0.5855","0.5855"
"4066","0.578","0.578","0.578"
"4067","0.456","0.456","0.456"
"4068","0.603","0.603","0.603"
"4069","0.649","0.649","0.649"
"4070","0.197","0.197","0.197"
"4071","0.469","0.469","0.469"
"4072","0.4685","0.4685","0.4685"
"4073","0.4495","0.4495","0.4495"
"4074","0.5065","0.5065","0.5065"
"4075","0.515","0.515","0.515"
"4076","0.552","0.552","0.552"
"4077","0.4235","0.4235","0.4235"
"4078","0.5375","0.5375","0.5375"
"4079","0.454","0.454","0.454"
"4080","0.0615","0.0615","0.0615"
"4081","0.48","0.48","0.48"
"4082","0.5085","0.5085","0.5085"
"4083","0.527","0.527","0.527"
"4084","0.5345","0.5345","0.5345"
"4085","0.552","0.552","0.552"
"4086","0.5315","0.5315","0.5315"
"4087","0.581","0.581","0.581"
"4088","0.5335","0.5335","0.5335"
"4089","0.5885","0.5885","0.5885"
"4090","0.173","0.173","0.173"
"4091","0.313","0.313","0.313"
"4092","0.5155","0.5155","0.5155"
"4093","0.3315","0.3315","0.3315"
"4094","0.351","0.351","0.351"
"4095","0.3485","0.3485","0.3485"
"4096","0.3565","0.3565","0.3565"
"4097","0.3125","0.3125","0.3125"
"4098","0.2965","0.2965","0.2965"
"4099","0.3075","0.3075","0.3075"
"4100","0.078","0.078","0.078"
"4101","0.3005","0.3005","0.3005"
"4102","0.4595","0.4595","0.4595"
"4103","0.4465","0.4465","0.4465"
"4104","0.423","0.423","0.423"
"4105","0.4585","0.4585","0.4585"
"4106","0.453","0.453","0.453"
"4107","0.457","0.457","0.457"
"4108","0.4755","0.4755","0.4755"
"4109","0.525","0.525","0.525"
"4110","0.15","0.15","0.15"
"4111","0.5145","0.5145","0.5145"
"4112","0.573","0.573","0.573"
"4113","0.5725","0.5725","0.5725"
"4114","0.55","0.55","0.55"
"4115","0.5945","0.5945","0.5945"
"4116","0.5745","0.5745","0.5745"
"4117","0.579","0.579","0.579"
"4118","0.5915","0.5915","0.5915"
"4119","0.5495","0.5495","0.5495"
"4120","0.113","0.113","0.113"
"4121","0.3975","0.3975","0.3975"
"4122","0.5205","0.5205","0.5205"
"4123","0.5435","0.5435","0.5435"
"4124","0.577","0.577","0.577"
"4125","0.4165","0.4165","0.4165"
"4126","0.5695","0.5695","0.5695"
"4127","0.473","0.473","0.473"
"4128","0.5205","0.5205","0.5205"
"4129","0.5355","0.5355","0.5355"
"4130","0.0805","0.0805","0.0805"
"4131","0.4475","0.4475","0.4475"
"4132","0.457","0.457","0.457"
"4133","0.582","0.582","0.582"
"4134","0.495","0.495","0.495"
"4135","0.634","0.634","0.634"
"4136","0.647","0.647","0.647"
"4137","0.5375","0.5375","0.5375"
"4138","0.6665","0.6665","0.6665"
"4139","0.546","0.546","0.546"
"4140","0.034","0.034","0.034"
"4141","0.491","0.491","0.491"
"4142","0.552","0.552","0.552"
"4143","0.5355","0.5355","0.5355"
"4144","0.501","0.501","0.501"
"4145","0.563","0.563","0.563"
"4146","0.5375","0.5375","0.5375"
"4147","0.541","0.541","0.541"
"4148","0.5375","0.5375","0.5375"
"4149","0.576","0.576","0.576"
"4150","0.0965","0.0965","0.0965"
"4151","0.479","0.479","0.479"
"4152","0.5485","0.5485","0.5485"
"4153","0.547","0.547","0.547"
"4154","0.561","0.561","0.561"
"4155","0.549","0.549","0.549"
"4156","0.5405","0.5405","0.5405"
"4157","0.5915","0.5915","0.5915"
"4158","0.532","0.532","0.532"
"4159","0.553","0.553","0.553"
"4160","0","0","0"
"4161","0.507","0.507","0.507"
"4162","0.5135","0.5135","0.5135"
"4163","0.548","0.548","0.548"
"4164","0.591","0.591","0.591"
"4165","0.527","0.527","0.527"
"4166","0.545","0.545","0.545"
"4167","0.505","0.505","0.505"
"4168","0.5295","0.5295","0.5295"
"4169","0.2735","0.2735","0.2735"
"4170","0.1","0.1","0.1"
"4171","0.259","0.259","0.259"
"4172","0.45","0.45","0.45"
"4173","0.3","0.3","0.3"
"4174","0.4475","0.4475","0.4475"
"4175","0.498","0.498","0.498"
"4176","0.2","0.2","0.2"
"4177","0.4","0.4","0.4"
"4178","0.403","0.403","0.403"
"4179","0.2625","0.2625","0.2625"
"4180","0.04","0.04","0.04"
"4181","0.2","0.2","0.2"
"4182","0.3435","0.3435","0.3435"
"4183","0.356","0.356","0.356"
"4184","0.5455","0.5455","0.5455"
"4185","0.5705","0.5705","0.5705"
"4186","0.479","0.479","0.479"
"4187","0.495","0.495","0.495"
"4188","0.403","0.403","0.403"
"4189","0.4575","0.4575","0.4575"
"4190","0","0","0"
"4191","0.421","0.421","0.421"
"4192","0.506","0.506","0.506"
"4193","0.5285","0.5285","0.5285"
"4194","0.557","0.557","0.557"
"4195","0.5485","0.5485","0.5485"
"4196","0.5605","0.5605","0.5605"
"4197","0.54","0.54","0.54"
"4198","0.5255","0.5255","0.5255"
"4199","0.551","0.551","0.551"
"4200","0","0","0"
"4201","0.401","0.401","0.401"
"4202","0.505","0.505","0.505"
"4203","0.5165","0.5165","0.5165"
"4204","0.5365","0.5365","0.5365"
"4205","0.544","0.544","0.544"
"4206","0.5275","0.5275","0.5275"
"4207","0.499","0.499","0.499"
"4208","0.479","0.479","0.479"
"4209","0.499","0.499","0.499"
"4210","0.05","0.05","0.05"
"4211","0.478","0.478","0.478"
"4212","0.451","0.451","0.451"
"4213","0.5305","0.5305","0.5305"
"4214","0.5795","0.5795","0.5795"
"4215","0.563","0.563","0.563"
"4216","0.532","0.532","0.532"
"4217","0.567","0.567","0.567"
"4218","0.493","0.493","0.493"
"4219","0.5155","0.5155","0.5155"
"4220","0","0","0"
"4221","0.3435","0.3435","0.3435"
"4222","0.519","0.519","0.519"
"4223","0.4685","0.4685","0.4685"
"4224","0.543","0.543","0.543"
"4225","0.5855","0.5855","0.5855"
"4226","0.5455","0.5455","0.5455"
"4227","0.4475","0.4475","0.4475"
"4228","0.5075","0.5075","0.5075"
"4229","0.5195","0.5195","0.5195"
"4230","0.096","0.096","0.096"
"4231","0.45","0.45","0.45"
"4232","0.443","0.443","0.443"
"4233","0.5205","0.5205","0.5205"
"4234","0.443","0.443","0.443"
"4235","0.524","0.524","0.524"
"4236","0.5355","0.5355","0.5355"
"4237","0.429","0.429","0.429"
"4238","0.5","0.5","0.5"
"4239","0.5055","0.5055","0.5055"
"4240","0.152","0.152","0.152"
"4241","0.2595","0.2595","0.2595"
"4242","0.5465","0.5465","0.5465"
"4243","0.5465","0.5465","0.5465"
"4244","0.5955","0.5955","0.5955"
"4245","0.544","0.544","0.544"
"4246","0.581","0.581","0.581"
"4247","0.5615","0.5615","0.5615"
"4248","0.572","0.572","0.572"
"4249","0.6165","0.6165","0.6165"
"4250","0.0105","0.0105","0.0105"
"4251","0.5395","0.5395","0.5395"
"4252","0.577","0.577","0.577"
"4253","0.561","0.561","0.561"
"4254","0.542","0.542","0.542"
"4255","0.571","0.571","0.571"
"4256","0.5615","0.5615","0.5615"
"4257","0.6225","0.6225","0.6225"
"4258","0.587","0.587","0.587"
"4259","0.6135","0.6135","0.6135"
"4260","0","0","0"
"4261","0.4475","0.4475","0.4475"
"4262","0.489","0.489","0.489"
"4263","0.5485","0.5485","0.5485"
"4264","0.5445","0.5445","0.5445"
"4265","0.521","0.521","0.521"
"4266","0.519","0.519","0.519"
"4267","0.5075","0.5075","0.5075"
"4268","0.532","0.532","0.532"
"4269","0.43","0.43","0.43"
"4270","0.0715","0.0715","0.0715"
"4271","0.4395","0.4395","0.4395"
"4272","0.496","0.496","0.496"
"4273","0.5325","0.5325","0.5325"
"4274","0.558","0.558","0.558"
"4275","0.5425","0.5425","0.5425"
"4276","0.577","0.577","0.577"
"4277","0.5675","0.5675","0.5675"
"4278","0.6185","0.6185","0.6185"
"4279","0.607","0.607","0.607"
"4280","0.1","0.1","0.1"
"4281","0.4605","0.4605","0.4605"
"4282","0.519","0.519","0.519"
"4283","0.475","0.475","0.475"
"4284","0.5315","0.5315","0.5315"
"4285","0.5655","0.5655","0.5655"
"4286","0.5905","0.5905","0.5905"
"4287","0.5705","0.5705","0.5705"
"4288","0.6515","0.6515","0.6515"
"4289","0.5915","0.5915","0.5915"
"4290","0","0","0"
"4291","0.4505","0.4505","0.4505"
"4292","0.434","0.434","0.434"
"4293","0.578","0.578","0.578"
"4294","0.562","0.562","0.562"
"4295","0.47","0.47","0.47"
"4296","0.577","0.577","0.577"
"4297","0.456","0.456","0.456"
"4298","0.5","0.5","0.5"
"4299","0.5105","0.5105","0.5105"
"4300","0.05","0.05","0.05"
"4301","0.5","0.5","0.5"
"4302","0.476","0.476","0.476"
"4303","0.5395","0.5395","0.5395"
"4304","0.4585","0.4585","0.4585"
"4305","0.5555","0.5555","0.5555"
"4306","0.592","0.592","0.592"
"4307","0.52","0.52","0.52"
"4308","0.53","0.53","0.53"
"4309","0.4445","0.4445","0.4445"
"4310","0.046","0.046","0.046"
"4311","0.396","0.396","0.396"
"4312","0.5185","0.5185","0.5185"
"4313","0.573","0.573","0.573"
"4314","0.4805","0.4805","0.4805"
"4315","0.597","0.597","0.597"
"4316","0.484","0.484","0.484"
"4317","0.5865","0.5865","0.5865"
"4318","0.558","0.558","0.558"
"4319","0.576","0.576","0.576"
"4320","0.193","0.193","0.193"
"4321","0.3","0.3","0.3"
"4322","0.5195","0.5195","0.5195"
"4323","0.554","0.554","0.554"
"4324","0.578","0.578","0.578"
"4325","0.6055","0.6055","0.6055"
"4326","0.543","0.543","0.543"
"4327","0.548","0.548","0.548"
"4328","0.573","0.573","0.573"
"4329","0.4775","0.4775","0.4775"
"4330","0.047","0.047","0.047"
"4331","0.4135","0.4135","0.4135"
"4332","0.538","0.538","0.538"
"4333","0.563","0.563","0.563"
"4334","0.5845","0.5845","0.5845"
"4335","0.631","0.631","0.631"
"4336","0.5275","0.5275","0.5275"
"4337","0.6375","0.6375","0.6375"
"4338","0.4705","0.4705","0.4705"
"4339","0.627","0.627","0.627"
"4340","0.0095","0.0095","0.0095"
"4341","0.53","0.53","0.53"
"4342","0.595","0.595","0.595"
"4343","0.574","0.574","0.574"
"4344","0.5885","0.5885","0.5885"
"4345","0.566","0.566","0.566"
"4346","0.5605","0.5605","0.5605"
"4347","0.5755","0.5755","0.5755"
"4348","0.5945","0.5945","0.5945"
"4349","0.5445","0.5445","0.5445"
"4350","0.115","0.115","0.115"
"4351","0.5185","0.5185","0.5185"
"4352","0.5405","0.5405","0.5405"
"4353","0.499","0.499","0.499"
"4354","0.551","0.551","0.551"
"4355","0.4905","0.4905","0.4905"
"4356","0.5075","0.5075","0.5075"
"4357","0.5265","0.5265","0.5265"
"4358","0.6205","0.6205","0.6205"
"4359","0.5885","0.5885","0.5885"
"4360","0.0755","0.0755","0.0755"
"4361","0.4505","0.4505","0.4505"
"4362","0.366","0.366","0.366"
"4363","0.4865","0.4865","0.4865"
"4364","0.5405","0.5405","0.5405"
"4365","0.4955","0.4955","0.4955"
"4366","0.544","0.544","0.544"
"4367","0.494","0.494","0.494"
"4368","0.53","0.53","0.53"
"4369","0.4395","0.4395","0.4395"
"4370","0.1975","0.1975","0.1975"
"4371","0.433","0.433","0.433"
"4372","0.4625","0.4625","0.4625"
"4373","0.497","0.497","0.497"
"4374","0.496","0.496","0.496"
"4375","0.5015","0.5015","0.5015"
"4376","0.323","0.323","0.323"
"4377","0.4335","0.4335","0.4335"
"4378","0.327","0.327","0.327"
"4379","0.2015","0.2015","0.2015"
"4380","0.015","0.015","0.015"
"4381","0.3755","0.3755","0.3755"
"4382","0.4895","0.4895","0.4895"
"4383","0.5415","0.5415","0.5415"
"4384","0.5835","0.5835","0.5835"
"4385","0.493","0.493","0.493"
"4386","0.493","0.493","0.493"
"4387","0.4715","0.4715","0.4715"
"4388","0.5045","0.5045","0.5045"
"4389","0.561","0.561","0.561"
"4390","0.101","0.101","0.101"
"4391","0.4235","0.4235","0.4235"
"4392","0.46","0.46","0.46"
"4393","0.502","0.502","0.502"
"4394","0.4855","0.4855","0.4855"
"4395","0.404","0.404","0.404"
"4396","0.4465","0.4465","0.4465"
"4397","0.4095","0.4095","0.4095"
"4398","0.5075","0.5075","0.5075"
"4399","0.453","0.453","0.453"
"4400","0.05","0.05","0.05"
"4401","0.404","0.404","0.404"
"4402","0.545","0.545","0.545"
"4403","0.574","0.574","0.574"
"4404","0.5875","0.5875","0.5875"
"4405","0.5655","0.5655","0.5655"
"4406","0.6035","0.6035","0.6035"
"4407","0.565","0.565","0.565"
"4408","0.5675","0.5675","0.5675"
"4409","0.493","0.493","0.493"
"4410","0.051","0.051","0.051"
"4411","0.503","0.503","0.503"
"4412","0.6055","0.6055","0.6055"
"4413","0.5645","0.5645","0.5645"
"4414","0.5795","0.5795","0.5795"
"4415","0.651","0.651","0.651"
"4416","0.6445","0.6445","0.6445"
"4417","0.606","0.606","0.606"
"4418","0.6335","0.6335","0.6335"
"4419","0.64","0.64","0.64"
"4420","0","0","0"
"4421","0.4025","0.4025","0.4025"
"4422","0.545","0.545","0.545"
"4423","0.563","0.563","0.563"
"4424","0.5635","0.5635","0.5635"
"4425","0.577","0.577","0.577"
"4426","0.4655","0.4655","0.4655"
"4427","0.526","0.526","0.526"
"4428","0.403","0.403","0.403"
"4429","0.541","0.541","0.541"
"4430","0.075","0.075","0.075"
"4431","0.358","0.358","0.358"
"4432","0.516","0.516","0.516"
"4433","0.503","0.503","0.503"
"4434","0.5185","0.5185","0.5185"
"4435","0.566","0.566","0.566"
"4436","0.51","0.51","0.51"
"4437","0.542","0.542","0.542"
"4438","0.5095","0.5095","0.5095"
"4439","0.5215","0.5215","0.5215"
"4440","0.059","0.059","0.059"
"4441","0.509","0.509","0.509"
"4442","0.5","0.5","0.5"
"4443","0.5","0.5","0.5"
"4444","0.5165","0.5165","0.5165"
"4445","0.5095","0.5095","0.5095"
"4446","0.527","0.527","0.527"
"4447","0.508","0.508","0.508"
"4448","0.5445","0.5445","0.5445"
"4449","0.5145","0.5145","0.5145"
"4450","0.038","0.038","0.038"
"4451","0.5","0.5","0.5"
"4452","0.5","0.5","0.5"
"4453","0.511","0.511","0.511"
"4454","0.5","0.5","0.5"
"4455","0.5225","0.5225","0.5225"
"4456","0.5645","0.5645","0.5645"
"4457","0.5245","0.5245","0.5245"
"4458","0.511","0.511","0.511"
"4459","0.5665","0.5665","0.5665"
"4460","0.013","0.013","0.013"
"4461","0.4","0.4","0.4"
"4462","0.464","0.464","0.464"
"4463","0.545","0.545","0.545"
"4464","0.5565","0.5565","0.5565"
"4465","0.485","0.485","0.485"
"4466","0.513","0.513","0.513"
"4467","0.5235","0.5235","0.5235"
"4468","0.428","0.428","0.428"
"4469","0.459","0.459","0.459"
"4470","0.0675","0.0675","0.0675"
"4471","0.458","0.458","0.458"
"4472","0.5365","0.5365","0.5365"
"4473","0.5315","0.5315","0.5315"
"4474","0.541","0.541","0.541"
"4475","0.5045","0.5045","0.5045"
"4476","0.536","0.536","0.536"
"4477","0.5215","0.5215","0.5215"
"4478","0.602","0.602","0.602"
"4479","0.544","0.544","0.544"
"4480","0","0","0"
"4481","0.4","0.4","0.4"
"4482","0.49","0.49","0.49"
"4483","0.5005","0.5005","0.5005"
"4484","0.5","0.5","0.5"
"4485","0.5065","0.5065","0.5065"
"4486","0.5295","0.5295","0.5295"
"4487","0.5005","0.5005","0.5005"
"4488","0.4815","0.4815","0.4815"
"4489","0.512","0.512","0.512"
"4490","0.087","0.087","0.087"
"4491","0.443","0.443","0.443"
"4492","0.5075","0.5075","0.5075"
"4493","0.4525","0.4525","0.4525"
"4494","0.512","0.512","0.512"
"4495","0.5","0.5","0.5"
"4496","0.5705","0.5705","0.5705"
"4497","0.532","0.532","0.532"
"4498","0.5235","0.5235","0.5235"
"4499","0.5","0.5","0.5"
"4500","0.1815","0.1815","0.1815"
"4501","0.3825","0.3825","0.3825"
"4502","0.501","0.501","0.501"
"4503","0.504","0.504","0.504"
"4504","0.5","0.5","0.5"
"4505","0.496","0.496","0.496"
"4506","0.557","0.557","0.557"
"4507","0.5185","0.5185","0.5185"
"4508","0.5055","0.5055","0.5055"
"4509","0.4895","0.4895","0.4895"
"4510","0.1","0.1","0.1"
"4511","0.4","0.4","0.4"
"4512","0.5","0.5","0.5"
"4513","0.502","0.502","0.502"
"4514","0.5685","0.5685","0.5685"
"4515","0.6015","0.6015","0.6015"
"4516","0.508","0.508","0.508"
"4517","0.5185","0.5185","0.5185"
"4518","0.497","0.497","0.497"
"4519","0.509","0.509","0.509"
"4520","0.023","0.023","0.023"
"4521","0.516","0.516","0.516"
"4522","0.5005","0.5005","0.5005"
"4523","0.5625","0.5625","0.5625"
"4524","0.5495","0.5495","0.5495"
"4525","0.5295","0.5295","0.5295"
"4526","0.5365","0.5365","0.5365"
"4527","0.5325","0.5325","0.5325"
"4528","0.5295","0.5295","0.5295"
"4529","0.5265","0.5265","0.5265"
"4530","0.05","0.05","0.05"
"4531","0.4675","0.4675","0.4675"
"4532","0.523","0.523","0.523"
"4533","0.4965","0.4965","0.4965"
"4534","0.5515","0.5515","0.5515"
"4535","0.5395","0.5395","0.5395"
"4536","0.5425","0.5425","0.5425"
"4537","0.541","0.541","0.541"
"4538","0.555","0.555","0.555"
