"Step","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"23310","0.426","0.426","0.426"
"23311","0.425","0.425","0.425"
"23312","0.4265","0.4265","0.4265"
"23313","0.4305","0.4305","0.4305"
"23314","0.4345","0.4345","0.4345"
"23315","0.436","0.436","0.436"
"23316","0.436","0.436","0.436"
"23317","0.441","0.441","0.441"
"23318","0.446","0.446","0.446"
"23319","0.45","0.45","0.45"
"23320","0.4455","0.4455","0.4455"
"23321","0.4465","0.4465","0.4465"
"23322","0.4425","0.4425","0.4425"
"23323","0.4465","0.4465","0.4465"
"23324","0.449","0.449","0.449"
"23325","0.0255","0.0255","0.0255"
"23326","0.0815","0.0815","0.0815"
"23327","0.207","0.207","0.207"
"23328","0.313","0.313","0.313"
"23329","0.385","0.385","0.385"
"23330","0.432","0.432","0.432"
"23331","0.452","0.452","0.452"
"23332","0.4675","0.4675","0.4675"
"23333","0.4785","0.4785","0.4785"
"23334","0.484","0.484","0.484"
"23335","0.482","0.482","0.482"
"23336","0.4895","0.4895","0.4895"
"23337","0.487","0.487","0.487"
"23338","0.4875","0.4875","0.4875"
"23339","0.4915","0.4915","0.4915"
"23340","0.4905","0.4905","0.4905"
"23341","0.496","0.496","0.496"
"23342","0.4915","0.4915","0.4915"
"23343","0.4975","0.4975","0.4975"
"23344","0.496","0.496","0.496"
"23345","0.5005","0.5005","0.5005"
"23346","0.5035","0.5035","0.5035"
"23347","0.499","0.499","0.499"
"23348","0.4995","0.4995","0.4995"
"23349","0.4995","0.4995","0.4995"
"23350","0.0225","0.0225","0.0225"
"23351","0.1145","0.1145","0.1145"
"23352","0.229","0.229","0.229"
"23353","0.3265","0.3265","0.3265"
"23354","0.3885","0.3885","0.3885"
"23355","0.436","0.436","0.436"
"23356","0.453","0.453","0.453"
"23357","0.4635","0.4635","0.4635"
"23358","0.472","0.472","0.472"
"23359","0.4785","0.4785","0.4785"
"23360","0.4845","0.4845","0.4845"
"23361","0.488","0.488","0.488"
"23362","0.491","0.491","0.491"
"23363","0.492","0.492","0.492"
"23364","0.495","0.495","0.495"
"23365","0.499","0.499","0.499"
"23366","0.504","0.504","0.504"
"23367","0.506","0.506","0.506"
"23368","0.512","0.512","0.512"
"23369","0.514","0.514","0.514"
"23370","0.5135","0.5135","0.5135"
"23371","0.514","0.514","0.514"
"23372","0.5165","0.5165","0.5165"
"23373","0.5125","0.5125","0.5125"
"23374","0.5165","0.5165","0.5165"
"23375","0.0035","0.0035","0.0035"
"23376","0.077","0.077","0.077"
"23377","0.161","0.161","0.161"
"23378","0.2575","0.2575","0.2575"
"23379","0.324","0.324","0.324"
"23380","0.37","0.37","0.37"
"23381","0.3945","0.3945","0.3945"
"23382","0.4115","0.4115","0.4115"
"23383","0.419","0.419","0.419"
"23384","0.4255","0.4255","0.4255"
"23385","0.4295","0.4295","0.4295"
"23386","0.437","0.437","0.437"
"23387","0.4405","0.4405","0.4405"
"23388","0.448","0.448","0.448"
"23389","0.4515","0.4515","0.4515"
"23390","0.4535","0.4535","0.4535"
"23391","0.45","0.45","0.45"
"23392","0.4515","0.4515","0.4515"
"23393","0.4525","0.4525","0.4525"
"23394","0.456","0.456","0.456"
"23395","0.4545","0.4545","0.4545"
"23396","0.4565","0.4565","0.4565"
"23397","0.4575","0.4575","0.4575"
"23398","0.461","0.461","0.461"
"23399","0.4615","0.4615","0.4615"
"23400","0.032","0.032","0.032"
"23401","0.0885","0.0885","0.0885"
"23402","0.1795","0.1795","0.1795"
"23403","0.255","0.255","0.255"
"23404","0.301","0.301","0.301"
"23405","0.3335","0.3335","0.3335"
"23406","0.355","0.355","0.355"
"23407","0.362","0.362","0.362"
"23408","0.368","0.368","0.368"
"23409","0.37","0.37","0.37"
"23410","0.376","0.376","0.376"
"23411","0.3805","0.3805","0.3805"
"23412","0.379","0.379","0.379"
"23413","0.382","0.382","0.382"
"23414","0.3855","0.3855","0.3855"
"23415","0.3835","0.3835","0.3835"
"23416","0.383","0.383","0.383"
"23417","0.383","0.383","0.383"
"23418","0.3835","0.3835","0.3835"
"23419","0.3865","0.3865","0.3865"
"23420","0.3875","0.3875","0.3875"
"23421","0.3875","0.3875","0.3875"
"23422","0.3895","0.3895","0.3895"
"23423","0.3865","0.3865","0.3865"
"23424","0.39","0.39","0.39"
"23425","0.0275","0.0275","0.0275"
"23426","0.0575","0.0575","0.0575"
"23427","0.13","0.13","0.13"
"23428","0.2175","0.2175","0.2175"
"23429","0.2785","0.2785","0.2785"
"23430","0.315","0.315","0.315"
"23431","0.339","0.339","0.339"
"23432","0.361","0.361","0.361"
"23433","0.3735","0.3735","0.3735"
"23434","0.3865","0.3865","0.3865"
"23435","0.397","0.397","0.397"
"23436","0.397","0.397","0.397"
"23437","0.4","0.4","0.4"
"23438","0.4055","0.4055","0.4055"
"23439","0.404","0.404","0.404"
"23440","0.408","0.408","0.408"
"23441","0.413","0.413","0.413"
"23442","0.41","0.41","0.41"
"23443","0.4155","0.4155","0.4155"
"23444","0.417","0.417","0.417"
"23445","0.4195","0.4195","0.4195"
"23446","0.417","0.417","0.417"
"23447","0.417","0.417","0.417"
"23448","0.4175","0.4175","0.4175"
"23449","0.416","0.416","0.416"
"23450","0.0325","0.0325","0.0325"
"23451","0.155","0.155","0.155"
"23452","0.2485","0.2485","0.2485"
"23453","0.3225","0.3225","0.3225"
"23454","0.3765","0.3765","0.3765"
"23455","0.403","0.403","0.403"
"23456","0.4315","0.4315","0.4315"
"23457","0.447","0.447","0.447"
"23458","0.4595","0.4595","0.4595"
"23459","0.468","0.468","0.468"
"23460","0.4805","0.4805","0.4805"
"23461","0.4845","0.4845","0.4845"
"23462","0.4905","0.4905","0.4905"
"23463","0.4945","0.4945","0.4945"
"23464","0.4965","0.4965","0.4965"
"23465","0.4995","0.4995","0.4995"
"23466","0.507","0.507","0.507"
"23467","0.51","0.51","0.51"
"23468","0.5105","0.5105","0.5105"
"23469","0.5085","0.5085","0.5085"
"23470","0.514","0.514","0.514"
"23471","0.513","0.513","0.513"
"23472","0.5115","0.5115","0.5115"
"23473","0.5135","0.5135","0.5135"
"23474","0.515","0.515","0.515"
"23475","0.0005","0.0005","0.0005"
"23476","0.0675","0.0675","0.0675"
"23477","0.1825","0.1825","0.1825"
"23478","0.3015","0.3015","0.3015"
"23479","0.3715","0.3715","0.3715"
"23480","0.414","0.414","0.414"
"23481","0.4375","0.4375","0.4375"
"23482","0.4485","0.4485","0.4485"
"23483","0.4655","0.4655","0.4655"
"23484","0.468","0.468","0.468"
"23485","0.471","0.471","0.471"
"23486","0.4725","0.4725","0.4725"
"23487","0.4775","0.4775","0.4775"
"23488","0.4795","0.4795","0.4795"
"23489","0.4855","0.4855","0.4855"
"23490","0.4815","0.4815","0.4815"
"23491","0.479","0.479","0.479"
"23492","0.4845","0.4845","0.4845"
"23493","0.488","0.488","0.488"
"23494","0.4835","0.4835","0.4835"
"23495","0.4915","0.4915","0.4915"
"23496","0.491","0.491","0.491"
"23497","0.493","0.493","0.493"
"23498","0.495","0.495","0.495"
"23499","0.495","0.495","0.495"
"23500","0.0445","0.0445","0.0445"
"23501","0.0965","0.0965","0.0965"
"23502","0.1685","0.1685","0.1685"
"23503","0.241","0.241","0.241"
"23504","0.2915","0.2915","0.2915"
"23505","0.324","0.324","0.324"
"23506","0.351","0.351","0.351"
"23507","0.37","0.37","0.37"
"23508","0.3745","0.3745","0.3745"
"23509","0.382","0.382","0.382"
"23510","0.3915","0.3915","0.3915"
"23511","0.3935","0.3935","0.3935"
"23512","0.3965","0.3965","0.3965"
"23513","0.398","0.398","0.398"
"23514","0.403","0.403","0.403"
"23515","0.4065","0.4065","0.4065"
"23516","0.407","0.407","0.407"
"23517","0.4075","0.4075","0.4075"
"23518","0.412","0.412","0.412"
"23519","0.4125","0.4125","0.4125"
"23520","0.416","0.416","0.416"
"23521","0.4175","0.4175","0.4175"
"23522","0.4125","0.4125","0.4125"
"23523","0.4175","0.4175","0.4175"
"23524","0.4225","0.4225","0.4225"
"23525","0.0035","0.0035","0.0035"
"23526","0.0585","0.0585","0.0585"
"23527","0.158","0.158","0.158"
"23528","0.2635","0.2635","0.2635"
"23529","0.341","0.341","0.341"
"23530","0.3925","0.3925","0.3925"
"23531","0.4165","0.4165","0.4165"
"23532","0.437","0.437","0.437"
"23533","0.4465","0.4465","0.4465"
"23534","0.4525","0.4525","0.4525"
"23535","0.4605","0.4605","0.4605"
"23536","0.464","0.464","0.464"
"23537","0.4695","0.4695","0.4695"
"23538","0.4725","0.4725","0.4725"
"23539","0.4695","0.4695","0.4695"
"23540","0.4705","0.4705","0.4705"
"23541","0.475","0.475","0.475"
"23542","0.4775","0.4775","0.4775"
"23543","0.4755","0.4755","0.4755"
"23544","0.4785","0.4785","0.4785"
"23545","0.4825","0.4825","0.4825"
"23546","0.4825","0.4825","0.4825"
"23547","0.4815","0.4815","0.4815"
"23548","0.488","0.488","0.488"
"23549","0.487","0.487","0.487"
"23550","0.0005","0.0005","0.0005"
"23551","0.0565","0.0565","0.0565"
"23552","0.1625","0.1625","0.1625"
"23553","0.263","0.263","0.263"
"23554","0.326","0.326","0.326"
"23555","0.364","0.364","0.364"
"23556","0.387","0.387","0.387"
"23557","0.4","0.4","0.4"
"23558","0.4115","0.4115","0.4115"
"23559","0.416","0.416","0.416"
"23560","0.4185","0.4185","0.4185"
"23561","0.425","0.425","0.425"
"23562","0.43","0.43","0.43"
"23563","0.427","0.427","0.427"
"23564","0.4335","0.4335","0.4335"
"23565","0.4305","0.4305","0.4305"
"23566","0.435","0.435","0.435"
"23567","0.439","0.439","0.439"
"23568","0.439","0.439","0.439"
"23569","0.438","0.438","0.438"
"23570","0.4395","0.4395","0.4395"
"23571","0.4425","0.4425","0.4425"
"23572","0.4425","0.4425","0.4425"
"23573","0.442","0.442","0.442"
"23574","0.4405","0.4405","0.4405"
"23575","0.083","0.083","0.083"
"23576","0.1635","0.1635","0.1635"
"23577","0.256","0.256","0.256"
"23578","0.3335","0.3335","0.3335"
"23579","0.3855","0.3855","0.3855"
"23580","0.4155","0.4155","0.4155"
"23581","0.433","0.433","0.433"
"23582","0.446","0.446","0.446"
"23583","0.454","0.454","0.454"
"23584","0.463","0.463","0.463"
"23585","0.466","0.466","0.466"
"23586","0.471","0.471","0.471"
"23587","0.474","0.474","0.474"
"23588","0.4825","0.4825","0.4825"
"23589","0.4795","0.4795","0.4795"
"23590","0.4795","0.4795","0.4795"
"23591","0.4835","0.4835","0.4835"
"23592","0.485","0.485","0.485"
"23593","0.49","0.49","0.49"
"23594","0.4895","0.4895","0.4895"
"23595","0.491","0.491","0.491"
"23596","0.4905","0.4905","0.4905"
"23597","0.4965","0.4965","0.4965"
"23598","0.4975","0.4975","0.4975"
"23599","0.4955","0.4955","0.4955"
"23600","0.003","0.003","0.003"
"23601","0.0825","0.0825","0.0825"
"23602","0.181","0.181","0.181"
"23603","0.2785","0.2785","0.2785"
"23604","0.3325","0.3325","0.3325"
"23605","0.3605","0.3605","0.3605"
"23606","0.3765","0.3765","0.3765"
"23607","0.3895","0.3895","0.3895"
"23608","0.3935","0.3935","0.3935"
"23609","0.398","0.398","0.398"
"23610","0.4065","0.4065","0.4065"
"23611","0.4065","0.4065","0.4065"
"23612","0.4075","0.4075","0.4075"
"23613","0.415","0.415","0.415"
"23614","0.413","0.413","0.413"
"23615","0.4125","0.4125","0.4125"
"23616","0.4155","0.4155","0.4155"
"23617","0.419","0.419","0.419"
"23618","0.4155","0.4155","0.4155"
"23619","0.4185","0.4185","0.4185"
"23620","0.4225","0.4225","0.4225"
"23621","0.422","0.422","0.422"
"23622","0.422","0.422","0.422"
"23623","0.426","0.426","0.426"
"23624","0.4265","0.4265","0.4265"
"23625","0.031","0.031","0.031"
"23626","0.0885","0.0885","0.0885"
"23627","0.1675","0.1675","0.1675"
"23628","0.242","0.242","0.242"
"23629","0.2935","0.2935","0.2935"
"23630","0.324","0.324","0.324"
"23631","0.349","0.349","0.349"
"23632","0.3625","0.3625","0.3625"
"23633","0.3745","0.3745","0.3745"
"23634","0.38","0.38","0.38"
"23635","0.385","0.385","0.385"
"23636","0.391","0.391","0.391"
"23637","0.395","0.395","0.395"
"23638","0.401","0.401","0.401"
"23639","0.3975","0.3975","0.3975"
"23640","0.3975","0.3975","0.3975"
"23641","0.404","0.404","0.404"
"23642","0.4055","0.4055","0.4055"
"23643","0.4055","0.4055","0.4055"
"23644","0.4105","0.4105","0.4105"
"23645","0.4065","0.4065","0.4065"
"23646","0.4105","0.4105","0.4105"
"23647","0.409","0.409","0.409"
"23648","0.409","0.409","0.409"
"23649","0.415","0.415","0.415"
"23650","0.0045","0.0045","0.0045"
"23651","0.0655","0.0655","0.0655"
"23652","0.1635","0.1635","0.1635"
"23653","0.2525","0.2525","0.2525"
"23654","0.3115","0.3115","0.3115"
"23655","0.3415","0.3415","0.3415"
"23656","0.3685","0.3685","0.3685"
"23657","0.387","0.387","0.387"
"23658","0.3935","0.3935","0.3935"
"23659","0.3995","0.3995","0.3995"
"23660","0.406","0.406","0.406"
"23661","0.4135","0.4135","0.4135"
"23662","0.4185","0.4185","0.4185"
"23663","0.422","0.422","0.422"
"23664","0.428","0.428","0.428"
"23665","0.4275","0.4275","0.4275"
"23666","0.4285","0.4285","0.4285"
"23667","0.4305","0.4305","0.4305"
"23668","0.4275","0.4275","0.4275"
"23669","0.4315","0.4315","0.4315"
"23670","0.4365","0.4365","0.4365"
"23671","0.436","0.436","0.436"
"23672","0.4355","0.4355","0.4355"
"23673","0.435","0.435","0.435"
"23674","0.4405","0.4405","0.4405"
"23675","0.0025","0.0025","0.0025"
"23676","0.053","0.053","0.053"
"23677","0.142","0.142","0.142"
"23678","0.2145","0.2145","0.2145"
"23679","0.263","0.263","0.263"
"23680","0.2985","0.2985","0.2985"
"23681","0.3175","0.3175","0.3175"
"23682","0.3355","0.3355","0.3355"
"23683","0.342","0.342","0.342"
"23684","0.357","0.357","0.357"
"23685","0.358","0.358","0.358"
"23686","0.365","0.365","0.365"
"23687","0.366","0.366","0.366"
"23688","0.372","0.372","0.372"
"23689","0.3705","0.3705","0.3705"
"23690","0.373","0.373","0.373"
"23691","0.374","0.374","0.374"
"23692","0.375","0.375","0.375"
"23693","0.3765","0.3765","0.3765"
"23694","0.375","0.375","0.375"
"23695","0.378","0.378","0.378"
"23696","0.3815","0.3815","0.3815"
"23697","0.3795","0.3795","0.3795"
"23698","0.385","0.385","0.385"
"23699","0.3855","0.3855","0.3855"
"23700","0.002","0.002","0.002"
"23701","0.045","0.045","0.045"
"23702","0.146","0.146","0.146"
"23703","0.23","0.23","0.23"
"23704","0.304","0.304","0.304"
"23705","0.348","0.348","0.348"
"23706","0.377","0.377","0.377"
"23707","0.397","0.397","0.397"
"23708","0.4035","0.4035","0.4035"
"23709","0.415","0.415","0.415"
"23710","0.4215","0.4215","0.4215"
"23711","0.425","0.425","0.425"
"23712","0.431","0.431","0.431"
"23713","0.431","0.431","0.431"
"23714","0.4315","0.4315","0.4315"
"23715","0.432","0.432","0.432"
"23716","0.432","0.432","0.432"
"23717","0.4335","0.4335","0.4335"
"23718","0.4355","0.4355","0.4355"
"23719","0.433","0.433","0.433"
"23720","0.4325","0.4325","0.4325"
"23721","0.435","0.435","0.435"
"23722","0.437","0.437","0.437"
"23723","0.4395","0.4395","0.4395"
"23724","0.44","0.44","0.44"
"23725","0.0115","0.0115","0.0115"
"23726","0.1475","0.1475","0.1475"
"23727","0.2565","0.2565","0.2565"
"23728","0.338","0.338","0.338"
"23729","0.393","0.393","0.393"
"23730","0.432","0.432","0.432"
"23731","0.458","0.458","0.458"
"23732","0.4775","0.4775","0.4775"
"23733","0.4875","0.4875","0.4875"
"23734","0.4925","0.4925","0.4925"
"23735","0.502","0.502","0.502"
"23736","0.5025","0.5025","0.5025"
"23737","0.5085","0.5085","0.5085"
"23738","0.51","0.51","0.51"
"23739","0.5165","0.5165","0.5165"
"23740","0.513","0.513","0.513"
"23741","0.519","0.519","0.519"
"23742","0.515","0.515","0.515"
"23743","0.5195","0.5195","0.5195"
"23744","0.516","0.516","0.516"
"23745","0.518","0.518","0.518"
"23746","0.518","0.518","0.518"
"23747","0.519","0.519","0.519"
"23748","0.5175","0.5175","0.5175"
"23749","0.521","0.521","0.521"
"23750","0.006","0.006","0.006"
"23751","0.093","0.093","0.093"
"23752","0.2025","0.2025","0.2025"
"23753","0.3015","0.3015","0.3015"
"23754","0.3575","0.3575","0.3575"
"23755","0.395","0.395","0.395"
"23756","0.4125","0.4125","0.4125"
"23757","0.426","0.426","0.426"
"23758","0.44","0.44","0.44"
"23759","0.4465","0.4465","0.4465"
"23760","0.4495","0.4495","0.4495"
"23761","0.456","0.456","0.456"
"23762","0.459","0.459","0.459"
"23763","0.462","0.462","0.462"
"23764","0.468","0.468","0.468"
"23765","0.4655","0.4655","0.4655"
"23766","0.4735","0.4735","0.4735"
"23767","0.4705","0.4705","0.4705"
"23768","0.4705","0.4705","0.4705"
"23769","0.478","0.478","0.478"
"23770","0.4775","0.4775","0.4775"
"23771","0.4785","0.4785","0.4785"
"23772","0.4795","0.4795","0.4795"
"23773","0.4785","0.4785","0.4785"
"23774","0.483","0.483","0.483"
"23775","0.0025","0.0025","0.0025"
"23776","0.0695","0.0695","0.0695"
"23777","0.1615","0.1615","0.1615"
"23778","0.2505","0.2505","0.2505"
"23779","0.3125","0.3125","0.3125"
"23780","0.3555","0.3555","0.3555"
"23781","0.383","0.383","0.383"
"23782","0.397","0.397","0.397"
"23783","0.404","0.404","0.404"
"23784","0.4145","0.4145","0.4145"
"23785","0.4175","0.4175","0.4175"
"23786","0.423","0.423","0.423"
"23787","0.4305","0.4305","0.4305"
"23788","0.4325","0.4325","0.4325"
"23789","0.4395","0.4395","0.4395"
"23790","0.4395","0.4395","0.4395"
"23791","0.4455","0.4455","0.4455"
"23792","0.4465","0.4465","0.4465"
"23793","0.4515","0.4515","0.4515"
"23794","0.4555","0.4555","0.4555"
"23795","0.453","0.453","0.453"
"23796","0.4535","0.4535","0.4535"
"23797","0.4535","0.4535","0.4535"
"23798","0.455","0.455","0.455"
"23799","0.4565","0.4565","0.4565"
"23800","0.0035","0.0035","0.0035"
"23801","0.058","0.058","0.058"
"23802","0.1555","0.1555","0.1555"
"23803","0.252","0.252","0.252"
"23804","0.306","0.306","0.306"
"23805","0.339","0.339","0.339"
"23806","0.3605","0.3605","0.3605"
"23807","0.3725","0.3725","0.3725"
"23808","0.3785","0.3785","0.3785"
"23809","0.3855","0.3855","0.3855"
"23810","0.3885","0.3885","0.3885"
"23811","0.3955","0.3955","0.3955"
"23812","0.394","0.394","0.394"
"23813","0.4005","0.4005","0.4005"
"23814","0.4045","0.4045","0.4045"
"23815","0.406","0.406","0.406"
"23816","0.408","0.408","0.408"
"23817","0.409","0.409","0.409"
"23818","0.411","0.411","0.411"
"23819","0.4145","0.4145","0.4145"
"23820","0.41","0.41","0.41"
"23821","0.4145","0.4145","0.4145"
"23822","0.421","0.421","0.421"
"23823","0.42","0.42","0.42"
"23824","0.419","0.419","0.419"
"23825","0.025","0.025","0.025"
"23826","0.083","0.083","0.083"
"23827","0.175","0.175","0.175"
"23828","0.257","0.257","0.257"
"23829","0.318","0.318","0.318"
"23830","0.357","0.357","0.357"
"23831","0.3755","0.3755","0.3755"
"23832","0.3855","0.3855","0.3855"
"23833","0.3935","0.3935","0.3935"
"23834","0.404","0.404","0.404"
"23835","0.4035","0.4035","0.4035"
"23836","0.411","0.411","0.411"
"23837","0.417","0.417","0.417"
"23838","0.4115","0.4115","0.4115"
"23839","0.409","0.409","0.409"
"23840","0.414","0.414","0.414"
"23841","0.414","0.414","0.414"
"23842","0.413","0.413","0.413"
"23843","0.415","0.415","0.415"
"23844","0.418","0.418","0.418"
"23845","0.416","0.416","0.416"
"23846","0.421","0.421","0.421"
"23847","0.4215","0.4215","0.4215"
"23848","0.4225","0.4225","0.4225"
"23849","0.423","0.423","0.423"
"23850","0.002","0.002","0.002"
"23851","0.047","0.047","0.047"
"23852","0.1465","0.1465","0.1465"
"23853","0.255","0.255","0.255"
"23854","0.314","0.314","0.314"
"23855","0.349","0.349","0.349"
"23856","0.3715","0.3715","0.3715"
"23857","0.387","0.387","0.387"
"23858","0.393","0.393","0.393"
"23859","0.3965","0.3965","0.3965"
"23860","0.3985","0.3985","0.3985"
"23861","0.4015","0.4015","0.4015"
"23862","0.402","0.402","0.402"
"23863","0.408","0.408","0.408"
"23864","0.4015","0.4015","0.4015"
"23865","0.4025","0.4025","0.4025"
"23866","0.4085","0.4085","0.4085"
"23867","0.407","0.407","0.407"
"23868","0.4075","0.4075","0.4075"
"23869","0.4115","0.4115","0.4115"
"23870","0.407","0.407","0.407"
"23871","0.412","0.412","0.412"
"23872","0.4115","0.4115","0.4115"
"23873","0.414","0.414","0.414"
"23874","0.4145","0.4145","0.4145"
"23875","0.0025","0.0025","0.0025"
"23876","0.0705","0.0705","0.0705"
"23877","0.1655","0.1655","0.1655"
"23878","0.253","0.253","0.253"
"23879","0.3155","0.3155","0.3155"
"23880","0.363","0.363","0.363"
"23881","0.386","0.386","0.386"
"23882","0.406","0.406","0.406"
"23883","0.4135","0.4135","0.4135"
"23884","0.417","0.417","0.417"
"23885","0.4265","0.4265","0.4265"
"23886","0.4315","0.4315","0.4315"
"23887","0.4345","0.4345","0.4345"
"23888","0.4385","0.4385","0.4385"
"23889","0.437","0.437","0.437"
"23890","0.4445","0.4445","0.4445"
"23891","0.442","0.442","0.442"
"23892","0.4485","0.4485","0.4485"
"23893","0.451","0.451","0.451"
"23894","0.4505","0.4505","0.4505"
"23895","0.453","0.453","0.453"
"23896","0.4545","0.4545","0.4545"
"23897","0.4525","0.4525","0.4525"
"23898","0.455","0.455","0.455"
"23899","0.452","0.452","0.452"
"23900","0.0265","0.0265","0.0265"
"23901","0.0735","0.0735","0.0735"
"23902","0.166","0.166","0.166"
"23903","0.261","0.261","0.261"
"23904","0.307","0.307","0.307"
"23905","0.3335","0.3335","0.3335"
"23906","0.3515","0.3515","0.3515"
"23907","0.362","0.362","0.362"
"23908","0.367","0.367","0.367"
"23909","0.3675","0.3675","0.3675"
"23910","0.3735","0.3735","0.3735"
"23911","0.3795","0.3795","0.3795"
"23912","0.3815","0.3815","0.3815"
"23913","0.3825","0.3825","0.3825"
"23914","0.385","0.385","0.385"
"23915","0.3905","0.3905","0.3905"
"23916","0.392","0.392","0.392"
"23917","0.392","0.392","0.392"
"23918","0.392","0.392","0.392"
"23919","0.395","0.395","0.395"
"23920","0.3995","0.3995","0.3995"
"23921","0.399","0.399","0.399"
"23922","0.399","0.399","0.399"
"23923","0.3965","0.3965","0.3965"
"23924","0.3985","0.3985","0.3985"
"23925","0.028","0.028","0.028"
"23926","0.1235","0.1235","0.1235"
"23927","0.2525","0.2525","0.2525"
"23928","0.342","0.342","0.342"
"23929","0.3995","0.3995","0.3995"
"23930","0.43","0.43","0.43"
"23931","0.448","0.448","0.448"
"23932","0.4555","0.4555","0.4555"
"23933","0.4645","0.4645","0.4645"
"23934","0.465","0.465","0.465"
"23935","0.469","0.469","0.469"
"23936","0.471","0.471","0.471"
"23937","0.472","0.472","0.472"
"23938","0.469","0.469","0.469"
"23939","0.472","0.472","0.472"
"23940","0.4725","0.4725","0.4725"
"23941","0.4735","0.4735","0.4735"
"23942","0.4795","0.4795","0.4795"
"23943","0.4785","0.4785","0.4785"
"23944","0.477","0.477","0.477"
"23945","0.481","0.481","0.481"
"23946","0.4785","0.4785","0.4785"
"23947","0.479","0.479","0.479"
"23948","0.478","0.478","0.478"
"23949","0.477","0.477","0.477"
"23950","0.0195","0.0195","0.0195"
"23951","0.061","0.061","0.061"
"23952","0.1565","0.1565","0.1565"
"23953","0.2555","0.2555","0.2555"
"23954","0.3195","0.3195","0.3195"
"23955","0.366","0.366","0.366"
"23956","0.388","0.388","0.388"
"23957","0.3985","0.3985","0.3985"
"23958","0.4055","0.4055","0.4055"
"23959","0.4165","0.4165","0.4165"
"23960","0.4205","0.4205","0.4205"
"23961","0.426","0.426","0.426"
"23962","0.4265","0.4265","0.4265"
"23963","0.43","0.43","0.43"
"23964","0.4335","0.4335","0.4335"
"23965","0.4335","0.4335","0.4335"
"23966","0.4365","0.4365","0.4365"
"23967","0.436","0.436","0.436"
"23968","0.4365","0.4365","0.4365"
"23969","0.4385","0.4385","0.4385"
"23970","0.4405","0.4405","0.4405"
"23971","0.444","0.444","0.444"
"23972","0.441","0.441","0.441"
"23973","0.4465","0.4465","0.4465"
"23974","0.4475","0.4475","0.4475"
"23975","0","0","0"
"23976","0.036","0.036","0.036"
"23977","0.1155","0.1155","0.1155"
"23978","0.1945","0.1945","0.1945"
"23979","0.2345","0.2345","0.2345"
"23980","0.2595","0.2595","0.2595"
"23981","0.277","0.277","0.277"
"23982","0.295","0.295","0.295"
"23983","0.302","0.302","0.302"
"23984","0.306","0.306","0.306"
"23985","0.3085","0.3085","0.3085"
"23986","0.314","0.314","0.314"
"23987","0.315","0.315","0.315"
"23988","0.32","0.32","0.32"
"23989","0.324","0.324","0.324"
"23990","0.322","0.322","0.322"
"23991","0.3235","0.3235","0.3235"
"23992","0.3275","0.3275","0.3275"
"23993","0.325","0.325","0.325"
"23994","0.3275","0.3275","0.3275"
"23995","0.33","0.33","0.33"
"23996","0.3295","0.3295","0.3295"
"23997","0.3325","0.3325","0.3325"
"23998","0.333","0.333","0.333"
"23999","0.3335","0.3335","0.3335"
"24000","0.022","0.022","0.022"
"24001","0.056","0.056","0.056"
"24002","0.1425","0.1425","0.1425"
"24003","0.2425","0.2425","0.2425"
"24004","0.303","0.303","0.303"
"24005","0.3475","0.3475","0.3475"
"24006","0.373","0.373","0.373"
"24007","0.387","0.387","0.387"
"24008","0.399","0.399","0.399"
"24009","0.402","0.402","0.402"
"24010","0.4095","0.4095","0.4095"
"24011","0.4115","0.4115","0.4115"
"24012","0.417","0.417","0.417"
"24013","0.421","0.421","0.421"
"24014","0.4225","0.4225","0.4225"
"24015","0.4225","0.4225","0.4225"
"24016","0.4265","0.4265","0.4265"
"24017","0.423","0.423","0.423"
"24018","0.4265","0.4265","0.4265"
"24019","0.428","0.428","0.428"
"24020","0.429","0.429","0.429"
"24021","0.432","0.432","0.432"
"24022","0.4305","0.4305","0.4305"
"24023","0.432","0.432","0.432"
"24024","0.436","0.436","0.436"
"24025","0.0105","0.0105","0.0105"
"24026","0.0605","0.0605","0.0605"
"24027","0.146","0.146","0.146"
"24028","0.232","0.232","0.232"
"24029","0.298","0.298","0.298"
"24030","0.3495","0.3495","0.3495"
"24031","0.3775","0.3775","0.3775"
"24032","0.394","0.394","0.394"
"24033","0.41","0.41","0.41"
"24034","0.4145","0.4145","0.4145"
"24035","0.4175","0.4175","0.4175"
"24036","0.4265","0.4265","0.4265"
"24037","0.4275","0.4275","0.4275"
"24038","0.43","0.43","0.43"
"24039","0.4325","0.4325","0.4325"
"24040","0.4345","0.4345","0.4345"
"24041","0.4305","0.4305","0.4305"
"24042","0.4325","0.4325","0.4325"
"24043","0.4355","0.4355","0.4355"
"24044","0.436","0.436","0.436"
"24045","0.4385","0.4385","0.4385"
"24046","0.4405","0.4405","0.4405"
"24047","0.44","0.44","0.44"
"24048","0.444","0.444","0.444"
"24049","0.4435","0.4435","0.4435"
"24050","0.0245","0.0245","0.0245"
"24051","0.0725","0.0725","0.0725"
"24052","0.1555","0.1555","0.1555"
"24053","0.2285","0.2285","0.2285"
"24054","0.2835","0.2835","0.2835"
