"Step","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"759","0.2155","0.2155","0.2155"
"760","0.2275","0.2275","0.2275"
"761","0.2315","0.2315","0.2315"
"762","0.2435","0.2435","0.2435"
"763","0.2415","0.2415","0.2415"
"764","0.2555","0.2555","0.2555"
"765","0.259","0.259","0.259"
"766","0.2585","0.2585","0.2585"
"767","0.2665","0.2665","0.2665"
"768","0.2695","0.2695","0.2695"
"769","0.266","0.266","0.266"
"770","0.2775","0.2775","0.2775"
"771","0.285","0.285","0.285"
"772","0.282","0.282","0.282"
"773","0.287","0.287","0.287"
"774","0.2785","0.2785","0.2785"
"775","0.0045","0.0045","0.0045"
"776","0.021","0.021","0.021"
"777","0.04","0.04","0.04"
"778","0.111","0.111","0.111"
"779","0.14","0.14","0.14"
"780","0.164","0.164","0.164"
"781","0.1875","0.1875","0.1875"
"782","0.2095","0.2095","0.2095"
"783","0.229","0.229","0.229"
"784","0.243","0.243","0.243"
"785","0.244","0.244","0.244"
"786","0.251","0.251","0.251"
"787","0.2545","0.2545","0.2545"
"788","0.26","0.26","0.26"
"789","0.2565","0.2565","0.2565"
"790","0.2575","0.2575","0.2575"
"791","0.264","0.264","0.264"
"792","0.2695","0.2695","0.2695"
"793","0.269","0.269","0.269"
"794","0.266","0.266","0.266"
"795","0.2585","0.2585","0.2585"
"796","0.263","0.263","0.263"
"797","0.263","0.263","0.263"
"798","0.2655","0.2655","0.2655"
"799","0.266","0.266","0.266"
"800","0.006","0.006","0.006"
"801","0.0225","0.0225","0.0225"
"802","0.04","0.04","0.04"
"803","0.0725","0.0725","0.0725"
"804","0.1165","0.1165","0.1165"
"805","0.1325","0.1325","0.1325"
"806","0.1465","0.1465","0.1465"
"807","0.167","0.167","0.167"
"808","0.186","0.186","0.186"
"809","0.2015","0.2015","0.2015"
"810","0.216","0.216","0.216"
"811","0.223","0.223","0.223"
"812","0.224","0.224","0.224"
"813","0.235","0.235","0.235"
"814","0.2395","0.2395","0.2395"
"815","0.243","0.243","0.243"
"816","0.2485","0.2485","0.2485"
"817","0.2535","0.2535","0.2535"
"818","0.2535","0.2535","0.2535"
"819","0.2545","0.2545","0.2545"
"820","0.2575","0.2575","0.2575"
"821","0.2635","0.2635","0.2635"
"822","0.265","0.265","0.265"
"823","0.264","0.264","0.264"
"824","0.263","0.263","0.263"
"825","0","0","0"
"826","0","0","0"
"827","0.0115","0.0115","0.0115"
"828","0.067","0.067","0.067"
"829","0.129","0.129","0.129"
"830","0.155","0.155","0.155"
"831","0.176","0.176","0.176"
"832","0.196","0.196","0.196"
"833","0.2005","0.2005","0.2005"
"834","0.2105","0.2105","0.2105"
"835","0.218","0.218","0.218"
"836","0.2315","0.2315","0.2315"
"837","0.2395","0.2395","0.2395"
"838","0.24","0.24","0.24"
"839","0.241","0.241","0.241"
"840","0.2475","0.2475","0.2475"
"841","0.2435","0.2435","0.2435"
"842","0.247","0.247","0.247"
"843","0.25","0.25","0.25"
"844","0.2475","0.2475","0.2475"
"845","0.2545","0.2545","0.2545"
"846","0.259","0.259","0.259"
"847","0.2595","0.2595","0.2595"
"848","0.2625","0.2625","0.2625"
"849","0.264","0.264","0.264"
"850","0","0","0"
"851","0","0","0"
"852","0.0035","0.0035","0.0035"
"853","0.0555","0.0555","0.0555"
"854","0.1155","0.1155","0.1155"
"855","0.1405","0.1405","0.1405"
"856","0.153","0.153","0.153"
"857","0.162","0.162","0.162"
"858","0.1745","0.1745","0.1745"
"859","0.1805","0.1805","0.1805"
"860","0.191","0.191","0.191"
"861","0.1975","0.1975","0.1975"
"862","0.2015","0.2015","0.2015"
"863","0.2045","0.2045","0.2045"
"864","0.212","0.212","0.212"
"865","0.214","0.214","0.214"
"866","0.2185","0.2185","0.2185"
"867","0.219","0.219","0.219"
"868","0.2265","0.2265","0.2265"
"869","0.225","0.225","0.225"
"870","0.227","0.227","0.227"
"871","0.2275","0.2275","0.2275"
"872","0.2335","0.2335","0.2335"
"873","0.2335","0.2335","0.2335"
"874","0.234","0.234","0.234"
"875","0","0","0"
"876","0","0","0"
"877","0.0365","0.0365","0.0365"
"878","0.097","0.097","0.097"
"879","0.16","0.16","0.16"
"880","0.198","0.198","0.198"
"881","0.2245","0.2245","0.2245"
"882","0.2435","0.2435","0.2435"
"883","0.2565","0.2565","0.2565"
"884","0.2715","0.2715","0.2715"
"885","0.2825","0.2825","0.2825"
"886","0.292","0.292","0.292"
"887","0.3","0.3","0.3"
"888","0.3015","0.3015","0.3015"
"889","0.3055","0.3055","0.3055"
"890","0.3105","0.3105","0.3105"
"891","0.3145","0.3145","0.3145"
"892","0.3125","0.3125","0.3125"
"893","0.317","0.317","0.317"
"894","0.3165","0.3165","0.3165"
"895","0.3265","0.3265","0.3265"
"896","0.327","0.327","0.327"
"897","0.3275","0.3275","0.3275"
"898","0.333","0.333","0.333"
"899","0.3375","0.3375","0.3375"
"900","0","0","0"
"901","0","0","0"
"902","0.0045","0.0045","0.0045"
"903","0.0635","0.0635","0.0635"
"904","0.1355","0.1355","0.1355"
"905","0.16","0.16","0.16"
"906","0.176","0.176","0.176"
"907","0.185","0.185","0.185"
"908","0.1965","0.1965","0.1965"
"909","0.2105","0.2105","0.2105"
"910","0.215","0.215","0.215"
"911","0.2165","0.2165","0.2165"
"912","0.2185","0.2185","0.2185"
"913","0.222","0.222","0.222"
"914","0.2355","0.2355","0.2355"
"915","0.238","0.238","0.238"
"916","0.24","0.24","0.24"
"917","0.2365","0.2365","0.2365"
"918","0.2445","0.2445","0.2445"
"919","0.247","0.247","0.247"
"920","0.248","0.248","0.248"
"921","0.248","0.248","0.248"
"922","0.252","0.252","0.252"
"923","0.249","0.249","0.249"
"924","0.2505","0.2505","0.2505"
"925","0.0175","0.0175","0.0175"
"926","0.0355","0.0355","0.0355"
"927","0.0525","0.0525","0.0525"
"928","0.0945","0.0945","0.0945"
"929","0.1265","0.1265","0.1265"
"930","0.1565","0.1565","0.1565"
"931","0.1665","0.1665","0.1665"
"932","0.185","0.185","0.185"
"933","0.203","0.203","0.203"
"934","0.2175","0.2175","0.2175"
"935","0.236","0.236","0.236"
"936","0.259","0.259","0.259"
"937","0.2635","0.2635","0.2635"
"938","0.2685","0.2685","0.2685"
"939","0.2755","0.2755","0.2755"
"940","0.274","0.274","0.274"
"941","0.276","0.276","0.276"
"942","0.281","0.281","0.281"
"943","0.283","0.283","0.283"
"944","0.2785","0.2785","0.2785"
"945","0.284","0.284","0.284"
"946","0.2825","0.2825","0.2825"
"947","0.2855","0.2855","0.2855"
"948","0.287","0.287","0.287"
"949","0.2875","0.2875","0.2875"
"950","0.0465","0.0465","0.0465"
"951","0.0705","0.0705","0.0705"
"952","0.0745","0.0745","0.0745"
"953","0.106","0.106","0.106"
"954","0.1505","0.1505","0.1505"
"955","0.1715","0.1715","0.1715"
"956","0.2005","0.2005","0.2005"
"957","0.218","0.218","0.218"
"958","0.2355","0.2355","0.2355"
"959","0.228","0.228","0.228"
"960","0.2325","0.2325","0.2325"
"961","0.2345","0.2345","0.2345"
"962","0.2415","0.2415","0.2415"
"963","0.243","0.243","0.243"
"964","0.2505","0.2505","0.2505"
"965","0.252","0.252","0.252"
"966","0.251","0.251","0.251"
"967","0.2535","0.2535","0.2535"
"968","0.2575","0.2575","0.2575"
"969","0.2575","0.2575","0.2575"
"970","0.2585","0.2585","0.2585"
"971","0.2685","0.2685","0.2685"
"972","0.263","0.263","0.263"
"973","0.2695","0.2695","0.2695"
"974","0.269","0.269","0.269"
"975","0.0045","0.0045","0.0045"
"976","0.0175","0.0175","0.0175"
"977","0.07","0.07","0.07"
"978","0.1105","0.1105","0.1105"
"979","0.136","0.136","0.136"
"980","0.1555","0.1555","0.1555"
"981","0.1655","0.1655","0.1655"
"982","0.171","0.171","0.171"
"983","0.1715","0.1715","0.1715"
"984","0.179","0.179","0.179"
"985","0.1865","0.1865","0.1865"
"986","0.197","0.197","0.197"
"987","0.202","0.202","0.202"
"988","0.2065","0.2065","0.2065"
"989","0.211","0.211","0.211"
"990","0.2145","0.2145","0.2145"
"991","0.218","0.218","0.218"
"992","0.2165","0.2165","0.2165"
"993","0.2155","0.2155","0.2155"
"994","0.2215","0.2215","0.2215"
"995","0.219","0.219","0.219"
"996","0.222","0.222","0.222"
"997","0.2235","0.2235","0.2235"
"998","0.221","0.221","0.221"
"999","0.22","0.22","0.22"
"1000","0.02","0.02","0.02"
"1001","0.031","0.031","0.031"
"1002","0.0645","0.0645","0.0645"
"1003","0.123","0.123","0.123"
"1004","0.1635","0.1635","0.1635"
"1005","0.165","0.165","0.165"
"1006","0.1765","0.1765","0.1765"
"1007","0.1825","0.1825","0.1825"
"1008","0.1905","0.1905","0.1905"
"1009","0.1975","0.1975","0.1975"
"1010","0.2045","0.2045","0.2045"
"1011","0.213","0.213","0.213"
"1012","0.221","0.221","0.221"
"1013","0.2295","0.2295","0.2295"
"1014","0.237","0.237","0.237"
"1015","0.2455","0.2455","0.2455"
"1016","0.247","0.247","0.247"
"1017","0.2475","0.2475","0.2475"
"1018","0.256","0.256","0.256"
"1019","0.2575","0.2575","0.2575"
"1020","0.259","0.259","0.259"
"1021","0.2595","0.2595","0.2595"
"1022","0.265","0.265","0.265"
"1023","0.267","0.267","0.267"
"1024","0.27","0.27","0.27"
"1025","0","0","0"
"1026","0.004","0.004","0.004"
"1027","0.085","0.085","0.085"
"1028","0.1375","0.1375","0.1375"
"1029","0.179","0.179","0.179"
"1030","0.2015","0.2015","0.2015"
"1031","0.2175","0.2175","0.2175"
"1032","0.2315","0.2315","0.2315"
"1033","0.2475","0.2475","0.2475"
"1034","0.257","0.257","0.257"
"1035","0.264","0.264","0.264"
"1036","0.2635","0.2635","0.2635"
"1037","0.2655","0.2655","0.2655"
"1038","0.2705","0.2705","0.2705"
"1039","0.2715","0.2715","0.2715"
"1040","0.2825","0.2825","0.2825"
"1041","0.2855","0.2855","0.2855"
"1042","0.288","0.288","0.288"
"1043","0.2925","0.2925","0.2925"
"1044","0.293","0.293","0.293"
"1045","0.2965","0.2965","0.2965"
"1046","0.2975","0.2975","0.2975"
"1047","0.298","0.298","0.298"
"1048","0.2975","0.2975","0.2975"
"1049","0.297","0.297","0.297"
"1050","0","0","0"
"1051","0.0005","0.0005","0.0005"
"1052","0.0125","0.0125","0.0125"
"1053","0.102","0.102","0.102"
"1054","0.176","0.176","0.176"
"1055","0.2185","0.2185","0.2185"
"1056","0.2325","0.2325","0.2325"
"1057","0.2435","0.2435","0.2435"
"1058","0.254","0.254","0.254"
"1059","0.259","0.259","0.259"
"1060","0.26","0.26","0.26"
"1061","0.272","0.272","0.272"
"1062","0.274","0.274","0.274"
"1063","0.2765","0.2765","0.2765"
"1064","0.2825","0.2825","0.2825"
"1065","0.289","0.289","0.289"
"1066","0.2815","0.2815","0.2815"
"1067","0.291","0.291","0.291"
"1068","0.292","0.292","0.292"
"1069","0.2955","0.2955","0.2955"
"1070","0.3005","0.3005","0.3005"
"1071","0.3045","0.3045","0.3045"
"1072","0.308","0.308","0.308"
"1073","0.3075","0.3075","0.3075"
"1074","0.3065","0.3065","0.3065"
"1075","0","0","0"
"1076","0","0","0"
"1077","0.022","0.022","0.022"
"1078","0.1215","0.1215","0.1215"
"1079","0.1745","0.1745","0.1745"
"1080","0.2015","0.2015","0.2015"
"1081","0.214","0.214","0.214"
"1082","0.2225","0.2225","0.2225"
"1083","0.235","0.235","0.235"
"1084","0.2425","0.2425","0.2425"
"1085","0.2445","0.2445","0.2445"
"1086","0.2475","0.2475","0.2475"
"1087","0.256","0.256","0.256"
"1088","0.257","0.257","0.257"
"1089","0.255","0.255","0.255"
"1090","0.2595","0.2595","0.2595"
"1091","0.261","0.261","0.261"
"1092","0.265","0.265","0.265"
"1093","0.268","0.268","0.268"
"1094","0.269","0.269","0.269"
"1095","0.271","0.271","0.271"
"1096","0.2705","0.2705","0.2705"
"1097","0.2695","0.2695","0.2695"
"1098","0.271","0.271","0.271"
"1099","0.273","0.273","0.273"
"1100","0","0","0"
"1101","0","0","0"
"1102","0.012","0.012","0.012"
"1103","0.0645","0.0645","0.0645"
"1104","0.121","0.121","0.121"
"1105","0.1615","0.1615","0.1615"
"1106","0.1895","0.1895","0.1895"
"1107","0.2085","0.2085","0.2085"
"1108","0.2195","0.2195","0.2195"
"1109","0.2345","0.2345","0.2345"
"1110","0.2405","0.2405","0.2405"
"1111","0.2455","0.2455","0.2455"
"1112","0.253","0.253","0.253"
"1113","0.251","0.251","0.251"
"1114","0.2585","0.2585","0.2585"
"1115","0.265","0.265","0.265"
"1116","0.2675","0.2675","0.2675"
"1117","0.27","0.27","0.27"
"1118","0.2625","0.2625","0.2625"
"1119","0.2685","0.2685","0.2685"
"1120","0.27","0.27","0.27"
"1121","0.278","0.278","0.278"
"1122","0.2815","0.2815","0.2815"
"1123","0.285","0.285","0.285"
"1124","0.281","0.281","0.281"
"1125","0","0","0"
"1126","0","0","0"
"1127","0.0035","0.0035","0.0035"
"1128","0.0765","0.0765","0.0765"
"1129","0.141","0.141","0.141"
"1130","0.1765","0.1765","0.1765"
"1131","0.2015","0.2015","0.2015"
"1132","0.2025","0.2025","0.2025"
"1133","0.214","0.214","0.214"
"1134","0.2235","0.2235","0.2235"
"1135","0.2285","0.2285","0.2285"
"1136","0.2345","0.2345","0.2345"
"1137","0.238","0.238","0.238"
"1138","0.24","0.24","0.24"
"1139","0.2465","0.2465","0.2465"
"1140","0.247","0.247","0.247"
"1141","0.2515","0.2515","0.2515"
"1142","0.255","0.255","0.255"
"1143","0.254","0.254","0.254"
"1144","0.254","0.254","0.254"
"1145","0.258","0.258","0.258"
"1146","0.2545","0.2545","0.2545"
"1147","0.2615","0.2615","0.2615"
"1148","0.2595","0.2595","0.2595"
"1149","0.2615","0.2615","0.2615"
"1150","0","0","0"
"1151","0.0005","0.0005","0.0005"
"1152","0.019","0.019","0.019"
"1153","0.0975","0.0975","0.0975"
"1154","0.182","0.182","0.182"
"1155","0.2175","0.2175","0.2175"
"1156","0.2385","0.2385","0.2385"
"1157","0.255","0.255","0.255"
"1158","0.273","0.273","0.273"
"1159","0.283","0.283","0.283"
"1160","0.293","0.293","0.293"
"1161","0.298","0.298","0.298"
"1162","0.3015","0.3015","0.3015"
"1163","0.31","0.31","0.31"
"1164","0.312","0.312","0.312"
"1165","0.3135","0.3135","0.3135"
"1166","0.3185","0.3185","0.3185"
"1167","0.3245","0.3245","0.3245"
"1168","0.3265","0.3265","0.3265"
"1169","0.3255","0.3255","0.3255"
"1170","0.3325","0.3325","0.3325"
"1171","0.3295","0.3295","0.3295"
"1172","0.3405","0.3405","0.3405"
"1173","0.339","0.339","0.339"
"1174","0.336","0.336","0.336"
"1175","0","0","0"
"1176","0","0","0"
"1177","0.0015","0.0015","0.0015"
"1178","0.062","0.062","0.062"
"1179","0.139","0.139","0.139"
"1180","0.16","0.16","0.16"
"1181","0.177","0.177","0.177"
"1182","0.183","0.183","0.183"
"1183","0.194","0.194","0.194"
"1184","0.2045","0.2045","0.2045"
"1185","0.2055","0.2055","0.2055"
"1186","0.2145","0.2145","0.2145"
"1187","0.2165","0.2165","0.2165"
"1188","0.2265","0.2265","0.2265"
"1189","0.231","0.231","0.231"
"1190","0.2405","0.2405","0.2405"
"1191","0.2425","0.2425","0.2425"
"1192","0.2435","0.2435","0.2435"
"1193","0.241","0.241","0.241"
"1194","0.2485","0.2485","0.2485"
"1195","0.2535","0.2535","0.2535"
"1196","0.2545","0.2545","0.2545"
"1197","0.252","0.252","0.252"
"1198","0.2555","0.2555","0.2555"
"1199","0.2565","0.2565","0.2565"
"1200","0","0","0"
"1201","0","0","0"
"1202","0.012","0.012","0.012"
"1203","0.074","0.074","0.074"
"1204","0.1415","0.1415","0.1415"
"1205","0.18","0.18","0.18"
"1206","0.2065","0.2065","0.2065"
"1207","0.2295","0.2295","0.2295"
"1208","0.251","0.251","0.251"
"1209","0.253","0.253","0.253"
"1210","0.2605","0.2605","0.2605"
"1211","0.2715","0.2715","0.2715"
"1212","0.2785","0.2785","0.2785"
"1213","0.28","0.28","0.28"
"1214","0.286","0.286","0.286"
"1215","0.285","0.285","0.285"
"1216","0.287","0.287","0.287"
"1217","0.281","0.281","0.281"
"1218","0.286","0.286","0.286"
"1219","0.289","0.289","0.289"
"1220","0.294","0.294","0.294"
"1221","0.294","0.294","0.294"
"1222","0.2895","0.2895","0.2895"
"1223","0.291","0.291","0.291"
"1224","0.288","0.288","0.288"
"1225","0.026","0.026","0.026"
"1226","0.038","0.038","0.038"
"1227","0.046","0.046","0.046"
"1228","0.0935","0.0935","0.0935"
"1229","0.152","0.152","0.152"
"1230","0.1795","0.1795","0.1795"
"1231","0.207","0.207","0.207"
"1232","0.2155","0.2155","0.2155"
"1233","0.2335","0.2335","0.2335"
"1234","0.24","0.24","0.24"
"1235","0.2475","0.2475","0.2475"
"1236","0.253","0.253","0.253"
"1237","0.2525","0.2525","0.2525"
"1238","0.261","0.261","0.261"
"1239","0.2685","0.2685","0.2685"
"1240","0.2675","0.2675","0.2675"
"1241","0.276","0.276","0.276"
"1242","0.277","0.277","0.277"
"1243","0.2755","0.2755","0.2755"
"1244","0.2805","0.2805","0.2805"
"1245","0.2815","0.2815","0.2815"
"1246","0.286","0.286","0.286"
"1247","0.287","0.287","0.287"
"1248","0.2885","0.2885","0.2885"
"1249","0.2835","0.2835","0.2835"
"1250","0.0105","0.0105","0.0105"
"1251","0.0205","0.0205","0.0205"
"1252","0.048","0.048","0.048"
"1253","0.1005","0.1005","0.1005"
"1254","0.129","0.129","0.129"
"1255","0.1505","0.1505","0.1505"
"1256","0.169","0.169","0.169"
"1257","0.1815","0.1815","0.1815"
"1258","0.1955","0.1955","0.1955"
"1259","0.2065","0.2065","0.2065"
"1260","0.21","0.21","0.21"
"1261","0.217","0.217","0.217"
"1262","0.217","0.217","0.217"
"1263","0.216","0.216","0.216"
"1264","0.2205","0.2205","0.2205"
"1265","0.223","0.223","0.223"
"1266","0.2245","0.2245","0.2245"
"1267","0.231","0.231","0.231"
"1268","0.2305","0.2305","0.2305"
"1269","0.231","0.231","0.231"
"1270","0.239","0.239","0.239"
"1271","0.2385","0.2385","0.2385"
"1272","0.242","0.242","0.242"
"1273","0.2435","0.2435","0.2435"
"1274","0.245","0.245","0.245"
"1275","0","0","0"
"1276","0.0025","0.0025","0.0025"
"1277","0.016","0.016","0.016"
"1278","0.084","0.084","0.084"
"1279","0.1675","0.1675","0.1675"
"1280","0.205","0.205","0.205"
"1281","0.221","0.221","0.221"
"1282","0.232","0.232","0.232"
"1283","0.2415","0.2415","0.2415"
"1284","0.2485","0.2485","0.2485"
"1285","0.2555","0.2555","0.2555"
"1286","0.2625","0.2625","0.2625"
"1287","0.2695","0.2695","0.2695"
"1288","0.271","0.271","0.271"
"1289","0.2715","0.2715","0.2715"
"1290","0.2745","0.2745","0.2745"
"1291","0.2815","0.2815","0.2815"
"1292","0.2765","0.2765","0.2765"
"1293","0.283","0.283","0.283"
"1294","0.283","0.283","0.283"
"1295","0.2845","0.2845","0.2845"
"1296","0.2905","0.2905","0.2905"
"1297","0.287","0.287","0.287"
"1298","0.29","0.29","0.29"
"1299","0.291","0.291","0.291"
"1300","0","0","0"
"1301","0.002","0.002","0.002"
"1302","0.0185","0.0185","0.0185"
"1303","0.054","0.054","0.054"
"1304","0.1235","0.1235","0.1235"
"1305","0.173","0.173","0.173"
"1306","0.2115","0.2115","0.2115"
"1307","0.225","0.225","0.225"
"1308","0.237","0.237","0.237"
"1309","0.256","0.256","0.256"
"1310","0.269","0.269","0.269"
"1311","0.278","0.278","0.278"
"1312","0.2855","0.2855","0.2855"
"1313","0.285","0.285","0.285"
"1314","0.291","0.291","0.291"
"1315","0.295","0.295","0.295"
"1316","0.294","0.294","0.294"
"1317","0.296","0.296","0.296"
"1318","0.2985","0.2985","0.2985"
"1319","0.302","0.302","0.302"
"1320","0.309","0.309","0.309"
"1321","0.314","0.314","0.314"
"1322","0.3125","0.3125","0.3125"
"1323","0.315","0.315","0.315"
"1324","0.315","0.315","0.315"
"1325","0.009","0.009","0.009"
"1326","0.036","0.036","0.036"
"1327","0.0525","0.0525","0.0525"
"1328","0.102","0.102","0.102"
"1329","0.127","0.127","0.127"
"1330","0.1375","0.1375","0.1375"
"1331","0.1435","0.1435","0.1435"
"1332","0.1555","0.1555","0.1555"
"1333","0.1605","0.1605","0.1605"
"1334","0.1655","0.1655","0.1655"
"1335","0.1735","0.1735","0.1735"
"1336","0.174","0.174","0.174"
"1337","0.181","0.181","0.181"
"1338","0.182","0.182","0.182"
"1339","0.1875","0.1875","0.1875"
"1340","0.1945","0.1945","0.1945"
"1341","0.195","0.195","0.195"
"1342","0.1945","0.1945","0.1945"
"1343","0.194","0.194","0.194"
"1344","0.198","0.198","0.198"
"1345","0.1965","0.1965","0.1965"
"1346","0.1995","0.1995","0.1995"
"1347","0.2005","0.2005","0.2005"
"1348","0.199","0.199","0.199"
"1349","0.2025","0.2025","0.2025"
"1350","0","0","0"
"1351","0.005","0.005","0.005"
"1352","0.057","0.057","0.057"
"1353","0.14","0.14","0.14"
"1354","0.175","0.175","0.175"
"1355","0.201","0.201","0.201"
"1356","0.213","0.213","0.213"
"1357","0.223","0.223","0.223"
"1358","0.2355","0.2355","0.2355"
"1359","0.2415","0.2415","0.2415"
"1360","0.2465","0.2465","0.2465"
"1361","0.2495","0.2495","0.2495"
"1362","0.261","0.261","0.261"
"1363","0.266","0.266","0.266"
"1364","0.269","0.269","0.269"
"1365","0.2725","0.2725","0.2725"
"1366","0.276","0.276","0.276"
"1367","0.285","0.285","0.285"
"1368","0.285","0.285","0.285"
"1369","0.285","0.285","0.285"
"1370","0.2895","0.2895","0.2895"
"1371","0.2895","0.2895","0.2895"
"1372","0.291","0.291","0.291"
"1373","0.299","0.299","0.299"
"1374","0.298","0.298","0.298"
"1375","0.0045","0.0045","0.0045"
"1376","0.0055","0.0055","0.0055"
"1377","0.017","0.017","0.017"
"1378","0.056","0.056","0.056"
"1379","0.119","0.119","0.119"
"1380","0.166","0.166","0.166"
"1381","0.1765","0.1765","0.1765"
"1382","0.1925","0.1925","0.1925"
"1383","0.2005","0.2005","0.2005"
"1384","0.209","0.209","0.209"
"1385","0.2135","0.2135","0.2135"
"1386","0.2155","0.2155","0.2155"
"1387","0.2205","0.2205","0.2205"
"1388","0.216","0.216","0.216"
"1389","0.221","0.221","0.221"
"1390","0.2215","0.2215","0.2215"
"1391","0.221","0.221","0.221"
"1392","0.228","0.228","0.228"
"1393","0.229","0.229","0.229"
"1394","0.236","0.236","0.236"
"1395","0.2385","0.2385","0.2385"
"1396","0.2375","0.2375","0.2375"
"1397","0.242","0.242","0.242"
"1398","0.24","0.24","0.24"
"1399","0.243","0.243","0.243"
"1400","0.007","0.007","0.007"
"1401","0.015","0.015","0.015"
"1402","0.0375","0.0375","0.0375"
"1403","0.1075","0.1075","0.1075"
"1404","0.1415","0.1415","0.1415"
"1405","0.1735","0.1735","0.1735"
"1406","0.202","0.202","0.202"
"1407","0.22","0.22","0.22"
"1408","0.2345","0.2345","0.2345"
"1409","0.242","0.242","0.242"
"1410","0.2495","0.2495","0.2495"
"1411","0.255","0.255","0.255"
"1412","0.2535","0.2535","0.2535"
"1413","0.2615","0.2615","0.2615"
"1414","0.262","0.262","0.262"
"1415","0.262","0.262","0.262"
"1416","0.2635","0.2635","0.2635"
"1417","0.266","0.266","0.266"
"1418","0.27","0.27","0.27"
"1419","0.268","0.268","0.268"
"1420","0.276","0.276","0.276"
"1421","0.281","0.281","0.281"
"1422","0.2755","0.2755","0.2755"
"1423","0.2835","0.2835","0.2835"
"1424","0.28","0.28","0.28"
"1425","0","0","0"
"1426","0","0","0"
"1427","0.0025","0.0025","0.0025"
"1428","0.046","0.046","0.046"
"1429","0.1045","0.1045","0.1045"
"1430","0.145","0.145","0.145"
"1431","0.1575","0.1575","0.1575"
"1432","0.168","0.168","0.168"
"1433","0.181","0.181","0.181"
"1434","0.194","0.194","0.194"
"1435","0.21","0.21","0.21"
"1436","0.2115","0.2115","0.2115"
"1437","0.2205","0.2205","0.2205"
"1438","0.231","0.231","0.231"
"1439","0.236","0.236","0.236"
"1440","0.242","0.242","0.242"
"1441","0.24","0.24","0.24"
"1442","0.246","0.246","0.246"
"1443","0.25","0.25","0.25"
"1444","0.2485","0.2485","0.2485"
"1445","0.2465","0.2465","0.2465"
"1446","0.2495","0.2495","0.2495"
"1447","0.2525","0.2525","0.2525"
"1448","0.252","0.252","0.252"
"1449","0.254","0.254","0.254"
"1450","0.0015","0.0015","0.0015"
