"Step","IMAGENET1k_CNN_FedALA_sgd_lr0.005_st - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedALA_sgd_lr0.005_st - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_st - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_20classes_st - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_20classes_st - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_20classes_st - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes_st - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes_st - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes_st - Global/Averaged Test Accuracy__MAX"
"595","0.209","0.209","0.209","","","","","",""
"596","0.208","0.208","0.208","","","","","",""
"597","0.213","0.213","0.213","","","","","",""
"598","0.2145","0.2145","0.2145","","","","","",""
"599","0.215","0.215","0.215","","","","","",""
"600","0","0","0","","","","","",""
"601","0","0","0","","","","","",""
"602","0.001","0.001","0.001","","","","","",""
"603","0.0475","0.0475","0.0475","","","","","",""
"604","0.123","0.123","0.123","","","","","",""
"605","0.1605","0.1605","0.1605","","","","","",""
"606","0.1805","0.1805","0.1805","","","","","",""
"607","0.1945","0.1945","0.1945","","","","","",""
"608","0.2005","0.2005","0.2005","","","","","",""
"609","0.2065","0.2065","0.2065","","","","","",""
"610","0.208","0.208","0.208","","","","","",""
"611","0.214","0.214","0.214","","","","","",""
"612","0.215","0.215","0.215","","","","","",""
"613","0.224","0.224","0.224","","","","","",""
"614","0.225","0.225","0.225","","","","","",""
"615","0.227","0.227","0.227","","","","","",""
"616","0.2315","0.2315","0.2315","","","","","",""
"617","0.233","0.233","0.233","","","","","",""
"618","0.2385","0.2385","0.2385","","","","","",""
"619","0.239","0.239","0.239","","","","","",""
"620","0.2395","0.2395","0.2395","","","","","",""
"621","0.2405","0.2405","0.2405","","","","","",""
"622","0.242","0.242","0.242","","","","","",""
"623","0.248","0.248","0.248","","","","","",""
"624","0.2475","0.2475","0.2475","","","","","",""
"625","0","0","0","","","","","",""
"626","0.0005","0.0005","0.0005","","","","","",""
"627","0.045","0.045","0.045","","","","","",""
"628","0.1","0.1","0.1","","","","","",""
"629","0.1365","0.1365","0.1365","","","","","",""
"630","0.158","0.158","0.158","","","","","",""
"631","0.174","0.174","0.174","","","","","",""
"632","0.1965","0.1965","0.1965","","","","","",""
"633","0.198","0.198","0.198","","","","","",""
"634","0.2045","0.2045","0.2045","","","","","",""
"635","0.208","0.208","0.208","","","","","",""
"636","0.216","0.216","0.216","","","","","",""
"637","0.2185","0.2185","0.2185","","","","","",""
"638","0.224","0.224","0.224","","","","","",""
"639","0.228","0.228","0.228","","","","","",""
"640","0.2355","0.2355","0.2355","","","","","",""
"641","0.239","0.239","0.239","","","","","",""
"642","0.2465","0.2465","0.2465","","","","","",""
"643","0.2535","0.2535","0.2535","","","","","",""
"644","0.2485","0.2485","0.2485","","","","","",""
"645","0.2485","0.2485","0.2485","","","","","",""
"646","0.249","0.249","0.249","","","","","",""
"647","0.2505","0.2505","0.2505","","","","","",""
"648","0.255","0.255","0.255","","","","","",""
"649","0.252","0.252","0.252","","","","","",""
"650","0.0025","0.0025","0.0025","","","","","",""
"651","0.0155","0.0155","0.0155","","","","","",""
"652","0.0285","0.0285","0.0285","","","","","",""
"653","0.074","0.074","0.074","","","","","",""
"654","0.1055","0.1055","0.1055","","","","","",""
"655","0.1255","0.1255","0.1255","","","","","",""
"656","0.155","0.155","0.155","","","","","",""
"657","0.1735","0.1735","0.1735","","","","","",""
"658","0.1925","0.1925","0.1925","","","","","",""
"659","0.195","0.195","0.195","","","","","",""
"660","0.206","0.206","0.206","","","","","",""
"661","0.212","0.212","0.212","","","","","",""
"662","0.2195","0.2195","0.2195","","","","","",""
"663","0.2255","0.2255","0.2255","","","","","",""
"664","0.234","0.234","0.234","","","","","",""
"665","0.24","0.24","0.24","","","","","",""
"666","0.236","0.236","0.236","","","","","",""
"667","0.238","0.238","0.238","","","","","",""
"668","0.2415","0.2415","0.2415","","","","","",""
"669","0.2415","0.2415","0.2415","","","","","",""
"670","0.246","0.246","0.246","","","","","",""
"671","0.2495","0.2495","0.2495","","","","","",""
"672","0.2455","0.2455","0.2455","","","","","",""
"673","0.2475","0.2475","0.2475","","","","","",""
"674","0.2535","0.2535","0.2535","","","","","",""
"675","0.014","0.014","0.014","","","","","",""
"676","0.051","0.051","0.051","","","","","",""
"677","0.0715","0.0715","0.0715","","","","","",""
"678","0.105","0.105","0.105","","","","","",""
"679","0.152","0.152","0.152","","","","","",""
"680","0.184","0.184","0.184","","","","","",""
"681","0.209","0.209","0.209","","","","","",""
"682","0.2225","0.2225","0.2225","","","","","",""
"683","0.237","0.237","0.237","","","","","",""
"684","0.237","0.237","0.237","","","","","",""
"685","0.233","0.233","0.233","","","","","",""
"686","0.2415","0.2415","0.2415","","","","","",""
"687","0.247","0.247","0.247","","","","","",""
"688","0.25","0.25","0.25","","","","","",""
"689","0.251","0.251","0.251","","","","","",""
"690","0.255","0.255","0.255","","","","","",""
"691","0.2545","0.2545","0.2545","","","","","",""
"692","0.26","0.26","0.26","","","","","",""
"693","0.2615","0.2615","0.2615","","","","","",""
"694","0.2655","0.2655","0.2655","","","","","",""
"695","0.2655","0.2655","0.2655","","","","","",""
"696","0.264","0.264","0.264","","","","","",""
"697","0.264","0.264","0.264","","","","","",""
"698","0.2705","0.2705","0.2705","","","","","",""
"699","0.2705","0.2705","0.2705","","","","","",""
"700","0.017","0.017","0.017","","","","","",""
"701","0.035","0.035","0.035","","","","","",""
"702","0.037","0.037","0.037","","","","","",""
"703","0.059","0.059","0.059","","","","","",""
"704","0.084","0.084","0.084","","","","","",""
"705","0.113","0.113","0.113","","","","","",""
"706","0.144","0.144","0.144","","","","","",""
"707","0.161","0.161","0.161","","","","","",""
"708","0.1705","0.1705","0.1705","","","","","",""
"709","0.178","0.178","0.178","","","","","",""
"710","0.1925","0.1925","0.1925","","","","","",""
"711","0.2005","0.2005","0.2005","","","","","",""
"712","0.204","0.204","0.204","","","","","",""
"713","0.205","0.205","0.205","","","","","",""
"714","0.215","0.215","0.215","","","","","",""
"715","0.217","0.217","0.217","","","","","",""
"716","0.22","0.22","0.22","","","","","",""
"717","0.218","0.218","0.218","","","","","",""
"718","0.2195","0.2195","0.2195","","","","","",""
"719","0.2205","0.2205","0.2205","","","","","",""
"720","0.2225","0.2225","0.2225","","","","","",""
"721","0.2255","0.2255","0.2255","","","","","",""
"722","0.223","0.223","0.223","","","","","",""
"723","0.2255","0.2255","0.2255","","","","","",""
"724","0.2285","0.2285","0.2285","","","","","",""
"725","0.0005","0.0005","0.0005","","","","","",""
"726","0.0225","0.0225","0.0225","","","","","",""
"727","0.0415","0.0415","0.0415","","","","","",""
"728","0.0755","0.0755","0.0755","","","","","",""
"729","0.127","0.127","0.127","","","","","",""
"730","0.1555","0.1555","0.1555","","","","","",""
"731","0.16","0.16","0.16","","","","","",""
"732","0.1765","0.1765","0.1765","","","","","",""
"733","0.1905","0.1905","0.1905","","","","","",""
"734","0.201","0.201","0.201","","","","","",""
"735","0.2115","0.2115","0.2115","","","","","",""
"736","0.2205","0.2205","0.2205","","","","","",""
"737","0.2205","0.2205","0.2205","","","","","",""
"738","0.2205","0.2205","0.2205","","","","","",""
"739","0.226","0.226","0.226","","","","","",""
"740","0.2335","0.2335","0.2335","","","","","",""
"741","0.236","0.236","0.236","","","","","",""
"742","0.241","0.241","0.241","","","","","",""
"743","0.2425","0.2425","0.2425","","","","","",""
"744","0.244","0.244","0.244","","","","","",""
"745","0.2475","0.2475","0.2475","","","","","",""
"746","0.2465","0.2465","0.2465","","","","","",""
"747","0.249","0.249","0.249","","","","","",""
"748","0.2485","0.2485","0.2485","","","","","",""
"749","0.253","0.253","0.253","","","","","",""
"750","0","0","0","","","","","",""
"751","0.0005","0.0005","0.0005","","","","","",""
"752","0.0415","0.0415","0.0415","","","","","",""
"753","0.126","0.126","0.126","","","","","",""
"754","0.158","0.158","0.158","","","","","",""
"755","0.1755","0.1755","0.1755","","","","","",""
"756","0.1985","0.1985","0.1985","","","","","",""
"757","0.217","0.217","0.217","","","","","",""
"758","0.2225","0.2225","0.2225","","","","","",""
"759","0.2375","0.2375","0.2375","","","","","",""
"760","0.247","0.247","0.247","","","","","",""
"761","0.2555","0.2555","0.2555","","","","","",""
"762","0.259","0.259","0.259","","","","","",""
"763","0.2675","0.2675","0.2675","","","","","",""
"764","0.2695","0.2695","0.2695","","","","","",""
"765","0.276","0.276","0.276","","","","","",""
"766","0.2845","0.2845","0.2845","","","","","",""
"767","0.2855","0.2855","0.2855","","","","","",""
"768","0.2855","0.2855","0.2855","","","","","",""
"769","0.2885","0.2885","0.2885","","","","","",""
"770","0.292","0.292","0.292","","","","","",""
"771","0.296","0.296","0.296","","","","","",""
"772","0.2965","0.2965","0.2965","","","","","",""
"773","0.301","0.301","0.301","","","","","",""
"774","0.3065","0.3065","0.3065","","","","","",""
"775","0.004","0.004","0.004","","","","","",""
"776","0.026","0.026","0.026","","","","","",""
"777","0.0405","0.0405","0.0405","","","","","",""
"778","0.1085","0.1085","0.1085","","","","","",""
"779","0.151","0.151","0.151","","","","","",""
"780","0.1655","0.1655","0.1655","","","","","",""
"781","0.1925","0.1925","0.1925","","","","","",""
"782","0.2115","0.2115","0.2115","","","","","",""
"783","0.23","0.23","0.23","","","","","",""
"784","0.2445","0.2445","0.2445","","","","","",""
"785","0.2425","0.2425","0.2425","","","","","",""
"786","0.253","0.253","0.253","","","","","",""
"787","0.255","0.255","0.255","","","","","",""
"788","0.259","0.259","0.259","","","","","",""
"789","0.258","0.258","0.258","","","","","",""
"790","0.262","0.262","0.262","","","","","",""
"791","0.258","0.258","0.258","","","","","",""
"792","0.2635","0.2635","0.2635","","","","","",""
"793","0.271","0.271","0.271","","","","","",""
"794","0.278","0.278","0.278","","","","","",""
"795","0.2745","0.2745","0.2745","","","","","",""
"796","0.283","0.283","0.283","","","","","",""
"797","0.282","0.282","0.282","","","","","",""
"798","0.287","0.287","0.287","","","","","",""
"799","0.283","0.283","0.283","","","","","",""
"800","0.0055","0.0055","0.0055","","","","","",""
"801","0.03","0.03","0.03","","","","","",""
"802","0.0485","0.0485","0.0485","","","","","",""
"803","0.0865","0.0865","0.0865","","","","","",""
"804","0.112","0.112","0.112","","","","","",""
"805","0.1315","0.1315","0.1315","","","","","",""
"806","0.154","0.154","0.154","","","","","",""
"807","0.171","0.171","0.171","","","","","",""
"808","0.193","0.193","0.193","","","","","",""
"809","0.2075","0.2075","0.2075","","","","","",""
"810","0.2165","0.2165","0.2165","","","","","",""
"811","0.2225","0.2225","0.2225","","","","","",""
"812","0.228","0.228","0.228","","","","","",""
"813","0.2285","0.2285","0.2285","","","","","",""
"814","0.247","0.247","0.247","","","","","",""
"815","0.249","0.249","0.249","","","","","",""
"816","0.249","0.249","0.249","","","","","",""
"817","0.255","0.255","0.255","","","","","",""
"818","0.2545","0.2545","0.2545","","","","","",""
"819","0.259","0.259","0.259","","","","","",""
"820","0.2645","0.2645","0.2645","","","","","",""
"821","0.2665","0.2665","0.2665","","","","","",""
"822","0.2695","0.2695","0.2695","","","","","",""
"823","0.2715","0.2715","0.2715","","","","","",""
"824","0.2755","0.2755","0.2755","","","","","",""
"825","0","0","0","","","","","",""
"826","0","0","0","","","","","",""
"827","0.025","0.025","0.025","","","","","",""
"828","0.063","0.063","0.063","","","","","",""
"829","0.1175","0.1175","0.1175","","","","","",""
"830","0.171","0.171","0.171","","","","","",""
"831","0.192","0.192","0.192","","","","","",""
"832","0.2075","0.2075","0.2075","","","","","",""
"833","0.2135","0.2135","0.2135","","","","","",""
"834","0.2275","0.2275","0.2275","","","","","",""
"835","0.2205","0.2205","0.2205","","","","","",""
"836","0.2225","0.2225","0.2225","","","","","",""
"837","0.2345","0.2345","0.2345","","","","","",""
"838","0.237","0.237","0.237","","","","","",""
"839","0.2435","0.2435","0.2435","","","","","",""
"840","0.2485","0.2485","0.2485","","","","","",""
"841","0.2525","0.2525","0.2525","","","","","",""
"842","0.251","0.251","0.251","","","","","",""
"843","0.253","0.253","0.253","","","","","",""
"844","0.263","0.263","0.263","","","","","",""
"845","0.26","0.26","0.26","","","","","",""
"846","0.2675","0.2675","0.2675","","","","","",""
"847","0.2695","0.2695","0.2695","","","","","",""
"848","0.2695","0.2695","0.2695","","","","","",""
"849","0.2735","0.2735","0.2735","","","","","",""
"850","0","0","0","","","","","",""
"851","0","0","0","","","","","",""
"852","0.0055","0.0055","0.0055","","","","","",""
"853","0.049","0.049","0.049","","","","","",""
"854","0.1185","0.1185","0.1185","","","","","",""
"855","0.145","0.145","0.145","","","","","",""
"856","0.161","0.161","0.161","","","","","",""
"857","0.178","0.178","0.178","","","","","",""
"858","0.1985","0.1985","0.1985","","","","","",""
"859","0.2095","0.2095","0.2095","","","","","",""
"860","0.2195","0.2195","0.2195","","","","","",""
"861","0.2255","0.2255","0.2255","","","","","",""
"862","0.233","0.233","0.233","","","","","",""
"863","0.2325","0.2325","0.2325","","","","","",""
"864","0.2345","0.2345","0.2345","","","","","",""
"865","0.2415","0.2415","0.2415","","","","","",""
"866","0.2425","0.2425","0.2425","","","","","",""
"867","0.244","0.244","0.244","","","","","",""
"868","0.2475","0.2475","0.2475","","","","","",""
"869","0.245","0.245","0.245","","","","","",""
"870","0.255","0.255","0.255","","","","","",""
"871","0.2525","0.2525","0.2525","","","","","",""
"872","0.258","0.258","0.258","","","","","",""
"873","0.2545","0.2545","0.2545","","","","","",""
"874","0.26","0.26","0.26","","","","","",""
"875","0","0","0","","","","","",""
"876","0","0","0","","","","","",""
"877","0.027","0.027","0.027","","","","","",""
"878","0.1155","0.1155","0.1155","","","","","",""
"879","0.1835","0.1835","0.1835","","","","","",""
"880","0.214","0.214","0.214","","","","","",""
"881","0.2455","0.2455","0.2455","","","","","",""
"882","0.269","0.269","0.269","","","","","",""
"883","0.2805","0.2805","0.2805","","","","","",""
"884","0.2985","0.2985","0.2985","","","","","",""
"885","0.309","0.309","0.309","","","","","",""
"886","0.314","0.314","0.314","","","","","",""
"887","0.3195","0.3195","0.3195","","","","","",""
"888","0.323","0.323","0.323","","","","","",""
"889","0.3265","0.3265","0.3265","","","","","",""
"890","0.3385","0.3385","0.3385","","","","","",""
"891","0.342","0.342","0.342","","","","","",""
"892","0.3455","0.3455","0.3455","","","","","",""
"893","0.3445","0.3445","0.3445","","","","","",""
"894","0.3495","0.3495","0.3495","","","","","",""
"895","0.356","0.356","0.356","","","","","",""
"896","0.3575","0.3575","0.3575","","","","","",""
"897","0.358","0.358","0.358","","","","","",""
"898","0.3615","0.3615","0.3615","","","","","",""
"899","0.359","0.359","0.359","","","","","",""
"900","0","0","0","","","","","",""
"901","0","0","0","","","","","",""
"902","0.007","0.007","0.007","","","","","",""
"903","0.048","0.048","0.048","","","","","",""
"904","0.1185","0.1185","0.1185","","","","","",""
"905","0.152","0.152","0.152","","","","","",""
"906","0.166","0.166","0.166","","","","","",""
"907","0.1835","0.1835","0.1835","","","","","",""
"908","0.194","0.194","0.194","","","","","",""
"909","0.202","0.202","0.202","","","","","",""
"910","0.2205","0.2205","0.2205","","","","","",""
"911","0.223","0.223","0.223","","","","","",""
"912","0.227","0.227","0.227","","","","","",""
"913","0.232","0.232","0.232","","","","","",""
"914","0.2335","0.2335","0.2335","","","","","",""
"915","0.237","0.237","0.237","","","","","",""
"916","0.241","0.241","0.241","","","","","",""
"917","0.247","0.247","0.247","","","","","",""
"918","0.243","0.243","0.243","","","","","",""
"919","0.2465","0.2465","0.2465","","","","","",""
"920","0.2495","0.2495","0.2495","","","","","",""
"921","0.253","0.253","0.253","","","","","",""
"922","0.256","0.256","0.256","","","","","",""
"923","0.2555","0.2555","0.2555","","","","","",""
"924","0.257","0.257","0.257","","","","","",""
"925","0.016","0.016","0.016","","","","","",""
"926","0.034","0.034","0.034","","","","","",""
"927","0.0505","0.0505","0.0505","","","","","",""
"928","0.088","0.088","0.088","","","","","",""
"929","0.133","0.133","0.133","","","","","",""
"930","0.166","0.166","0.166","","","","","",""
"931","0.1825","0.1825","0.1825","","","","","",""
"932","0.2055","0.2055","0.2055","","","","","",""
"933","0.226","0.226","0.226","","","","","",""
"934","0.252","0.252","0.252","","","","","",""
"935","0.265","0.265","0.265","","","","","",""
"936","0.2765","0.2765","0.2765","","","","","",""
"937","0.2815","0.2815","0.2815","","","","","",""
"938","0.2915","0.2915","0.2915","","","","","",""
"939","0.2935","0.2935","0.2935","","","","","",""
"940","0.293","0.293","0.293","","","","","",""
"941","0.3045","0.3045","0.3045","","","","","",""
"942","0.306","0.306","0.306","","","","","",""
"943","0.31","0.31","0.31","","","","","",""
"944","0.315","0.315","0.315","","","","","",""
"945","0.313","0.313","0.313","","","","","",""
"946","0.3175","0.3175","0.3175","","","","","",""
"947","0.3145","0.3145","0.3145","","","","","",""
"948","0.3155","0.3155","0.3155","","","","","",""
"949","0.319","0.319","0.319","","","","","",""
"950","0.0435","0.0435","0.0435","","","","","",""
"951","0.07","0.07","0.07","","","","","",""
"952","0.076","0.076","0.076","","","","","",""
"953","0.1045","0.1045","0.1045","","","","","",""
"954","0.1595","0.1595","0.1595","","","","","",""
"955","0.187","0.187","0.187","","","","","",""
"956","0.1995","0.1995","0.1995","","","","","",""
"957","0.218","0.218","0.218","","","","","",""
"958","0.229","0.229","0.229","","","","","",""
"959","0.238","0.238","0.238","","","","","",""
"960","0.247","0.247","0.247","","","","","",""
"961","0.2535","0.2535","0.2535","","","","","",""
"962","0.2555","0.2555","0.2555","","","","","",""
"963","0.2555","0.2555","0.2555","","","","","",""
"964","0.258","0.258","0.258","","","","","",""
"965","0.2625","0.2625","0.2625","","","","","",""
"966","0.266","0.266","0.266","","","","","",""
"967","0.2675","0.2675","0.2675","","","","","",""
"968","0.273","0.273","0.273","","","","","",""
"969","0.2735","0.2735","0.2735","","","","","",""
"970","0.2785","0.2785","0.2785","","","","","",""
"971","0.2795","0.2795","0.2795","","","","","",""
"972","0.284","0.284","0.284","","","","","",""
"973","0.284","0.284","0.284","","","","","",""
"974","0.289","0.289","0.289","","","","","",""
"975","0.01","0.01","0.01","","","","","",""
"976","0.03","0.03","0.03","","","","","",""
"977","0.0715","0.0715","0.0715","","","","","",""
"978","0.134","0.134","0.134","","","","","",""
"979","0.1535","0.1535","0.1535","","","","","",""
"980","0.165","0.165","0.165","","","","","",""
"981","0.173","0.173","0.173","","","","","",""
"982","0.177","0.177","0.177","","","","","",""
"983","0.179","0.179","0.179","","","","","",""
"984","0.1935","0.1935","0.1935","","","","","",""
"985","0.1955","0.1955","0.1955","","","","","",""
"986","0.204","0.204","0.204","","","","","",""
"987","0.21","0.21","0.21","","","","","",""
"988","0.2135","0.2135","0.2135","","","","","",""
"989","0.222","0.222","0.222","","","","","",""
"990","0.2215","0.2215","0.2215","","","","","",""
"991","0.229","0.229","0.229","","","","","",""
"992","0.227","0.227","0.227","","","","","",""
"993","0.23","0.23","0.23","","","","","",""
"994","0.234","0.234","0.234","","","","","",""
"995","0.2365","0.2365","0.2365","","","","","",""
"996","0.2375","0.2375","0.2375","","","","","",""
"997","0.2445","0.2445","0.2445","","","","","",""
"998","0.239","0.239","0.239","","","","","",""
"999","0.237","0.237","0.237","","","","","",""
"1000","0.0145","0.0145","0.0145","","","","","",""
"1001","0.0395","0.0395","0.0395","","","","","",""
"1002","0.086","0.086","0.086","","","","","",""
"1003","0.1275","0.1275","0.1275","","","","","",""
"1004","0.155","0.155","0.155","","","","","",""
"1005","0.164","0.164","0.164","","","","","",""
"1006","0.183","0.183","0.183","","","","","",""
"1007","0.196","0.196","0.196","","","","","",""
"1008","0.207","0.207","0.207","","","","","",""
"1009","0.2195","0.2195","0.2195","","","","","",""
"1010","0.2365","0.2365","0.2365","","","","","",""
"1011","0.249","0.249","0.249","","","","","",""
"1012","0.251","0.251","0.251","","","","","",""
"1013","0.252","0.252","0.252","","","","","",""
"1014","0.2555","0.2555","0.2555","","","","","",""
"1015","0.2635","0.2635","0.2635","","","","","",""
"1016","0.268","0.268","0.268","","","","","",""
"1017","0.2665","0.2665","0.2665","","","","","",""
"1018","0.272","0.272","0.272","","","","","",""
"1019","0.2765","0.2765","0.2765","","","","","",""
"1020","0.2745","0.2745","0.2745","","","","","",""
"1021","0.2855","0.2855","0.2855","","","","","",""
"1022","0.287","0.287","0.287","","","","","",""
"1023","0.289","0.289","0.289","","","","","",""
"1024","0.294","0.294","0.294","","","","","",""
"1025","0","0","0","","","","","",""
"1026","0.0355","0.0355","0.0355","","","","","",""
"1027","0.087","0.087","0.087","","","","","",""
"1028","0.114","0.114","0.114","","","","","",""
"1029","0.165","0.165","0.165","","","","","",""
"1030","0.1955","0.1955","0.1955","","","","","",""
"1031","0.2195","0.2195","0.2195","","","","","",""
"1032","0.241","0.241","0.241","","","","","",""
"1033","0.2495","0.2495","0.2495","","","","","",""
"1034","0.254","0.254","0.254","","","","","",""
"1035","0.2665","0.2665","0.2665","","","","","",""
"1036","0.272","0.272","0.272","","","","","",""
"1037","0.278","0.278","0.278","","","","","",""
"1038","0.282","0.282","0.282","","","","","",""
"1039","0.291","0.291","0.291","","","","","",""
"1040","0.2935","0.2935","0.2935","","","","","",""
"1041","0.2915","0.2915","0.2915","","","","","",""
"1042","0.2935","0.2935","0.2935","","","","","",""
"1043","0.2985","0.2985","0.2985","","","","","",""
"1044","0.302","0.302","0.302","","","","","",""
"1045","0.3075","0.3075","0.3075","","","","","",""
"1046","0.31","0.31","0.31","","","","","",""
"1047","0.309","0.309","0.309","","","","","",""
"1048","0.314","0.314","0.314","","","","","",""
"1049","0.315","0.315","0.315","","","","","",""
"1050","0","0","0","","","","","",""
"1051","0","0","0","","","","","",""
"1052","0.01","0.01","0.01","","","","","",""
"1053","0.0845","0.0845","0.0845","","","","","",""
"1054","0.17","0.17","0.17","","","","","",""
"1055","0.212","0.212","0.212","","","","","",""
"1056","0.2345","0.2345","0.2345","","","","","",""
"1057","0.2595","0.2595","0.2595","","","","","",""
"1058","0.2685","0.2685","0.2685","","","","","",""
"1059","0.278","0.278","0.278","","","","","",""
"1060","0.279","0.279","0.279","","","","","",""
"1061","0.2865","0.2865","0.2865","","","","","",""
"1062","0.292","0.292","0.292","","","","","",""
"1063","0.2955","0.2955","0.2955","","","","","",""
"1064","0.3015","0.3015","0.3015","","","","","",""
"1065","0.3055","0.3055","0.3055","","","","","",""
"1066","0.3125","0.3125","0.3125","","","","","",""
"1067","0.316","0.316","0.316","","","","","",""
"1068","0.3195","0.3195","0.3195","","","","","",""
"1069","0.3185","0.3185","0.3185","","","","","",""
"1070","0.324","0.324","0.324","","","","","",""
"1071","0.32","0.32","0.32","","","","","",""
"1072","0.322","0.322","0.322","","","","","",""
"1073","0.326","0.326","0.326","","","","","",""
"1074","0.331","0.331","0.331","","","","","",""
"1075","0","0","0","","","","","",""
"1076","0.0025","0.0025","0.0025","","","","","",""
"1077","0.026","0.026","0.026","","","","","",""
"1078","0.115","0.115","0.115","","","","","",""
"1079","0.164","0.164","0.164","","","","","",""
"1080","0.1925","0.1925","0.1925","","","","","",""
"1081","0.221","0.221","0.221","","","","","",""
"1082","0.2335","0.2335","0.2335","","","","","",""
"1083","0.2395","0.2395","0.2395","","","","","",""
"1084","0.2445","0.2445","0.2445","","","","","",""
"1085","0.2535","0.2535","0.2535","","","","","",""
"1086","0.2545","0.2545","0.2545","","","","","",""
"1087","0.268","0.268","0.268","","","","","",""
"1088","0.2685","0.2685","0.2685","","","","","",""
"1089","0.2675","0.2675","0.2675","","","","","",""
"1090","0.2795","0.2795","0.2795","","","","","",""
"1091","0.2825","0.2825","0.2825","","","","","",""
"1092","0.2835","0.2835","0.2835","","","","","",""
"1093","0.2905","0.2905","0.2905","","","","","",""
"1094","0.2905","0.2905","0.2905","","","","","",""
"1095","0.2945","0.2945","0.2945","","","","","",""
"1096","0.2995","0.2995","0.2995","","","","","",""
