Step,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX
28964,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08
28965,2.82E-08,2.82E-08,2.82E-08,2.82E-08,2.82E-08,2.82E-08,2.82E-08,2.82E-08,2.82E-08
28976,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07
28993,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08
28994,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08
28999,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08
29000,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08
29007,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08
29010,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08
29017,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08
29024,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08
29027,6.43E-08,6.43E-08,6.43E-08,6.43E-08,6.43E-08,6.43E-08,6.43E-08,6.43E-08,6.43E-08
29076,9.35E-08,9.35E-08,9.35E-08,9.35E-08,9.35E-08,9.35E-08,9.35E-08,9.35E-08,9.35E-08
29078,5.29E-08,5.29E-08,5.29E-08,5.29E-08,5.29E-08,5.29E-08,5.29E-08,5.29E-08,5.29E-08
29089,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08
29101,8.86E-08,8.86E-08,8.86E-08,8.86E-08,8.86E-08,8.86E-08,8.86E-08,8.86E-08,8.86E-08
29120,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08
29123,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08
29142,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08
29151,9.77E-08,9.77E-08,9.77E-08,9.77E-08,9.77E-08,9.77E-08,9.77E-08,9.77E-08,9.77E-08
29160,3.30E-08,3.30E-08,3.30E-08,3.30E-08,3.30E-08,3.30E-08,3.30E-08,3.30E-08,3.30E-08
29161,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08
29163,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08
29176,9.40E-08,9.40E-08,9.40E-08,9.40E-08,9.40E-08,9.40E-08,9.40E-08,9.40E-08,9.40E-08
29186,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08
29187,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08
29198,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08
29202,5.68E-08,5.68E-08,5.68E-08,5.68E-08,5.68E-08,5.68E-08,5.68E-08,5.68E-08,5.68E-08
29205,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08
29221,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08
29222,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08
29223,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08
29236,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08
29250,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08
29256,3.99E-08,3.99E-08,3.99E-08,3.99E-08,3.99E-08,3.99E-08,3.99E-08,3.99E-08,3.99E-08
29270,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08
29273,2.96E-08,2.96E-08,2.96E-08,2.96E-08,2.96E-08,2.96E-08,2.96E-08,2.96E-08,2.96E-08
29274,2.87E-08,2.87E-08,2.87E-08,2.87E-08,2.87E-08,2.87E-08,2.87E-08,2.87E-08,2.87E-08
29275,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08
29287,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08
29293,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08
29295,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08
29298,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08
29305,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08
29313,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08
29316,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08
29318,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08
29319,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08
29322,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08
29327,6.38E-08,6.38E-08,6.38E-08,6.38E-08,6.38E-08,6.38E-08,6.38E-08,6.38E-08,6.38E-08
29340,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08
29352,6.30E-08,6.30E-08,6.30E-08,6.30E-08,6.30E-08,6.30E-08,6.30E-08,6.30E-08,6.30E-08
29360,3.27E-08,3.27E-08,3.27E-08,3.27E-08,3.27E-08,3.27E-08,3.27E-08,3.27E-08,3.27E-08
29370,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08
29371,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08
29373,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08
29374,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08
29375,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08
29377,6.49E-08,6.49E-08,6.49E-08,6.49E-08,6.49E-08,6.49E-08,6.49E-08,6.49E-08,6.49E-08
29378,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08
29384,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08
29386,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08
29395,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08
29399,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08
29406,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08
29407,3.45E-08,3.45E-08,3.45E-08,3.45E-08,3.45E-08,3.45E-08,3.45E-08,3.45E-08,3.45E-08
29409,3.42E-08,3.42E-08,3.42E-08,3.42E-08,3.42E-08,3.42E-08,3.42E-08,3.42E-08,3.42E-08
29422,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08
29439,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08
29442,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08
29443,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08
29452,7.07E-08,7.07E-08,7.07E-08,7.07E-08,7.07E-08,7.07E-08,7.07E-08,7.07E-08,7.07E-08
29458,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08
29472,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08
29473,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08
29486,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08
29489,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08
29498,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08
29501,9.46E-08,9.46E-08,9.46E-08,9.46E-08,9.46E-08,9.46E-08,9.46E-08,9.46E-08,9.46E-08
29503,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08
29518,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08
29522,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08
29531,4.70E-08,4.70E-08,4.70E-08,4.70E-08,4.70E-08,4.70E-08,4.70E-08,4.70E-08,4.70E-08
29539,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08
29556,4.64E-08,4.64E-08,4.64E-08,4.64E-08,4.64E-08,4.64E-08,4.64E-08,4.64E-08,4.64E-08
29559,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08
29561,4.00E-08,4.00E-08,4.00E-08,4.00E-08,4.00E-08,4.00E-08,4.00E-08,4.00E-08,4.00E-08
29562,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08
29563,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08
29570,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08
29574,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08
29579,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08
29584,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08
29587,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08
29609,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08
29610,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08
29614,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08
29620,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08
29627,6.04E-08,6.04E-08,6.04E-08,6.04E-08,6.04E-08,6.04E-08,6.04E-08,6.04E-08,6.04E-08
29631,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08
29632,3.61E-08,3.61E-08,3.61E-08,3.61E-08,3.61E-08,3.61E-08,3.61E-08,3.61E-08,3.61E-08
29637,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08
29638,2.94E-08,2.94E-08,2.94E-08,2.94E-08,2.94E-08,2.94E-08,2.94E-08,2.94E-08,2.94E-08
29639,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08
29641,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08
29643,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08
29648,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08
29654,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08
29659,3.56E-08,3.56E-08,3.56E-08,3.56E-08,3.56E-08,3.56E-08,3.56E-08,3.56E-08,3.56E-08
29667,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08
29673,2.85E-08,2.85E-08,2.85E-08,2.85E-08,2.85E-08,2.85E-08,2.85E-08,2.85E-08,2.85E-08
29674,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08
29679,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08
29683,3.16E-08,3.16E-08,3.16E-08,3.16E-08,3.16E-08,3.16E-08,3.16E-08,3.16E-08,3.16E-08
29684,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08
29685,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08
29687,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08
29691,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08
29695,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08
29700,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08
29701,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07
29706,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08
29712,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08
29719,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08
29722,2.96E-08,2.96E-08,2.96E-08,2.96E-08,2.96E-08,2.96E-08,2.96E-08,2.96E-08,2.96E-08
29727,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08
29731,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08
29736,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08
29740,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08
29741,3.15E-08,3.15E-08,3.15E-08,3.15E-08,3.15E-08,3.15E-08,3.15E-08,3.15E-08,3.15E-08
29750,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08
29770,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08
29772,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08
29778,5.23E-08,5.23E-08,5.23E-08,5.23E-08,5.23E-08,5.23E-08,5.23E-08,5.23E-08,5.23E-08
29783,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08
29786,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08
29791,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08
29793,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08
29794,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08
29797,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08
29802,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08
29805,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08
29820,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08
29825,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08
29853,4.61E-08,4.61E-08,4.61E-08,4.61E-08,4.61E-08,4.61E-08,4.61E-08,4.61E-08,4.61E-08
29855,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08
29856,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08
29861,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08
29867,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08
29878,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08
29882,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08
29887,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08
29891,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08
29892,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08
29897,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08
29900,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08
29915,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08
29917,2.97E-08,2.97E-08,2.97E-08,2.97E-08,2.97E-08,2.97E-08,2.97E-08,2.97E-08,2.97E-08
29918,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08
29920,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08
29925,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08
29928,5.40E-08,5.40E-08,5.40E-08,5.40E-08,5.40E-08,5.40E-08,5.40E-08,5.40E-08,5.40E-08
29930,4.42E-08,4.42E-08,4.42E-08,4.42E-08,4.42E-08,4.42E-08,4.42E-08,4.42E-08,4.42E-08
29937,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08
29942,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08
29947,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08
29950,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08
29953,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08
29960,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08
29971,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08
29975,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08
29979,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08
29982,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08
29989,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08
30000,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08
30006,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08
30009,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08
30020,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08
30025,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08
30029,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08
30033,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08
30048,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08
30050,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08
30054,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08
30058,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08
30061,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08
30065,2.87E-08,2.87E-08,2.87E-08,2.87E-08,2.87E-08,2.87E-08,2.87E-08,2.87E-08,2.87E-08
30071,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08
30074,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08
30075,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08,2.45E-08
30076,9.26E-08,9.26E-08,9.26E-08,9.26E-08,9.26E-08,9.26E-08,9.26E-08,9.26E-08,9.26E-08
30084,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08
30086,3.01E-08,3.01E-08,3.01E-08,3.01E-08,3.01E-08,3.01E-08,3.01E-08,3.01E-08,3.01E-08
30090,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08
30094,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08
30099,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08
30102,6.82E-08,6.82E-08,6.82E-08,6.82E-08,6.82E-08,6.82E-08,6.82E-08,6.82E-08,6.82E-08
30104,5.02E-08,5.02E-08,5.02E-08,5.02E-08,5.02E-08,5.02E-08,5.02E-08,5.02E-08,5.02E-08
30111,3.50E-08,3.50E-08,3.50E-08,3.50E-08,3.50E-08,3.50E-08,3.50E-08,3.50E-08,3.50E-08
30115,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08
30121,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08
30122,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08,2.86E-08
30126,9.06E-08,9.06E-08,9.06E-08,9.06E-08,9.06E-08,9.06E-08,9.06E-08,9.06E-08,9.06E-08
30128,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08
30130,3.89E-08,3.89E-08,3.89E-08,3.89E-08,3.89E-08,3.89E-08,3.89E-08,3.89E-08,3.89E-08
