Step,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX
30134,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08
30138,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08
30145,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08
30153,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08
30163,3.19E-08,3.19E-08,3.19E-08,3.19E-08,3.19E-08,3.19E-08,3.19E-08,3.19E-08,3.19E-08
30174,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08
30176,8.97E-08,8.97E-08,8.97E-08,8.97E-08,8.97E-08,8.97E-08,8.97E-08,8.97E-08,8.97E-08
30182,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08
30192,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08
30198,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08
30200,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08
30202,6.61E-08,6.61E-08,6.61E-08,6.61E-08,6.61E-08,6.61E-08,6.61E-08,6.61E-08,6.61E-08
30210,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08
30211,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08
30212,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08
30214,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08
30218,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08
30219,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08
30226,8.76E-08,8.76E-08,8.76E-08,8.76E-08,8.76E-08,8.76E-08,8.76E-08,8.76E-08,8.76E-08
30233,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08
30234,3.30E-08,3.30E-08,3.30E-08,3.30E-08,3.30E-08,3.30E-08,3.30E-08,3.30E-08,3.30E-08
30252,6.72E-08,6.72E-08,6.72E-08,6.72E-08,6.72E-08,6.72E-08,6.72E-08,6.72E-08,6.72E-08
30253,5.46E-08,5.46E-08,5.46E-08,5.46E-08,5.46E-08,5.46E-08,5.46E-08,5.46E-08,5.46E-08
30254,4.71E-08,4.71E-08,4.71E-08,4.71E-08,4.71E-08,4.71E-08,4.71E-08,4.71E-08,4.71E-08
30256,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08
30259,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08
30260,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08
30261,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08
30264,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08
30265,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08
30266,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08
30286,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08
30295,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08
30305,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08
30327,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08
30330,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08
30339,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08
30342,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08
30349,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08
30356,4.31E-08,4.31E-08,4.31E-08,4.31E-08,4.31E-08,4.31E-08,4.31E-08,4.31E-08,4.31E-08
30367,2.94E-08,2.94E-08,2.94E-08,2.94E-08,2.94E-08,2.94E-08,2.94E-08,2.94E-08,2.94E-08
30379,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08
30382,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08
30385,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08
30387,3.14E-08,3.14E-08,3.14E-08,3.14E-08,3.14E-08,3.14E-08,3.14E-08,3.14E-08,3.14E-08
30391,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08
30395,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08
30398,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08
30405,4.43E-08,4.43E-08,4.43E-08,4.43E-08,4.43E-08,4.43E-08,4.43E-08,4.43E-08,4.43E-08
30409,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08
30413,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08
30420,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08,2.90E-08
30426,8.42E-08,8.42E-08,8.42E-08,8.42E-08,8.42E-08,8.42E-08,8.42E-08,8.42E-08,8.42E-08
30429,3.95E-08,3.95E-08,3.95E-08,3.95E-08,3.95E-08,3.95E-08,3.95E-08,3.95E-08,3.95E-08
30433,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08
30434,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08
30437,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08
30445,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08
30458,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08
30469,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08
30470,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08
30476,9.18E-08,9.18E-08,9.18E-08,9.18E-08,9.18E-08,9.18E-08,9.18E-08,9.18E-08,9.18E-08
30478,5.02E-08,5.02E-08,5.02E-08,5.02E-08,5.02E-08,5.02E-08,5.02E-08,5.02E-08,5.02E-08
30491,2.85E-08,2.85E-08,2.85E-08,2.85E-08,2.85E-08,2.85E-08,2.85E-08,2.85E-08,2.85E-08
30497,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08
30502,6.30E-08,6.30E-08,6.30E-08,6.30E-08,6.30E-08,6.30E-08,6.30E-08,6.30E-08,6.30E-08
30515,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08
30524,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08
30537,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08
30542,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08
30549,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08
30557,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08
30566,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08
30567,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08
30586,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08
30589,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08
30597,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08
30599,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08
30606,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08
30616,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08
30617,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08
30640,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08
30641,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08
30651,8.84E-08,8.84E-08,8.84E-08,8.84E-08,8.84E-08,8.84E-08,8.84E-08,8.84E-08,8.84E-08
30653,4.82E-08,4.82E-08,4.82E-08,4.82E-08,4.82E-08,4.82E-08,4.82E-08,4.82E-08,4.82E-08
30654,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08
30671,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08
30691,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08
30695,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08
30696,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08
30698,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08
30703,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08
30719,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08
30727,5.84E-08,5.84E-08,5.84E-08,5.84E-08,5.84E-08,5.84E-08,5.84E-08,5.84E-08,5.84E-08
30730,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08
30733,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08
30742,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08
30746,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08
30750,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08
30751,9.83E-08,9.83E-08,9.83E-08,9.83E-08,9.83E-08,9.83E-08,9.83E-08,9.83E-08,9.83E-08
30753,5.36E-08,5.36E-08,5.36E-08,5.36E-08,5.36E-08,5.36E-08,5.36E-08,5.36E-08,5.36E-08
30759,3.63E-08,3.63E-08,3.63E-08,3.63E-08,3.63E-08,3.63E-08,3.63E-08,3.63E-08,3.63E-08
30760,3.54E-08,3.54E-08,3.54E-08,3.54E-08,3.54E-08,3.54E-08,3.54E-08,3.54E-08,3.54E-08
30769,2.91E-08,2.91E-08,2.91E-08,2.91E-08,2.91E-08,2.91E-08,2.91E-08,2.91E-08,2.91E-08
30796,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08
30802,5.93E-08,5.93E-08,5.93E-08,5.93E-08,5.93E-08,5.93E-08,5.93E-08,5.93E-08,5.93E-08
30805,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08
30808,3.19E-08,3.19E-08,3.19E-08,3.19E-08,3.19E-08,3.19E-08,3.19E-08,3.19E-08,3.19E-08
30815,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08
30822,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08
30824,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08
30837,3.42E-08,3.42E-08,3.42E-08,3.42E-08,3.42E-08,3.42E-08,3.42E-08,3.42E-08,3.42E-08
30852,6.01E-08,6.01E-08,6.01E-08,6.01E-08,6.01E-08,6.01E-08,6.01E-08,6.01E-08,6.01E-08
30855,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08
30856,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08
30866,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08
30867,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08
30868,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08
30869,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08
30879,4.78E-08,4.78E-08,4.78E-08,4.78E-08,4.78E-08,4.78E-08,4.78E-08,4.78E-08,4.78E-08
30882,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08
30890,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08
30893,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08
30896,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08,2.62E-08
30900,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08
30904,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08
30917,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08
30918,2.93E-08,2.93E-08,2.93E-08,2.93E-08,2.93E-08,2.93E-08,2.93E-08,2.93E-08,2.93E-08
30920,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08
30925,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08
30950,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08
30966,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08
30973,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08
30976,8.66E-08,8.66E-08,8.66E-08,8.66E-08,8.66E-08,8.66E-08,8.66E-08,8.66E-08,8.66E-08
30979,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08
30994,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08
30995,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08
31006,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08
31008,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08,3.05E-08
31009,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08
31010,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08
31011,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08
31013,2.41E-08,2.41E-08,2.41E-08,2.41E-08,2.41E-08,2.41E-08,2.41E-08,2.41E-08,2.41E-08
31026,8.89E-08,8.89E-08,8.89E-08,8.89E-08,8.89E-08,8.89E-08,8.89E-08,8.89E-08,8.89E-08
31028,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08
31032,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08
31036,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08
31039,2.32E-08,2.32E-08,2.32E-08,2.32E-08,2.32E-08,2.32E-08,2.32E-08,2.32E-08,2.32E-08
31042,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08
31047,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08
31052,6.03E-08,6.03E-08,6.03E-08,6.03E-08,6.03E-08,6.03E-08,6.03E-08,6.03E-08,6.03E-08
31056,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08
31062,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08,3.20E-08
31064,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08,2.92E-08
31070,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08
31075,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08
31076,9.49E-08,9.49E-08,9.49E-08,9.49E-08,9.49E-08,9.49E-08,9.49E-08,9.49E-08,9.49E-08
31077,6.29E-08,6.29E-08,6.29E-08,6.29E-08,6.29E-08,6.29E-08,6.29E-08,6.29E-08,6.29E-08
31081,3.80E-08,3.80E-08,3.80E-08,3.80E-08,3.80E-08,3.80E-08,3.80E-08,3.80E-08,3.80E-08
31088,3.04E-08,3.04E-08,3.04E-08,3.04E-08,3.04E-08,3.04E-08,3.04E-08,3.04E-08,3.04E-08
31098,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08
31103,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08
31104,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08
31112,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08
31116,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08
31118,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08
31122,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08
31126,9.32E-08,9.32E-08,9.32E-08,9.32E-08,9.32E-08,9.32E-08,9.32E-08,9.32E-08,9.32E-08
31138,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08
31140,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08,3.08E-08
31143,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08
31146,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08
31154,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08
31155,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08
31168,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08
31169,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08
31170,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08
31173,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08
31175,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08
31179,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08
31180,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08
31188,2.98E-08,2.98E-08,2.98E-08,2.98E-08,2.98E-08,2.98E-08,2.98E-08,2.98E-08,2.98E-08
31193,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08
31199,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08
31209,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08
31210,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08
31211,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08
31218,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08
31222,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08
31227,6.41E-08,6.41E-08,6.41E-08,6.41E-08,6.41E-08,6.41E-08,6.41E-08,6.41E-08,6.41E-08
31235,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08
31241,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08,2.63E-08
31254,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08
31262,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08
31264,2.93E-08,2.93E-08,2.93E-08,2.93E-08,2.93E-08,2.93E-08,2.93E-08,2.93E-08,2.93E-08
31265,2.91E-08,2.91E-08,2.91E-08,2.91E-08,2.91E-08,2.91E-08,2.91E-08,2.91E-08,2.91E-08
31266,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08
31269,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08
31270,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08
31272,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08
31275,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08
31276,8.75E-08,8.75E-08,8.75E-08,8.75E-08,8.75E-08,8.75E-08,8.75E-08,8.75E-08,8.75E-08
31282,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08
31284,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08
31285,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08
